ntp_code,ntp_formal_name,ntp_fr_description,changes
9000026,medroxyprogesterone acetate 250 mg per 5 mL suspension for injection vial,acétate de médroxyprogestérone 250 mg par 5 mL suspension injectable fiole,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19601231"" -> ""20190816"""
9000554,bromazepam 1.5 mg oral tablet,"bromazépam 1,5 mg comprimé oral","ntp_status_effective_time: ""20200507"" -> ""20220120"""
9000652,diltiazem hydrochloride 300 mg modified-release oral capsule,chlorhydrate de diltiazem 300 mg capsule orale à libération modifiée,"ntp_status: ""ACTIVE"" -> ""DEPREC""
ntp_status_effective_time: ""19960912"" -> ""20220201"""
9000658,fenofibrate 100 mg oral capsule,fénofibrate 100 mg capsule orale,"ntp_status_effective_time: ""20191015"" -> ""20220105"""
9000716,diltiazem hydrochloride 120 mg modified-release oral capsule,chlorhydrate de diltiazem 120 mg capsule orale à libération modifiée,"ntp_status: ""ACTIVE"" -> ""DEPREC""
ntp_status_effective_time: ""19970327"" -> ""20220201"""
9000717,diltiazem hydrochloride 180 mg modified-release oral capsule,chlorhydrate de diltiazem 180 mg capsule orale à libération modifiée,"ntp_status: ""ACTIVE"" -> ""DEPREC""
ntp_status_effective_time: ""19970327"" -> ""20220201"""
9000718,diltiazem hydrochloride 240 mg modified-release oral capsule,chlorhydrate de diltiazem 240 mg capsule orale à libération modifiée,"ntp_status: ""ACTIVE"" -> ""DEPREC""
ntp_status_effective_time: ""19970327"" -> ""20220201"""
9000740,morphine sulfate 5 mg suppository,sulfate de morphine 5 mg suppositoire,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19970804"" -> ""20210305"""
9005107,fluocinolone acetonide 0.59 mg intravitreal implant,"acétonide de fluocinolone 0,59 mg implant vitréen","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20210728"" -> ""20120913"""
9013918,lidocaine hydrochloride 4 % and menthol 1 % cutaneous gel,chlorhydrate de lidocaïne 4 % et menthol 1 % gel cutané,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20190521"" -> ""20210618"""
9014639,enfortumab vedotin 20 mg per vial powder for solution for injection,enfortumab védotine 20 mg par fiole poudre pour solution injectable,ADDED
9014641,lurbinectedin 4 mg per vial powder for solution for injection,lurbinectédine 4 mg par fiole poudre pour solution injectable,ADDED
9014642,midostaurin 25 mg oral capsule,midostaurine 25 mg capsule orale,ADDED
9014643,nirmatrelvir 150 mg oral tablet with ritonavir 100 mg oral tablet,nirmatrelvir 150 mg comprimé oral avec ritonavir 100 mg comprimé oral,ADDED
9014644,ospemifene 60 mg oral tablet,ospémifène 60 mg comprimé oral,ADDED
9014645,pemigatinib 13.5 mg oral tablet,"pémigatinib 13,5 mg comprimé oral",ADDED
9014646,pemigatinib 4.5 mg oral tablet,"pémigatinib 4,5 mg comprimé oral",ADDED
9014647,pemigatinib 9 mg oral tablet,pémigatinib 9 mg comprimé oral,ADDED
9014648,pitolisant hydrochloride 20 mg oral tablet,chlorhydrate de pitolisant 20 mg comprimé oral,ADDED
9014649,pitolisant hydrochloride 5 mg oral tablet,chlorhydrate de pitolisant 5 mg comprimé oral,ADDED
9014650,plecanatide 3 mg oral tablet,plécanatide 3 mg comprimé oral,ADDED
9014653,tafasitamab 200 mg per vial powder for solution for injection,tafasitamab 200 mg par fiole poudre pour solution injectable,ADDED
