drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12492","309","Changed","inactive","IRON (IRON GLUTARATE)","2.5","MG","00879851"
"106347","11899","ADDED","approved","RIZATRIPTAN (RIZATRIPTAN BENZOATE)","5","MG","02560402"
"106353","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02560461"
"106301","20097","ADDED","approved","VARENICLINE (VARENICLINE TARTRATE)","1","MG","02559900"
"106352","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02560453"
"106336","1255","ADDED","approved","OCTREOTIDE (OCTREOTIDE ACETATE)","200","MCG","02560283"
"106309","5927","ADDED","approved","CYCLOPHOSPHAMIDE","500","MG","02559994"
"106378","23584","ADDED","approved","RISDIPLAM","5","MG","02560747"
"106303","5325","ADDED","approved","LEVOTHYROXINE SODIUM","75","MCG","02559927"
"106289","27079","ADDED","approved","GARADACIMAB","200","MG","02559765"
"106366","11984","ADDED","approved","OXCARBAZEPINE","600","MG","02560615"
"106325","27084","ADDED","approved","BULEVIRTIDE (BULEVIRTIDE ACETATE)","2","MG","02560178"
"106387","700","ADDED","approved","HEXYLRESORCINOL","2.4","MG","02560852"
"106316","11776","ADDED","approved","IRBESARTAN","75","MG","02560070"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"106307","5325","ADDED","approved","LEVOTHYROXINE SODIUM","137","MCG","02559978"
"106334","11336","ADDED","approved","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","75","MG","02560267"
"106361","1859","ADDED","approved","MISOPROSTOL","200","MCG","02560569"
"106320","22754","ADDED","approved","RUPATADINE (RUPATADINE FUMARATE)","10","MG","02560119"
"106386","7140","ADDED","approved","MINERAL OIL","100","%","02560844"
"106335","11336","ADDED","approved","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","150","MG","02560275"
"106351","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02560445"
"106333","11336","ADDED","approved","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","37.5","MG","02560259"
"106302","5325","ADDED","approved","LEVOTHYROXINE SODIUM","25","MCG","02559919"
"106329","5927","ADDED","approved","CYCLOPHOSPHAMIDE","1000","MG","02560216"
"106304","5325","ADDED","approved","LEVOTHYROXINE SODIUM","88","MCG","02559935"
"106345","2609","ADDED","approved","IBUPROFEN","400","MG","02560380"
"106360","15568","ADDED","approved","PREGABALIN","20","MG","02560550"
"106290","27079","ADDED","approved","GARADACIMAB","200","MG","02559773"
"106388","700","ADDED","approved","HEXYLRESORCINOL","2","MG","02560860"
"106375","270","ADDED","approved","ACETAMINOPHEN","160","MG","02560712"
"106318","11776","ADDED","approved","IRBESARTAN","300","MG","02560097"
"106340","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","20","MG","02560321"
"106365","11984","ADDED","approved","OXCARBAZEPINE","300","MG","02560607"
"106361","22628","ADDED","approved","MIFEPRISTONE","200","MG","02560569"
"106340","270","ADDED","approved","ACETAMINOPHEN","650","MG","02560321"
"106373","22686","ADDED","approved","SUGAMMADEX (SUGAMMADEX SODIUM)","100","MG","02560690"
"106352","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02560453"
