tm_code,tm_formal_name,tm_fr_description,changes
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,ADDED
8001332,acetaminophen and dextromethorphan and guaifenesin and phenylephrine,acétaminophène et dextrométhorphane et guaïfénésine et phényléphrine,"tm_status_effective_time: ""20070306"" -> ""20140815"""
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,ADDED
8002161,sodium bicarbonate,bicarbonate de sodium,ADDED
8001844,magnesium chloride,chlorure de magnésium,ADDED
8001615,chloroxylenol,chloroxylénol,ADDED
8001859,milrinone,milrinone,"tm_status_effective_time: ""20030625"" -> ""20030703"""
8001308,ursodiol,ursodiol,"tm_status_effective_time: ""19981108"" -> ""20030203"""
8001293,nadroparin,nadroparine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19980205"" -> ""20230717"""
8001069,oxtriphylline,oxtriphylline,"tm_status_effective_time: ""20221020"" -> ""20240718"""
8001434,argatroban,argatroban,DELETED
8002248,simoctocog alfa,simoctocog alfa,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20151222"" -> ""20230731"""
8002278,coagulation factor ii (human) and coagulation factor IX human and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur II de coagulation humain et facteur IX de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,ADDED
8001579,benzethonium,benzéthonium,ADDED
8002452,cytarabine and daunorubicin,cytarabine et daunorubicine,ADDED
8001914,pheniramine and phenylephrine,phéniramine et phényléphrine,DELETED
8002048,palbociclib,palbociclib,"tm_status_effective_time: ""20160419"" -> ""20160420"""
8001757,doxorubicin,doxorubicine,ADDED
8000948,acetaminophen and pamabrom,acétaminophène et pamabrom,DELETED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,ADDED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,ADDED
8001976,triclosan,triclosan,ADDED
8002047,paclitaxel,paclitaxel,ADDED
8001385,glucagon,glucagon,"tm_status_effective_time: ""20020527"" -> ""20091223"""
8001870,potassium chloride,chlorure de potassium,ADDED
e925e129e52d031771041cd3de1a4680,metreleptin,métréleptine,ADDED
8000796,benzalkonium,benzalkonium,ADDED
8002160,sodium acetate,acétate de sodium,ADDED
8000870,acetylsalicylic acid and caffeine,acide acétylsalicylique et caféine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19931231"" -> ""20190529"""
8001878,sodium iodide,iodure de sodium,ADDED
8000045,oxycodone,oxycodone,"tm_status_effective_time: ""19731231"" -> ""19801231"""
8002215,amphotericin B,amphotéricine B,ADDED
8001735,corbadrine and mepivacaine,corbadrine et mépivacaïne,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19771231"" -> ""20230320"""
8002091,aluminum hydroxide and magnesium hydroxide and simethicone,hydroxyde d'aluminium et hydroxyde de magnésium et siméticone,"tm_status_effective_time: ""19631231"" -> ""20140114"""
8002383,casirivimab and imdevimab,casirivimab et imdévimab,DELETED
8001476,follitropin beta,follitropine bêta,ADDED
8002412,cenegermin,cénégermine,"tm_status_effective_time: ""20230907"" -> ""20240717"""
828641520012758a289c3d1e1f697c1d,calcium carbonate and simethicone,carbonate de calcium et siméticone,ADDED
8001183,dapsone,dapsone,"tm_status_effective_time: ""19941231"" -> ""20111021"""
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,ADDED
8001129,ozenoxacin,ozénoxacine,DELETED
