drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"5144","active","active","00527319","BIO AGRI MIX LP","VETOQUINOL N A INC"
"5125","active","active","00524115","BIO AGRI MIX LP","VETOQUINOL N A INC"
"5112","active","active","00527750","BIO AGRI MIX LP","VETOQUINOL N A INC"
"17818","approved","active","02122022","BIO AGRI MIX LP","VETOQUINOL N A INC"
"16510","approved","active","02080486","BIO AGRI MIX LP","VETOQUINOL N A INC"
"17121","active","active","02122014","BIO AGRI MIX LP","VETOQUINOL N A INC"
"61804","active","active","02238389","BAXTER CORPORATION","JANSSEN INC"
"73384","active","active","02248999","TOLMAR INTERNATIONAL LTD.","TOLMAR INTERNATIONAL LTD.	"
"72576","active","active","02248239","TOLMAR INTERNATIONAL LTD.","TOLMAR INTERNATIONAL LTD.	"
"72577","active","active","02248240","TOLMAR INTERNATIONAL LTD.","TOLMAR INTERNATIONAL LTD.	"
"75428","active","active","02268892","TOLMAR INTERNATIONAL LTD.","TOLMAR INTERNATIONAL LTD.	"
"85444","active","active","02369516","CONTRACT PACKAGING DISTRIBUTION INC.","QWATRO CORPORATION"
"90870","active","active","02423979","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"90871","active","active","02423987","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"97399","active","active","02483629","KYOWA KIRIN, INC.","KYOWA KIRIN LIMITED"
"97400","active","active","02483637","KYOWA KIRIN, INC.","KYOWA KIRIN LIMITED"
"97401","active","active","02483645","KYOWA KIRIN, INC.","KYOWA KIRIN LIMITED"
"74141","approved","approved","02256185","ARXADA, LLC","LONZA LLC"
"96007","approved","approved","02470977","ARXADA, LLC","LONZA LLC"
