drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"17121","4931","REMOVED","active",NA,NA,NA,"02122014"
"17121","6485","REMOVED","active",NA,NA,NA,"02122014"
"17818","20409","REMOVED","approved",NA,NA,NA,"02122022"
"74869","11123","REMOVED","active",NA,NA,NA,"02263300"
"17121","4803","REMOVED","active",NA,NA,NA,"02122014"
"74869","2752","REMOVED","active",NA,NA,NA,"02263300"
"17121","5059","REMOVED","active",NA,NA,NA,"02122014"
"17121","6487","REMOVED","active",NA,NA,NA,"02122014"
"16510","5059","REMOVED","approved",NA,NA,NA,"02080486"
"17121","10292","Changed","active","SODIUM ACETATE","0.0893","G","02122014"
"17121","4956","Changed","active","CHOLINE BITARTRATE","14.4","MG","02122014"
"12492","309","Changed","inactive","IRON (IRON MALATE)","7.5","MG","00879851"
"17121","4913","Changed","active","MENADIONE (MENADIONE SODIUM BISULFITE)","1.25","MG","02122014"
"17121","5015","Changed","active","NICOTINAMIDE","16.8","MG","02122014"
"101515","11764","ADDED","approved","MELOXICAM","9","MG","02526026"
"101465","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.125","%","02525658"
"101465","4316","ADDED","approved","CHLORINE DIOXIDE","0.2","%","02525658"
"101509","23707","ADDED","approved","BUPIVACAINE","60","MG","02525968"
"101477","8890","ADDED","approved","ALCOHOL ANHYDROUS","58","%","02525763"
"17121","49","ADDED","active","MAGNESIUM CHLORIDE","0.0178","G","02122014"
"100913","12634","ADDED","approved","ENSULIZOLE","4","%","02519895"
"101483","20146","ADDED","approved","RANIBIZUMAB","10","MG","02525852"
"101480","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.26","%","02525801"
"101195","1970","ADDED","active","HOMOSALATE","8.5","%","02522853"
"101000","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.178","%","02520850"
"100913","2280","ADDED","approved","OCTOCRYLENE","10","%","02519895"
"101516","23707","ADDED","approved","BUPIVACAINE","400","MG","02526034"
"101482","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.26","%","02525828"
"17121","11171","Changed","active","VITAMIN B2","3.2","MG","02122014"
"11485","2072","Changed","active","ALPRAZOLAM","0.5","MG","01908170"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"101463","20430","ADDED","approved","DESVENLAFAXINE (DESVENLAFAXINE SUCCINATE)","100","MG","02525623"
"101514","23707","ADDED","approved","BUPIVACAINE","200","MG","02526018"
"101479","13348","ADDED","approved","VORICONAZOLE","200","MG","02525798"
"101457","22582","ADDED","approved","SECUKINUMAB","75","MG","02525569"
"100913","755","ADDED","approved","AVOBENZONE","3","%","02519895"
"101195","7289","ADDED","active","ZINC OXIDE","12.1","%","02522853"
"17121","55","Changed","active","SODIUM CHLORIDE","0.6943","G","02122014"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"17121","4922","Changed","active","VITAMIN D3","2500","UNIT","02122014"
"89526","7128","Changed","active","HYDROGEN PEROXIDE","6.3","%","02410591"
"17121","4999","Changed","active","CALCIUM D-PANTOTHENATE","8","MG","02122014"
"101477","4046","ADDED","approved","ALKYL DIMETHYL BENZYL AMMONIUM SACCHARINATE","0.1","%","02525763"
"101195","12048","ADDED","active","OCTISALATE","5","%","02522853"
"74869","7218","ADDED","active","IODINE","1","%","02263300"
"101515","23707","ADDED","approved","BUPIVACAINE","300","MG","02526026"
"17818","49","ADDED","approved","MAGNESIUM CHLORIDE","7.14","G","02122022"
"101509","11764","ADDED","approved","MELOXICAM","1.8","MG","02525968"
"100916","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02519925"
"101004","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.2","%","02520842"
"74869","7104","REMOVED","active",NA,NA,NA,"02263300"
"74869","2753","REMOVED","active",NA,NA,NA,"02263300"
"101466","20595","ADDED","approved","PAZOPANIB (PAZOPANIB HYDROCHLORIDE)","200","MG","02525666"
"100913","12048","ADDED","approved","OCTISALATE","5","%","02519895"
"101484","270","ADDED","approved","ACETAMINOPHEN","500","MG","02525844"
"101481","11190","ADDED","approved","KETAMINE (KETAMINE HYDROCHLORIDE)","50","MG","02525836"
"17121","4810","ADDED","active","CALCIUM ACETATE","0.0178","G","02122014"
"101490","8452","ADDED","approved","TRIMETHOPRIM","16","MG","02525917"
"17121","701","ADDED","active","VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE)","3.75","UNIT","02122014"
"101523","23710","ADDED","approved","BELUMOSUDIL (BELUMOSUDIL MESYLATE)","200","MG","02526115"
"101195","2280","ADDED","active","OCTOCRYLENE","8.5","%","02522853"
"101486","8209","ADDED","approved","PROPOFOL","10","MG","02525879"
"17121","704","ADDED","active","VITAMIN A (VITAMIN A ACETATE)","3200","UNIT","02122014"
"101530","22918","ADDED","approved","DUPILUMAB","100","MG","02526190"
"101516","11764","ADDED","approved","MELOXICAM","12","MG","02526034"
"101447","23454","ADDED","approved","ETOMIDATE","2","MG","02525453"
"17121","53","ADDED","active","POTASSIUM CHLORIDE","0.0357","G","02122014"
"101489","11178","ADDED","approved","AMIKACIN (AMIKACIN SULFATE)","250","MG","02525909"
"101004","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.26","%","02520842"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"17121","2694","Changed","active","SODIUM DIACETATE","0.0178","G","02122014"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"17121","781","Changed","active","VITAMIN B12","6.4","MCG","02122014"
"17121","4991","Changed","active","FOLIC ACID","0.375","MG","02122014"
"101518","9872","ADDED","approved","MELPHALAN (MELPHALAN HYDROCHLORIDE)","50","MG","02526077"
"16510","704","ADDED","approved","VITAMIN A (VITAMIN A ACETATE)","2566000","UNIT","02080486"
"101514","11764","ADDED","approved","MELOXICAM","6","MG","02526018"
"101465","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.125","%","02525658"
"101462","20430","ADDED","approved","DESVENLAFAXINE (DESVENLAFAXINE SUCCINATE)","50","MG","02525615"
"101485","9471","ADDED","approved","LIDOCAINE","5","%","02525860"
"101524","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.023","%","02526123"
"101478","13348","ADDED","approved","VORICONAZOLE","50","MG","02525771"
"101487","197","ADDED","approved","BENZALKONIUM CHLORIDE","10","%","02525887"
"101524","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.015","%","02526123"
"100834","7538","ADDED","approved","MEDROXYPROGESTERONE ACETATE","150","MG","02519062"
"101476","23705","ADDED","approved","LUMASIRAN (LUMASIRAN SODIUM)","94.5","MG","02525755"
"101490","8174","ADDED","approved","SULFAMETHOXAZOLE","80","MG","02525917"
"101000","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.178","%","02520850"
"85112","180","ADDED","approved","LANSOPRAZOLE","15","MG","02366274"
