drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"101462","75","TABLET (EXTENDED-RELEASE)","ADDED","02525615"
"101518","56","POWDER FOR SOLUTION","ADDED","02526077"
"101195","36","LOTION","ADDED","02522853"
"101516","155","SOLUTION (EXTENDED RELEASE)","ADDED","02526034"
"97423","68","CAPSULE (SUSTAINED-RELEASE)","REMOVED","02483874"
"101457","134","SOLUTION","ADDED","02525569"
"101485","9","CREAM","ADDED","02525860"
"101476","134","SOLUTION","ADDED","02525755"
"19307","134","SOLUTION","ADDED","02148331"
"85444","134","SOLUTION","ADDED","02369516"
"101000","98","SPRAY","ADDED","02520850"
"101479","85","TABLET","ADDED","02525798"
"101490","134","SOLUTION","ADDED","02525917"
"85112","137","CAPSULE (DELAYED RELEASE)","ADDED","02366274"
"101447","134","SOLUTION","ADDED","02525453"
"101484","85","TABLET","ADDED","02525844"
"101487","134","SOLUTION","ADDED","02525887"
"101478","85","TABLET","ADDED","02525771"
"85444","34","LIQUID","REMOVED","02369516"
"19307","12","DROPS","REMOVED","02148331"
"101514","155","SOLUTION (EXTENDED RELEASE)","ADDED","02526018"
"101530","134","SOLUTION","ADDED","02526190"
"18742","12","DROPS","REMOVED","02148382"
"101486","19","EMULSION","ADDED","02525879"
"101489","134","SOLUTION","ADDED","02525909"
"101480","98","SPRAY","ADDED","02525801"
"101482","98","SPRAY","ADDED","02525828"
"101515","155","SOLUTION (EXTENDED RELEASE)","ADDED","02526026"
"97423","141","CAPSULE (EXTENDED RELEASE)","ADDED","02483874"
"101483","134","SOLUTION","ADDED","02525852"
"101523","85","TABLET","ADDED","02526115"
"101518","32","KIT","ADDED","02526077"
"5112","56","POWDER FOR SOLUTION","ADDED","00527750"
"101477","2","AEROSOL","ADDED","02525763"
"100913","9","CREAM","ADDED","02519895"
"74141","34","LIQUID","REMOVED","02256185"
"5790","34","LIQUID","REMOVED","00593257"
"101480","134","SOLUTION","ADDED","02525801"
"101465","134","SOLUTION","ADDED","02525658"
"5112","55","POWDER","REMOVED","00527750"
"101463","75","TABLET (EXTENDED-RELEASE)","ADDED","02525623"
"101482","134","SOLUTION","ADDED","02525828"
"100834","79","SUSPENSION","ADDED","02519062"
"95707","98","SPRAY","ADDED","02468654"
"18742","134","SOLUTION","ADDED","02148382"
"101466","85","TABLET","ADDED","02525666"
"74141","134","SOLUTION","ADDED","02256185"
"5790","134","SOLUTION","ADDED","00593257"
"101524","105","WIPE","ADDED","02526123"
"101509","155","SOLUTION (EXTENDED RELEASE)","ADDED","02525968"
"101481","134","SOLUTION","ADDED","02525836"
"100916","134","SOLUTION","ADDED","02519925"
"101000","134","SOLUTION","ADDED","02520850"
"101004","105","WIPE","ADDED","02520842"
