drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"89045","11854","Changed","inactive","SILDENAFIL (SILDENAFIL CITRATE)","100","MG","02405687"
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"101534","19130","ADDED","approved","DROMETRIZOLE TRISILOXANE","7","%","02526239"
"102063","10258","ADDED","approved","PHENYLEPHRINE HYDROCHLORIDE","10","MG","02531518"
"101986","21078","ADDED","approved","APIXABAN","2.5","MG","02530708"
"101957","10021","ADDED","approved","CITRIC ACID","54.58","%","02530384"
"102052","167","ADDED","approved","TACROLIMUS","0.1","%","02531380"
"102039","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","12.5","MG","02531240"
"102014","470","ADDED","approved","GABAPENTIN","300","MG","02530988"
"101995","5900","ADDED","approved","METHOTREXATE (METHOTREXATE SODIUM)","15","MG","02530791"
"99968","21078","ADDED","active","APIXABAN","2.5","MG","02510464"
"99969","21078","ADDED","active","APIXABAN","5","MG","02510472"
"101534","755","ADDED","approved","AVOBENZONE","3","%","02526239"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"102015","470","ADDED","approved","GABAPENTIN","400","MG","02530996"
"101820","21078","ADDED","active","APIXABAN","2.5","MG","02529009"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"89043","11854","Changed","inactive","SILDENAFIL (SILDENAFIL CITRATE)","25","MG","02405660"
"101534","20447","ADDED","approved","BEMOTRIZINOL","5","%","02526239"
"97930","21078","ADDED","active","APIXABAN","2.5","MG","02489228"
"101992","5900","ADDED","approved","METHOTREXATE (METHOTREXATE SODIUM)","7.5","MG","02530767"
"102044","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.14","%","02531283"
"101952","637","ADDED","approved","FLUTICASONE PROPIONATE","50","MCG","02530341"
"102040","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","12.5","MG","02531259"
"102048","662","ADDED","approved","PYRITHIONE ZINC","0.5","%","02531348"
"102001","5900","ADDED","approved","METHOTREXATE (METHOTREXATE SODIUM)","22.5","MG","02530848"
"89044","11854","Changed","inactive","SILDENAFIL (SILDENAFIL CITRATE)","50","MG","02405679"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"102032","55","ADDED","approved","SODIUM CHLORIDE","6","G","02531178"
"101534","1970","ADDED","approved","HOMOSALATE","2","%","02526239"
"102013","470","ADDED","approved","GABAPENTIN","100","MG","02530961"
"102039","11814","ADDED","approved","CANDESARTAN CILEXETIL","16","MG","02531240"
"102020","12033","ADDED","approved","BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE)","0.3","MG","02531143"
"101970","8450","ADDED","approved","AMPICILLIN (AMPICILLIN SODIUM)","2","G","02530511"
"98536","21078","ADDED","approved","APIXABAN","5","MG","02495449"
"101963","10225","ADDED","approved","LIDOCAINE HYDROCHLORIDE","1","%","02530449"
"102063","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","20","MG","02531518"
"97787","21078","ADDED","active","APIXABAN","5","MG","02487721"
"101949","12032","ADDED","approved","ETANERCEPT","50","MG","02530309"
"101947","12032","ADDED","approved","ETANERCEPT","25","MG","02530287"
"98281","21078","ADDED","active","APIXABAN","2.5","MG","02492814"
"102063","270","ADDED","approved","ACETAMINOPHEN","500","MG","02531518"
"101513","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.16","%","02526042"
"101982","781","ADDED","approved","VITAMIN B12","1000","MCG","02530643"
"101945","10140","ADDED","approved","HYDROXYUREA","500","MG","02530260"
"97698","21078","ADDED","approved","APIXABAN","5","MG","02486814"
"102033","11560","ADDED","approved","OLOPATADINE HYDROCHLORIDE","665","MCG","02531186"
"97768","21078","ADDED","approved","APIXABAN","5","MG","02487527"
"101521","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.184","%","02526093"
"101534","2280","ADDED","approved","OCTOCRYLENE","5","%","02526239"
"102044","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.14","%","02531283"
"102057","8638","ADDED","approved","NEOMYCIN (NEOMYCIN SULFATE)","500","MG","02531437"
"98239","21078","ADDED","active","APIXABAN","2.5","MG","02492369"
"101964","10225","ADDED","approved","LIDOCAINE HYDROCHLORIDE","2","%","02530457"
"97767","21078","ADDED","approved","APIXABAN","2.5","MG","02487519"
"101953","20127","ADDED","approved","POSACONAZOLE","40","MG","02530333"
"101914","21078","ADDED","approved","APIXABAN","2.5","MG","02529912"
"101973","197","ADDED","approved","BENZALKONIUM CHLORIDE","5.3335","%","02530562"
"101962","11320","ADDED","approved","CARBOPROST (CARBOPROST TROMETHAMINE)","250","MCG","02530430"
"102019","5927","ADDED","approved","CYCLOPHOSPHAMIDE","2000","MG","02531046"
"102026","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.99","%","02531100"
"101991","6404","ADDED","approved","BISMUTH SUBSALICYLATE","524","MG","02530759"
"102025","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.99","%","02531097"
"101811","21078","ADDED","active","APIXABAN","5","MG","02528932"
"102018","5927","ADDED","approved","CYCLOPHOSPHAMIDE","1000","MG","02531038"
"101965","8683","ADDED","active","TETRACYCLINE HYDROCHLORIDE","100","G","02530465"
"101969","8450","ADDED","approved","AMPICILLIN (AMPICILLIN SODIUM)","1","G","02530503"
"97524","21078","ADDED","approved","APIXABAN","2.5","MG","02484994"
"101534","12634","ADDED","approved","ENSULIZOLE","0.5","%","02526239"
"102017","5927","ADDED","approved","CYCLOPHOSPHAMIDE","500","MG","02531011"
"102043","20022","ADDED","approved","DEFERASIROX","90","MG","02531291"
"102053","167","ADDED","approved","TACROLIMUS","0.03","%","02531399"
"101961","8926","ADDED","active","EPINEPHRINE (EPINEPHRINE HYDROCHLORIDE)","0.01","%","02530422"
"101952","22525","ADDED","approved","AZELASTINE HYDROCHLORIDE","137","MCG","02530341"
"101943","23778","ADDED","approved","IMELASOMERAN","0.05","MG","02530252"
"101980","13276","ADDED","approved","FULVESTRANT","50","MG","02530635"
"101994","5900","ADDED","approved","METHOTREXATE (METHOTREXATE SODIUM)","12.5","MG","02530783"
"101966","8450","ADDED","approved","AMPICILLIN (AMPICILLIN SODIUM)","250","MG","02530473"
"102033","7504","ADDED","approved","MOMETASONE FUROATE (MOMETASONE FUROATE MONOHYDRATE)","25","MCG","02531186"
"101943","23655","ADDED","approved","ELASOMERAN","0.05","MG","02530252"
"102038","1950","ADDED","approved","ACYCLOVIR (ACYCLOVIR SODIUM)","50","MG","02531224"
"102026","197","ADDED","approved","BENZALKONIUM CHLORIDE","2.2","%","02531100"
"101993","5900","ADDED","approved","METHOTREXATE (METHOTREXATE SODIUM)","10","MG","02530775"
"101534","12048","ADDED","approved","OCTISALATE","5","%","02526239"
"102025","197","ADDED","approved","BENZALKONIUM CHLORIDE","2.2","%","02531097"
"101510","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.3","%","02525976"
"101948","12032","ADDED","approved","ETANERCEPT","50","MG","02530295"
"102061","270","ADDED","approved","ACETAMINOPHEN","650","MG","02531488"
