drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"64822","6","DIALYSIS","REMOVED","02241216"
"52480","6","DIALYSIS","REMOVED","02232991"
"90726","6","HAEMODIALYSIS","ADDED","02422573"
"18428","6","DIALYSIS","REMOVED","00869627"
"34876","6","DIALYSIS","REMOVED","02178109"
"74646","6","DIALYSIS","REMOVED","02261049"
"6570","6","DIALYSIS","REMOVED","00678899"
"65595","6","DIALYSIS","REMOVED","02241925"
"19958","6","DIALYSIS","REMOVED","02216485"
"102044","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02531283"
"6574","6","HAEMODIALYSIS","ADDED","00678848"
"73915","6","DIALYSIS","REMOVED","02254239"
"102020","22","INTRAMUSCULAR","ADDED","02531143"
"7375","6","HAEMODIALYSIS","ADDED","00732656"
"6606","6","DIALYSIS","REMOVED","00665444"
"10144","119","HAEMODIALYSIS (INTRAPERITONEAL)","ADDED","00799815"
"65594","6","DIALYSIS","REMOVED","02241924"
"90727","6","HAEMODIALYSIS","ADDED","02422581"
"6573","6","DIALYSIS","REMOVED","00678856"
"20112","6","HAEMODIALYSIS","ADDED","02219301"
"18153","6","HAEMODIALYSIS","ADDED","00869694"
"73193","6","HAEMODIALYSIS","ADDED","02248823"
"81265","6","DIALYSIS","REMOVED","02327333"
"71817","6","DIALYSIS","REMOVED","02247565"
"17132","6","HAEMODIALYSIS","ADDED","00898406"
"81283","6","DIALYSIS","REMOVED","02327511"
"18944","6","DIALYSIS","REMOVED","02179105"
"36816","6","HAEMODIALYSIS","ADDED","02210533"
"102033","53","NASAL","ADDED","02531186"
"10203","6","HAEMODIALYSIS","ADDED","00868361"
"89860","6","DIALYSIS","REMOVED","02413957"
"102025","2","DISINFECTANT (Barn)","ADDED","02531097"
"18505","6","HAEMODIALYSIS","ADDED","00661244"
"102018","49","INTRAVENOUS","ADDED","02531038"
"76308","6","DIALYSIS","REMOVED","02277441"
"49939","6","DIALYSIS","REMOVED","02230680"
"75812","6","DIALYSIS","REMOVED","02272628"
"49559","6","HAEMODIALYSIS","ADDED","02230505"
"9849","6","HAEMODIALYSIS","ADDED","00860522"
"88356","6","DIALYSIS","REMOVED","02398613"
"81270","6","HAEMODIALYSIS","ADDED","02327384"
"17128","6","DIALYSIS","REMOVED","00898287"
"101952","53","NASAL","ADDED","02530341"
"48614","6","HAEMODIALYSIS","ADDED","02230082"
"34879","6","HAEMODIALYSIS","ADDED","02178133"
"78505","6","HAEMODIALYSIS","ADDED","02299682"
"78506","6","DIALYSIS","REMOVED","02299690"
"97931","56","ORAL","ADDED","02489236"
"96314","6","DIALYSIS","REMOVED","02473747"
"66738","6","DIALYSIS","REMOVED","02242906"
"74649","119","HAEMODIALYSIS (INTRAPERITONEAL)","ADDED","02261073"
"20045","6","DIALYSIS","REMOVED","02217236"
"81237","6","HAEMODIALYSIS","ADDED","02327058"
"50296","6","HAEMODIALYSIS","ADDED","02231014"
"18152","6","DIALYSIS","REMOVED","00897809"
"87362","6","DIALYSIS","REMOVED","02388057"
"18919","6","HAEMODIALYSIS","ADDED","02178265"
"18425","6","DIALYSIS","REMOVED","00869589"
"75809","6","HAEMODIALYSIS","ADDED","02272571"
"6776","6","DIALYSIS","REMOVED","00691631"
"61567","6","DIALYSIS","REMOVED","02238176"
"101957","93","DISINFECTANT (Domestic)","ADDED","02530384"
"93945","119","HAEMODIALYSIS (INTRAPERITONEAL)","ADDED","02453045"
"93944","119","HAEMODIALYSIS (INTRAPERITONEAL)","ADDED","02453037"
"9318","6","HAEMODIALYSIS","ADDED","00798258"
"18198","6","DIALYSIS","REMOVED","02158175"
"19728","6","HAEMODIALYSIS","ADDED","02210037"
"50366","6","DIALYSIS","REMOVED","02231081"
"75478","6","DIALYSIS","REMOVED","02269406"
"61570","6","DIALYSIS","REMOVED","02238179"
"98240","56","ORAL","ADDED","02492377"
"50686","6","DIALYSIS","REMOVED","02231369"
"19736","6","HAEMODIALYSIS","ADDED","02210045"
"62955","6","HAEMODIALYSIS","ADDED","02239481"
"85143","6","DIALYSIS","REMOVED","02366584"
"102066","2","DISINFECTANT (Barn)","ADDED","02531542"
"89948","6","HAEMODIALYSIS","ADDED","02414856"
"101953","56","ORAL","ADDED","02530333"
"15611","6","DIALYSIS","REMOVED","01965034"
"18953","6","DIALYSIS","REMOVED","02178370"
"6853","6","HAEMODIALYSIS","ADDED","00684902"
"64821","6","HAEMODIALYSIS","ADDED","02241215"
"19281","6","HAEMODIALYSIS","ADDED","02178273"
"10855","6","HAEMODIALYSIS","ADDED","00890170"
"71892","6","DIALYSIS","REMOVED","02247631"
"80217","6","DIALYSIS","REMOVED","02316668"
"9133","6","DIALYSIS","REMOVED","00774871"
"86703","6","HAEMODIALYSIS","ADDED","02381257"
"18310","6","HAEMODIALYSIS","ADDED","02161060"
"75477","6","HAEMODIALYSIS","ADDED","02269392"
"61568","6","HAEMODIALYSIS","ADDED","02238177"
"101966","22","INTRAMUSCULAR","ADDED","02530473"
"20122","6","DIALYSIS","REMOVED","02217287"
"81602","6","DIALYSIS","REMOVED","02330261"
"18200","6","DIALYSIS","REMOVED","02158159"
"20040","6","DIALYSIS","REMOVED","02217244"
"64397","6","DIALYSIS","REMOVED","02240806"
"49940","6","HAEMODIALYSIS","ADDED","02230681"
"102026","94","DISINFECTANT (Institutional/Industrial)","ADDED","02531100"
"18952","6","HAEMODIALYSIS","ADDED","02178346"
"74648","119","HAEMODIALYSIS (INTRAPERITONEAL)","ADDED","02261065"
"101513","8","DISINFECTANT (Food Premises)","ADDED","02526042"
"18147","6","HAEMODIALYSIS","ADDED","00896934"
"6852","6","DIALYSIS","REMOVED","00684899"
"18157","6","DIALYSIS","REMOVED","00898422"
"64671","6","DIALYSIS","REMOVED","02241076"
"85139","6","HAEMODIALYSIS","ADDED","02366533"
"73926","6","DIALYSIS","REMOVED","02254360"
"9843","6","DIALYSIS","REMOVED","00850446"
"61572","6","DIALYSIS","REMOVED","02238181"
"6832","6","HAEMODIALYSIS","ADDED","00702064"
"18199","6","HAEMODIALYSIS","ADDED","02158167"
"17131","6","DIALYSIS","REMOVED","00898414"
"18305","6","HAEMODIALYSIS","ADDED","02161028"
"18145","6","DIALYSIS","REMOVED","00897108"
"89853","6","HAEMODIALYSIS","ADDED","02413892"
"61036","6","HAEMODIALYSIS","ADDED","02237690"
"17278","6","DIALYSIS","REMOVED","00896977"
"75807","6","DIALYSIS","REMOVED","02272555"
"18426","6","DIALYSIS","REMOVED","00869570"
"18954","6","HAEMODIALYSIS","ADDED","02179148"
"18942","6","HAEMODIALYSIS","ADDED","02178435"
"10869","6","DIALYSIS","REMOVED","00799831"
"50365","6","DIALYSIS","REMOVED","02231080"
"74641","6","DIALYSIS","REMOVED","02261022"
"90988","6","HAEMODIALYSIS","ADDED","02425246"
"71894","6","HAEMODIALYSIS","ADDED","02247633"
"18321","6","DIALYSIS","REMOVED","02160986"
"10009","119","HAEMODIALYSIS (INTRAPERITONEAL)","ADDED","00799823"
"68968","6","DIALYSIS","REMOVED","02244969"
"88352","6","HAEMODIALYSIS","ADDED","02398575"
"62956","6","DIALYSIS","REMOVED","02239482"
"18963","6","DIALYSIS","REMOVED","02178362"
"11340","6","DIALYSIS","REMOVED","01908758"
"6571","6","DIALYSIS","REMOVED","00678880"
"98239","56","ORAL","ADDED","02492369"
"13018","6","DIALYSIS","REMOVED","00882666"
"84863","6","HAEMODIALYSIS","ADDED","02363666"
"49560","6","HAEMODIALYSIS","ADDED","02230506"
"8583","6","HAEMODIALYSIS","ADDED","00774243"
"73577","6","HAEMODIALYSIS","ADDED","02250829"
"97698","56","ORAL","ADDED","02486814"
"85146","6","DIALYSIS","REMOVED","02366614"
"89945","6","HAEMODIALYSIS","ADDED","02414821"
"18431","6","HAEMODIALYSIS","ADDED","00869619"
"18921","6","HAEMODIALYSIS","ADDED","02178427"
"18961","6","DIALYSIS","REMOVED","02178451"
"6610","6","HAEMODIALYSIS","ADDED","00665673"
"18950","6","DIALYSIS","REMOVED","02178338"
"18424","6","HAEMODIALYSIS","ADDED","00869732"
"6582","6","HAEMODIALYSIS","ADDED","00678805"
"71803","6","DIALYSIS","REMOVED","02247553"
"90709","6","HAEMODIALYSIS","ADDED","02422409"
"18269","6","DIALYSIS","REMOVED","02158302"
"92030","6","HAEMODIALYSIS","ADDED","02435969"
"63034","6","HAEMODIALYSIS","ADDED","02239557"
"60213","6","DIALYSIS","REMOVED","02236921"
"6854","6","DIALYSIS","REMOVED","00684910"
"18266","6","DIALYSIS","REMOVED","02158272"
"9185","6","HAEMODIALYSIS","ADDED","00798711"
"18422","6","HAEMODIALYSIS","ADDED","00869716"
"19735","6","DIALYSIS","REMOVED","02210061"
"20120","6","DIALYSIS","REMOVED","02217627"
"9851","6","DIALYSIS","REMOVED","00860549"
"78010","6","HAEMODIALYSIS","ADDED","02294753"
"36814","6","DIALYSIS","REMOVED","02210134"
"102016","49","INTRAVENOUS","ADDED","02531003"
"76654","6","HAEMODIALYSIS","ADDED","02280884"
"73309","6","HAEMODIALYSIS","ADDED","02248934"
"18956","6","HAEMODIALYSIS","ADDED","02179156"
"89952","6","DIALYSIS","REMOVED","02414899"
"6579","6","HAEMODIALYSIS","ADDED","00678775"
"63867","6","HAEMODIALYSIS","ADDED","02240330"
"18923","6","HAEMODIALYSIS","ADDED","02178176"
"101968","22","INTRAMUSCULAR","ADDED","02530481"
"101513","93","DISINFECTANT (Domestic)","ADDED","02526042"
"97930","56","ORAL","ADDED","02489228"
"8905","6","HAEMODIALYSIS","ADDED","00780006"
"8035","6","DIALYSIS","REMOVED","00742171"
"95266","6","HAEMODIALYSIS","ADDED","02464527"
"92029","6","HAEMODIALYSIS","ADDED","02435950"
"9129","6","DIALYSIS","REMOVED","00770213"
"18270","6","DIALYSIS","REMOVED","02158310"
"97787","56","ORAL","ADDED","02487721"
"89944","6","HAEMODIALYSIS","ADDED","02414813"
"75168","6","HAEMODIALYSIS","ADDED","02266245"
"81281","6","DIALYSIS","REMOVED","02327481"
"19366","6","DIALYSIS","REMOVED","02179008"
"63842","6","DIALYSIS","REMOVED","02240304"
"18203","6","HAEMODIALYSIS","ADDED","02158213"
"9130","6","DIALYSIS","REMOVED","00771244"
"34881","6","HAEMODIALYSIS","ADDED","02178168"
"18946","6","DIALYSIS","REMOVED","02179113"
"9132","6","DIALYSIS","REMOVED","00774979"
"8904","6","HAEMODIALYSIS","ADDED","00770280"
"102009","93","DISINFECTANT (Domestic)","ADDED","02530929"
"101970","49","INTRAVENOUS","ADDED","02530511"
"85374","119","HAEMODIALYSIS (INTRAPERITONEAL)","ADDED","02368757"
"18195","6","DIALYSIS","REMOVED","02158124"
"102044","94","DISINFECTANT (Institutional/Industrial)","ADDED","02531283"
"15612","6","HAEMODIALYSIS","ADDED","01965018"
"80218","6","DIALYSIS","REMOVED","02316676"
"102011","56","ORAL","ADDED","02530945"
"92790","6","DIALYSIS","REMOVED","02443279"
"50533","6","HAEMODIALYSIS","ADDED","02231226"
"6862","6","HAEMODIALYSIS","ADDED","00685003"
"20116","6","DIALYSIS","REMOVED","02217252"
"20113","6","DIALYSIS","REMOVED","02217562"
"102053","70","TOPICAL","ADDED","02531399"
"81579","6","DIALYSIS","REMOVED","02330032"
"85142","6","DIALYSIS","REMOVED","02366576"
"62957","6","HAEMODIALYSIS","ADDED","02239483"
"68148","6","DIALYSIS","REMOVED","02244189"
"101990","56","ORAL","ADDED","02530732"
"71997","6","DIALYSIS","REMOVED","02247722"
"18996","6","DIALYSIS","REMOVED","02178508"
"8586","6","HAEMODIALYSIS","ADDED","00774960"
"20121","6","HAEMODIALYSIS","ADDED","02217279"
"49558","6","HAEMODIALYSIS","ADDED","02230504"
