drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"101999","134","SOLUTION","ADDED","02530813"
"102014","5","CAPSULE","ADDED","02530988"
"10144","34","LIQUID","REMOVED","00799815"
"102041","85","TABLET","ADDED","02531267"
"101967","5","CAPSULE","ADDED","02530538"
"50269","134","SOLUTION","ADDED","02230988"
"101969","56","POWDER FOR SOLUTION","ADDED","02530503"
"102010","5","CAPSULE","ADDED","02530937"
"101810","85","TABLET","ADDED","02528924"
"1937","79","SUSPENSION","ADDED","00301175"
"101811","85","TABLET","ADDED","02528932"
"102009","105","WIPE","ADDED","02530929"
"101724","85","TABLET","ADDED","02527979"
"102015","5","CAPSULE","ADDED","02530996"
"97787","85","TABLET","ADDED","02487721"
"97930","85","TABLET","ADDED","02489228"
"101980","134","SOLUTION","ADDED","02530635"
"101963","134","SOLUTION","ADDED","02530449"
"102043","85","TABLET","ADDED","02531291"
"50269","34","LIQUID","REMOVED","02230988"
"101953","79","SUSPENSION","ADDED","02530333"
"102002","134","SOLUTION","ADDED","02530856"
"10144","134","SOLUTION","ADDED","00799815"
"97698","85","TABLET","ADDED","02486814"
"98239","85","TABLET","ADDED","02492369"
"102044","105","WIPE","ADDED","02531283"
"97767","85","TABLET","ADDED","02487519"
"102025","134","SOLUTION","ADDED","02531097"
"43078","34","LIQUID","REMOVED","02212188"
"101949","134","SOLUTION","ADDED","02530309"
"101998","134","SOLUTION","ADDED","02530821"
"101992","134","SOLUTION","ADDED","02530767"
"101962","134","SOLUTION","ADDED","02530430"
"101965","56","POWDER FOR SOLUTION","ADDED","02530465"
"97768","85","TABLET","ADDED","02487527"
"102063","56","POWDER FOR SOLUTION","ADDED","02531518"
"101957","23","TABLET (EFFERVESCENT)","ADDED","02530384"
"97931","85","TABLET","ADDED","02489236"
"101988","85","TABLET","ADDED","02530724"
"98240","85","TABLET","ADDED","02492377"
"101982","134","SOLUTION","ADDED","02530643"
"101966","56","POWDER FOR SOLUTION","ADDED","02530473"
"102046","85","TABLET","ADDED","02531313"
"101994","134","SOLUTION","ADDED","02530783"
"102030","56","POWDER FOR SOLUTION","ADDED","02531135"
"101947","134","SOLUTION","ADDED","02530287"
"101974","134","SOLUTION","ADDED","02530589"
"97786","85","TABLET","ADDED","02487713"
"101964","134","SOLUTION","ADDED","02530457"
"101948","134","SOLUTION","ADDED","02530295"
"102061","56","POWDER FOR SOLUTION","ADDED","02531488"
"99969","85","TABLET","ADDED","02510472"
"101510","134","SOLUTION","ADDED","02525976"
"97697","85","TABLET","ADDED","02486806"
"102052","43","OINTMENT","ADDED","02531380"
"97527","85","TABLET","ADDED","02485001"
"101521","105","WIPE","ADDED","02526093"
"102057","56","POWDER FOR SOLUTION","ADDED","02531437"
"101820","85","TABLET","ADDED","02529009"
"98281","85","TABLET","ADDED","02492814"
"101914","85","TABLET","ADDED","02529912"
"102020","134","SOLUTION","ADDED","02531143"
"102038","134","SOLUTION","ADDED","02531224"
"101821","85","TABLET","ADDED","02529017"
"102040","85","TABLET","ADDED","02531259"
"101943","184","DISPERSION","ADDED","02530252"
"102001","134","SOLUTION","ADDED","02530848"
"101995","134","SOLUTION","ADDED","02530791"
"101510","98","SPRAY","ADDED","02525976"
"102026","134","SOLUTION","ADDED","02531100"
"101725","85","TABLET","ADDED","02527987"
"63207","34","LIQUID","REMOVED","02239726"
"102018","56","POWDER FOR SOLUTION","ADDED","02531038"
"101986","85","TABLET","ADDED","02530708"
"101915","85","TABLET","ADDED","02529920"
"102045","85","TABLET","ADDED","02531305"
"102048","59","SHAMPOO","ADDED","02531348"
"98535","85","TABLET","ADDED","02495430"
"101945","5","CAPSULE","ADDED","02530260"
"102017","56","POWDER FOR SOLUTION","ADDED","02531011"
"101987","85","TABLET","ADDED","02530716"
"98536","85","TABLET","ADDED","02495449"
"102053","43","OINTMENT","ADDED","02531399"
"97524","85","TABLET","ADDED","02484994"
"101951","79","SUSPENSION","ADDED","02530325"
"102032","134","SOLUTION","ADDED","02531178"
"101993","134","SOLUTION","ADDED","02530775"
"1937","12","DROPS","REMOVED","00301175"
"102066","105","WIPE","ADDED","02531542"
"102029","56","POWDER FOR SOLUTION","ADDED","02531127"
"102012","5","CAPSULE","ADDED","02530953"
"102039","85","TABLET","ADDED","02531240"
"102019","56","POWDER FOR SOLUTION","ADDED","02531046"
"101970","56","POWDER FOR SOLUTION","ADDED","02530511"
"101534","36","LOTION","ADDED","02526239"
"63207","134","SOLUTION","ADDED","02239726"
"101952","158","SPRAY, METERED DOSE","ADDED","02530341"
"102033","158","SPRAY, METERED DOSE","ADDED","02531186"
"99968","85","TABLET","ADDED","02510464"
"101961","98","SPRAY","ADDED","02530422"
"102013","5","CAPSULE","ADDED","02530961"
"101996","134","SOLUTION","ADDED","02530805"
"98282","85","TABLET","ADDED","02492822"
"101968","56","POWDER FOR SOLUTION","ADDED","02530481"
"43078","134","SOLUTION","ADDED","02212188"
"101985","126","POWDER FOR SUSPENSION","ADDED","02530694"
"102011","5","CAPSULE","ADDED","02530945"
"101959","42","MOUTHWASH/GARGLE","ADDED","02530414"
"102016","134","SOLUTION","ADDED","02531003"
"101991","85","TABLET","ADDED","02530759"
"101513","105","WIPE","ADDED","02526042"
"101990","85","TABLET","ADDED","02530732"
"101973","183","POD","ADDED","02530562"
