tm_code,tm_formal_name,changes
"3a0f424639c7eff69acece450c1e60c6","vitamin C (ascorbic acid)","CHANGED"
"9ab2e8f548901356fde8931949a7538e","vortioxetine","CHANGED"
"8001964","tirofiban","CHANGED"
"beab35e2f7c959a7c040040a5428e52b","taliglucerase alfa","CHANGED"
"ffae4a595d7c6b096c8abd52de93dea1","vitamin C","CHANGED"
"21c4d7f2788123ff38b404817e3c9d7d","vasopressin","CHANGED"
"7ab247efe7c74f1f78d01757c8b58323","ivacaftor and tezacaftor","ADDED"
"8001941","sodium polystyrene sulfonate","CHANGED"
"04c8cad61a031f3b4b290f967121e366","clioquinol and flumethasone","CHANGED"
"8001960","thalidomide","CHANGED"
"8000853","acetaminophen and chlorzoxazone","ADDED"
"8001900","codeine and guaifenesin and pheniramine","CHANGED"
"8001934","selexipag","CHANGED"
"a43f6802b7bc837851c3ee6d33acffd1","sorafenib","CHANGED"
"51bc4941a2b36f5c7cb352b8dad5c12d","chromic chloride and copper sulfate and iodine (sodium iodide) and manganese sulfate and selenium and zinc sulfate","CHANGED"
"0bef6da5a59a65cac9d44d46dbf6fb3a","antazoline and naphazoline","CHANGED"
"934842aeccf10acd24a29f20f3e10a67","poractant alfa","ADDED"
"8001975","treprostinil","CHANGED"
"8001908","gonadorelin","CHANGED"
"8001896","chloroxylenol and triclosan","CHANGED"
"1084c921b1c4de8093cc80923f628b9b","phentolamine","ADDED"
"fddd7551748568eee1aa0280f9404c0f","stiripentol","ADDED"
"197c95e5096d8ad0cbf6436796a0d39f","chloroxylenol and triclosan","CHANGED"
"0d1980004fc19c892458c33a82086c39","ocriplasmin","ADDED"
"541909928af29d8249dbd2635afd45d3","neostigmine","ADDED"
"8001918","rasburicase","CHANGED"
"d166cebccdabd0fbcdaaa83a57c8df70","thyrotropin alfa","CHANGED"
"8001909","gramicidin and neomycin and nystatin and triamcinolone acetonide","CHANGED"
"9ff5b27703d0fb3ffd2827e3f5e5ccf4","venetoclax","CHANGED"
"d3f97755c760d9fb9d4e7a8b7dd0fea8","palbociclib","ADDED"
"8744a96bddde1a841b465744f8a3274b","fomepizole","CHANGED"
"8001954","tenecteplase","CHANGED"
"f043afb138e4732e43b495b14069ef9c","thiamine","CHANGED"
"6dc095c807c7553507080a945d6f6272","vitamin D2","CHANGED"
"61d00b2d469e5bc6eff454ae7d691f76","papaverine","ADDED"
"8001928","ruxolitinib","CHANGED"
"0d1ae03d3663836d7c00ce814db9d317","trifluoperazine","CHANGED"
"8001922","riociguat","CHANGED"
"bb702b37ac3b28af13ba2c958c419dfa","procarbazine","ADDED"
"d16a0fd28b7ab0bee192c1570ac70d03","primaquine","ADDED"
"87dbd3350ebee5fca6b3b89b908a6300","sirolimus","CHANGED"
"8001938","sirolimus","CHANGED"
"6152e937c05b5e4afcea06da246f6ce4","triptorelin","CHANGED"
"7757d1a47b6bca9b0f0f79bdba4741e9","iodine (ethiodized oil)","DELETED"
"7d94cc3b982426154e5251cea76765af","dextromethorphan and pheniramine and phenylephrine and vitamin C","CHANGED"
"dba4eccb7388c81bd61306409a8dab52","cidofovir","ADDED"
"5c53b408246965d2f899cf8ebef2bfcc","peginterferon alfa-2a","ADDED"
"ccbb639f4aad1d05beffb2af1546c10d","glycerine and hypromellose","ADDED"
"6f5fa36f1bb43b6c19a7f15cc04ff0c4","ketamine","ADDED"
"8001944","somatropin and water","CHANGED"
"e9240034f1d3a7e4a162d75ea9f25bd3","pentosan polysulfate sodium","ADDED"
"8001982","ulipristal","CHANGED"
"7d38f92aa800cfa8cac7543870374c8c","apalutamide","ADDED"
"25285cd02e5d869d11a1d0c28692a841","benzocaine and tetracaine","CHANGED"
"b51023b7b3618936986daf63f3822056","pheniramine and phenylephrine","CHANGED"
"56cfbff582106b022d1456b7f85b4fba","panitumumab","ADDED"
"4d78921e385303da230574956228bc79","pertuzumab and trastuzumab","ADDED"
"70aac888e4aa09d069983ad161e9066b","brodalumab","ADDED"
"8001258","delavirdine","tm_status: ""INACTIVE"" -> ""ACTIVE""
tm_status_effective_time: ""20180924"" -> ""19980724"""
"68233cef8a2150549da332e078e2cbf5","sunitinib","CHANGED"
"d6d9d78f32eee89523905819303a289e","lanadelumab","ADDED"
"8000948","acetaminophen and pamabrom","ADDED"
"02db894069e2e44299f41faac90aa6f4","romiplostim","CHANGED"
"8001983","ustekinumab","CHANGED"
"fa19b07e438fdcb97c7b15c1397b4c03","tocilizumab","CHANGED"
"8001993","vismodegib","CHANGED"
"74546d3df6899b5767cca8679c21e1e1","paclitaxel","ADDED"
"8001952","tazarotene","CHANGED"
"c05ae78ca13b7b685848c7803ae5ccfd","pazopanib","ADDED"
"608b115daad490308cf8aac9d90faaab","vinorelbine","CHANGED"
"f89b61c951d67c3afe097ad356765fa7","glycerine and naphazoline","ADDED"
"8001953","temozolomide","CHANGED"
"dd2fdc5e04492cac3d3ee9d1199b5439","rasburicase","CHANGED"
"8001886","antazoline and naphazoline","CHANGED"
"dc3c4af78dc369b8de3b8861b4b61313","articaine and epinephrine","CHANGED"
"e02347aed6bb5d329de77d968e89d1c8","sincalide","CHANGED"
"441268056c76a8a4d6a274f00b5411ec","somatropin","CHANGED"
"5834afa77c3a63bbd97a934e3639b061","rifaximin","CHANGED"
"6b75326ae56903080e4d47091a341adc","acetaminophen and pamabrom and pyrilamine","ADDED"
"8e00596ad8de2213ff8f8d8478d5362c","selenium","CHANGED"
"c881e213b3140b518fda846611f93c01","vemurafenib","CHANGED"
"8001985","vedolizumab","CHANGED"
"33e14945ea360b0c79ae7b1eb6fcf630","tenecteplase","CHANGED"
"c1ab8c0395ea4cbad272c07883b9d249","gramicidin and neomycin and nystatin and triamcinolone acetonide","CHANGED"
"656e42af5ef5cd41b8ae797ec20a8452","tizanidine","CHANGED"
"8001923","rituximab","CHANGED"
"8aa7bff91f182a73a7a708756494737e","betamethasone valerate and fusidic acid","CHANGED"
"7d4c68b99a3ae97ddf976bc9f4db309c","obinutuzumab","ADDED"
"8001926","romiplostim","CHANGED"
"42d410411cce634f1419b60ef9a7aee7","sodium fluoride and triclosan","CHANGED"
"c70ed67a09aa265af7097cf9d40826b8","chromic chloride and copper sulfate and manganese sulfate and selenium and zinc sulfate","CHANGED"
"02478194f28565a5c682d38ea70c1d5a","regorafenib","CHANGED"
"8001894","capsaicin and menthol and trolamine salicylate","CHANGED"
"352ebf6da698802dda3500e235bf933d","dimethyl fumarate","CHANGED"
"313fdcf5815faafd0b5eac58d0ed4e7f","tesamorelin","CHANGED"
"39b0ed86b0ecfc07038b54de2acd5336","tetrahydrozoline and zinc sulfate","CHANGED"
"df490ae0d6ec5a289bf84e98cbff3a74","selexipag","CHANGED"
"05896037816c1593984c83307d1cc812","glycerine and naphazoline and zinc sulfate","ADDED"
"8001911","lidocaine and tetracaine","CHANGED"
"8001945","sorafenib","CHANGED"
"4f11a8d7772f6c89beb47714e872b9aa","gonadorelin","CHANGED"
"8001998","vitamin C (sodium ascorbate)","CHANGED"
"3fabb7fb2e838dcce5d00545b8c11a8c","somatropin and water","CHANGED"
"8001884","acetaminophen and pheniramine and phenylephrine and vitamin C","CHANGED"
"8001969","topotecan","CHANGED"
"8001906","eltrombopag","CHANGED"
"393be17e4d74db691dfe47f9c17cc8d0","protamine","ADDED"
"8001980","trolamine salicylate","CHANGED"
"ece3fb77698bc6b26b60c0f981a3400b","oxcarbazepine","ADDED"
"44fff3e5d38f2571072f94af3c299a3b","eltrombopag","CHANGED"
"3e26c73a8f943af54ed6f48e80ffd9e7","codeine and guaifenesin and pheniramine","CHANGED"
"cdc5e42376f4422ea1ab3c15ffe859e1","yohimbine","CHANGED"
"077e8cfc54dd380f8e9308d0a93a2b19","bazedoxifene and conjugated estrogens","CHANGED"
"bf2d17ca04896d0c91bb030b8a70b0fd","sodium tetradecyl sulfate","CHANGED"
"8bd9df06646b5a4369a25cdf69e50a3d","cabozantinib","ADDED"
"8001965","tizanidine","CHANGED"
"8001498","methoxyflurane","DELETED"
"197c1ad5a3b9aee90e54ec94baed77fa","octreotide","ADDED"
"8001714","cannabidiol (cannabis sativa extract) and delta-9-tetrahydrocannabinol (cannabis sativa extract)","DELETED"
"f345212191876393f988c89f314b2c09","vincristine","CHANGED"
"a6f4f3d0c1e5be02769b218ba2247f95","adenosine","CHANGED"
"78965647f786f34357058f635b659ac4","peginterferon beta-1a","ADDED"
"8001939","sodium fluoride and triclosan","CHANGED"
"8001987","vemurafenib","CHANGED"
"93fbadb4202ab8964bd7bc1fdae6e24c","tolnaftate","CHANGED"
"b768ea135da1f16c28fdc34ea1f5e0ae","norepinephrine","ADDED"
"8001891","benzocaine and tetracaine","CHANGED"
"8001936","sincalide","CHANGED"
"8001947","sufentanil","CHANGED"
"8001935","siltuximab","CHANGED"
"8000854","acetaminophen and chlorzoxazone and codeine","ADDED"
"8001916","pyridoxine","CHANGED"
"984ab9ada2b161e669daca3bff8ce513","pimecrolimus","ADDED"
"d9cc52908bcf2a6e77b0f024b8a926e9","vitamin C (sodium ascorbate)","CHANGED"
"6a7d99745e4ff84386e9909fedb3ae16","ropivacaine","CHANGED"
"8001972","tranexamic acid","CHANGED"
"8002000","vitamin K1","CHANGED"
"17aba281541d2d7af06072d688a3005a","pembrolizumab","ADDED"
"8001943","somatropin","CHANGED"
"647dcc565c500520bdb4688b72edeb64","pyrithione zinc","ADDED"
"00611fe52fe1ca41a6d0fe8661bd2798","vinblastine","CHANGED"
"f3134a6a3536425b09efb5105d5b78b8","pertuzumab","ADDED"
"63fd4653d3b9fc6e9daebb2467972e9e","palivizumab","ADDED"
"251e12eaeec77c4c6d03dce521f3a5db","acetaminophen and pheniramine and phenylephrine","CHANGED"
"8001973","trastuzumab","CHANGED"
"8001967","tofacitinib","CHANGED"
"627b9a94cd9f4b3d5987eb9bc2d16c78","triclosan","CHANGED"
"6bc4b381be739d0acb264da2c8fa4330","capsaicin and menthol and trolamine salicylate","CHANGED"
"3b3c8aa26a6da1d2b823e715d34f84f2","rituximab","CHANGED"
"8001907","fomepizole","CHANGED"
"bcd242220f1b6f1211de29417e9fc512","siltuximab","CHANGED"
"8001899","clioquinol and flumethasone","CHANGED"
"8001904","dimethyl fumarate","CHANGED"
"8001970","trabectedin","CHANGED"
"4b5e599cd4b3d33ed5a3818467555746","sebelipase alfa","CHANGED"
"a170adf9726f4d3c42997e5fb725cb61","sapropterin","CHANGED"
"88a036cbfe16e36fa662ed3478e32f6f","trastuzumab emtansine","CHANGED"
"8001903","diluent and somatropin","CHANGED"
"5396e82765dc414159069eb470032d75","riociguat","CHANGED"
"8001887","arsenic trioxide","CHANGED"
"ddc73971a734efab8dce0a7d0b24f2b2","pamabrom","ADDED"
"8001963","thyrotropin alfa","CHANGED"
"f00be86b74abd4607e16f76a020eb56d","oxaliplatin","ADDED"
"8002001","vorinostat","CHANGED"
"2d67bcc978b0b046ad28cdb1267c8bc8","sufentanil","CHANGED"
"a08f46e87ac2c316de383d6f55e3b473","naphazoline and pheniramine","CHANGED"
"8001992","vinorelbine","CHANGED"
"8001924","rocuronium","CHANGED"
"39a9a2033d3d12d37a0f1cd3c6c7d306","bictegravir and emtricitabine and tenofovir alafenamide","ADDED"
