drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"96104","10225","REMOVED","active",NA,NA,NA,"02471833"
"86703","49","Changed","dormant","MAGNESIUM CHLORIDE","4.57","G","02381257"
"73923","49","Changed","active","MAGNESIUM CHLORIDE","6.86","G","02254336"
"75810","42","Changed","active","DEXTROSE","99","G","02272598"
"75813","55","Changed","approved","SODIUM CHLORIDE","263","G","02272636"
"73922","49","Changed","active","MAGNESIUM CHLORIDE","3.48","G","02254328"
"75809","55","Changed","approved","SODIUM CHLORIDE","263","G","02272571"
"75806","55","Changed","approved","SODIUM CHLORIDE","263","G","02272547"
"75810","53","Changed","active","POTASSIUM CHLORIDE","6.7","G","02272598"
"12492","309","Changed","inactive","IRON (IRON MALATE)","7.5","MG","00879851"
"75809","53","Changed","approved","POTASSIUM CHLORIDE","6.7","G","02272571"
"73924","49","Changed","active","MAGNESIUM CHLORIDE","3.48","G","02254344"
"75805","49","Changed","dormant","MAGNESIUM CHLORIDE","3.48","G","02272539"
"75810","55","Changed","active","SODIUM CHLORIDE","263","G","02272598"
"74787","55","Changed","active","SODIUM CHLORIDE","263","G","02262487"
"75803","49","Changed","approved","MAGNESIUM CHLORIDE","4.57","G","02272512"
"73193","51","Changed","active","CALCIUM CHLORIDE","8.27","G","02248823"
"74786","51","Changed","active","CALCIUM CHLORIDE","8.27","G","02262479"
"75811","51","Changed","dormant","CALCIUM CHLORIDE","8.27","G","02272601"
"75812","49","Changed","active","MAGNESIUM CHLORIDE","4.57","G","02272628"
"75411","49","Changed","active","MAGNESIUM CHLORIDE","3.48","G","02268728"
"92022","49","Changed","approved","MAGNESIUM CHLORIDE","4.57","G","02435888"
"102354","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.045","%","02534630"
"102871","763","ADDED","approved","ENOXAPARIN SODIUM","40","MG","02539985"
"102821","20565","ADDED","approved","DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE)","200","MCG","02539462"
"102828","20659","ADDED","approved","SILODOSIN","8","MG","02539527"
"102848","12110","ADDED","approved","LINEZOLID","2","MG","02539748"
"96104","9471","ADDED","active","LIDOCAINE (LIDOCAINE HYDROCHLORIDE)","0.8","%","02471833"
"102834","12030","ADDED","approved","DEXAMETHASONE PHOSPHATE (DEXAMETHASONE SODIUM PHOSPHATE)","10","MG","02539594"
"102884","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02540134"
