drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"87402","active","active","02388499","HIKMA CANADA LIMITED","STERIMAX INC"
"87731","active","active","02392011","METHOD PRODUCTS PBC","METHOD PRODUCTS INC"
"87732","active","active","02392038","METHOD PRODUCTS PBC","METHOD PRODUCTS INC"
"95640","active","active","02468042","AMICUS THERAPEUTICS CANADA INC.","AMICUS THERAPEUTICS UK LTD"
"80856","active","active","02323060","BGP PHARMA ULC","UPJOHN CANADA ULC"
"80855","active","active","02323052","BGP PHARMA ULC","UPJOHN CANADA ULC"
"50823","active","active","02231493","BGP PHARMA ULC","UPJOHN CANADA ULC"
"89119","active","active","02406497","PHARMASCIENCE INC","STRIDES PHARMA CANADA INC"
"89120","active","active","02406500","PHARMASCIENCE INC","STRIDES PHARMA CANADA INC"
"63248","active","active","02239766","BGP PHARMA ULC","UPJOHN CANADA ULC"
"63250","active","active","02239768","BGP PHARMA ULC","UPJOHN CANADA ULC"
"63249","active","active","02239767","BGP PHARMA ULC","UPJOHN CANADA ULC"
"70807","active","active","02246619","BGP PHARMA ULC","UPJOHN CANADA ULC"
"10602","dormant","dormant","00792594","STERI-MED PHARMA INC.","LABORATOIRES STERIGEN INC"
"87730","approved","approved","02392003","METHOD PRODUCTS PBC","METHOD PRODUCTS INC"
