drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"102870","65","SUBCUTANEOUS","ADDED","02539977"
"102836","65","SUBCUTANEOUS","ADDED","02539616"
"102346","2","DISINFECTANT (Barn)","ADDED","02534541"
"102873","65","SUBCUTANEOUS","ADDED","02540002"
"102860","49","INTRAVENOUS","ADDED","02539861"
"102846","93","DISINFECTANT (Domestic)","ADDED","02539713"
"102872","56","ORAL","ADDED","02539993"
"102834","49","INTRAVENOUS","ADDED","02539594"
"102857","56","ORAL","ADDED","02539837"
"102838","65","SUBCUTANEOUS","ADDED","02539632"
"102861","56","ORAL","ADDED","02539888"
"102879","56","ORAL","ADDED","02540061"
"102795","56","ORAL","ADDED","02539314"
"102835","65","SUBCUTANEOUS","ADDED","02539608"
"102853","49","INTRAVENOUS","ADDED","02539799"
"102846","94","DISINFECTANT (Institutional/Industrial)","ADDED","02539713"
"102884","56","ORAL","ADDED","02540134"
"102830","49","INTRAVENOUS","ADDED","02539543"
"102859","65","SUBCUTANEOUS","ADDED","02539853"
"102354","8","DISINFECTANT (Food Premises)","ADDED","02534630"
"102812","22","INTRAMUSCULAR","ADDED","02539357"
"102827","56","ORAL","ADDED","02539519"
"102354","94","DISINFECTANT (Institutional/Industrial)","ADDED","02534630"
"102873","49","INTRAVENOUS","ADDED","02540002"
"102841","65","SUBCUTANEOUS","ADDED","02539667"
"102846","8","DISINFECTANT (Food Premises)","ADDED","02539713"
"102845","2","DISINFECTANT (Barn)","ADDED","02539691"
"102823","49","INTRAVENOUS","ADDED","02539489"
"102870","49","INTRAVENOUS","ADDED","02539977"
"102837","65","SUBCUTANEOUS","ADDED","02539624"
"102829","49","INTRAVENOUS","ADDED","02539535"
"102851","1","BLOCK/INFILTRATION","ADDED","02539772"
"102818","56","ORAL","ADDED","02539438"
"102871","49","INTRAVENOUS","ADDED","02539985"
"102346","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02534541"
"102848","49","INTRAVENOUS","ADDED","02539748"
"102829","22","INTRAMUSCULAR","ADDED","02539535"
"102842","93","DISINFECTANT (Domestic)","ADDED","02539675"
"102853","22","INTRAMUSCULAR","ADDED","02539799"
"102875","49","INTRAVENOUS","ADDED","02540029"
"102878","56","ORAL","ADDED","02540053"
"102817","56","ORAL","ADDED","02539411"
"102876","49","INTRAVENOUS","ADDED","02540037"
"102845","94","DISINFECTANT (Institutional/Industrial)","ADDED","02539691"
"102877","65","SUBCUTANEOUS","ADDED","02540045"
"102346","93","DISINFECTANT (Domestic)","ADDED","02534541"
"102874","49","INTRAVENOUS","ADDED","02540010"
"102354","2","DISINFECTANT (Barn)","ADDED","02534630"
"102851","7","EPIDURAL","ADDED","02539772"
"102510","22","INTRAMUSCULAR","ADDED","02536315"
"102825","49","INTRAVENOUS","ADDED","02539500"
"102846","2","DISINFECTANT (Barn)","ADDED","02539713"
"102845","8","DISINFECTANT (Food Premises)","ADDED","02539691"
"102842","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02539675"
"102840","65","SUBCUTANEOUS","ADDED","02539659"
"102820","65","SUBCUTANEOUS","ADDED","02539454"
"102781","22","INTRAMUSCULAR","ADDED","02539160"
"102822","49","INTRAVENOUS","ADDED","02539470"
"102855","56","ORAL","ADDED","02539810"
"102346","8","DISINFECTANT (Food Premises)","ADDED","02534541"
"102834","42","INTRASYNOVIAL","ADDED","02539594"
"102844","93","DISINFECTANT (Domestic)","ADDED","02539705"
"102819","56","ORAL","ADDED","02539446"
"102814","8","DISINFECTANT (Food Premises)","ADDED","02539373"
"102874","65","SUBCUTANEOUS","ADDED","02540010"
"102814","94","DISINFECTANT (Institutional/Industrial)","ADDED","02539373"
"102869","56","ORAL","ADDED","02539969"
"102852","1","BLOCK/INFILTRATION","ADDED","02539780"
"102877","49","INTRAVENOUS","ADDED","02540045"
"102856","56","ORAL","ADDED","02539829"
"102845","93","DISINFECTANT (Domestic)","ADDED","02539691"
"102791","22","INTRAMUSCULAR","ADDED","02539276"
"102796","56","ORAL","ADDED","02539322"
"102346","94","DISINFECTANT (Institutional/Industrial)","ADDED","02534541"
"102882","56","ORAL","ADDED","02540118"
"102828","56","ORAL","ADDED","02539527"
"102883","56","ORAL","ADDED","02540126"
"102833","49","INTRAVENOUS","ADDED","02539586"
"102875","65","SUBCUTANEOUS","ADDED","02540029"
"102842","94","DISINFECTANT (Institutional/Industrial)","ADDED","02539675"
"102852","7","EPIDURAL","ADDED","02539780"
"102876","65","SUBCUTANEOUS","ADDED","02540037"
"102858","65","SUBCUTANEOUS","ADDED","02539845"
"102834","22","INTRAMUSCULAR","ADDED","02539594"
"102821","49","INTRAVENOUS","ADDED","02539462"
"102824","49","INTRAVENOUS","ADDED","02539497"
"102871","65","SUBCUTANEOUS","ADDED","02539985"
"102854","56","ORAL","ADDED","02539802"
"102845","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02539691"
"102839","65","SUBCUTANEOUS","ADDED","02539640"
"102354","93","DISINFECTANT (Domestic)","ADDED","02534630"
"102843","70","TOPICAL","ADDED","02539683"
"102814","2","DISINFECTANT (Barn)","ADDED","02539373"
"91147","56","ORAL","ADDED","02426927"
"102791","49","INTRAVENOUS","ADDED","02539276"
"102781","49","INTRAVENOUS","ADDED","02539160"
"102825","22","INTRAMUSCULAR","ADDED","02539500"
"102847","56","ORAL","ADDED","02539721"
