drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"78127","197","Changed","active","BENZALKONIUM CHLORIDE","8.68","%","02295911"
"103037","197","Changed","approved","BENZALKONIUM CHLORIDE","0.264","%","02541750"
"90010","47","Changed","approved","ACETIC ACID","36","G","02415518"
"89952","47","Changed","dormant","ACETIC ACID","36","G","02414899"
"89953","47","Changed","active","ACETIC ACID","36","G","02414902"
"96540","20435","ADDED","approved","ARIPIPRAZOLE","2","MG","02475073"
"96541","20435","ADDED","approved","ARIPIPRAZOLE","5","MG","02475081"
"96545","20435","ADDED","approved","ARIPIPRAZOLE","30","MG","02475146"
"103722","20521","ADDED","approved","DEXTROSE ANHYDROUS","149.04","G","02548348"
"103654","20387","ADDED","approved","RIVAROXABAN","15","MG","02547600"
"103690","9471","ADDED","approved","LIDOCAINE","4","%","02547996"
"103675","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02547821"
"103645","12048","ADDED","approved","OCTISALATE","5","%","02547503"
"103716","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02548275"
"103602","23929","ADDED","approved","TALQUETAMAB","40","MG","02547406"
"103706","11384","ADDED","approved","TOPIRAMATE","50","MG","02548178"
"103160","12048","ADDED","approved","OCTISALATE","4.7","%","02543109"
"96543","20435","ADDED","approved","ARIPIPRAZOLE","15","MG","02475111"
"103665","22582","ADDED","approved","SECUKINUMAB","150","MG","02547724"
"103696","19249","ADDED","approved","SUNITINIB (SUNITINIB MALATE)","50","MG","02548062"
"103692","719","ADDED","approved","SIMETHICONE","180","MG","02548011"
"103704","15568","ADDED","approved","PREGABALIN","225","MG","02548143"
"103703","15568","ADDED","approved","PREGABALIN","150","MG","02548135"
"103560","10021","ADDED","approved","CITRIC ACID","2.5","%","02546930"
"103695","19249","ADDED","approved","SUNITINIB (SUNITINIB MALATE)","37.5","MG","02548054"
"103656","10258","ADDED","approved","PHENYLEPHRINE HYDROCHLORIDE","10","MG","02547627"
"103200","20447","ADDED","approved","BEMOTRIZINOL","0.9","%","02543540"
"103717","10225","ADDED","approved","LIDOCAINE HYDROCHLORIDE","1.5","%","02548283"
"103591","13053","ADDED","approved","BORTEZOMIB (BORTEZOMIB MANNITOL BORONIC ESTER)","3.5","MG","02547287"
"89953","42","Changed","active","DEXTROSE","220","G","02414902"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"90010","42","Changed","approved","DEXTROSE","220","G","02415518"
"89952","42","Changed","dormant","DEXTROSE","220","G","02414899"
"103592","20387","ADDED","approved","RIVAROXABAN","2.5","MG","02547295"
"103178","12048","ADDED","approved","OCTISALATE","4.7","%","02543303"
"103722","20587","ADDED","approved","SODIUM ACETATE ANHYDROUS","13.127","G","02548348"
"103722","53","ADDED","approved","POTASSIUM CHLORIDE","1.94","G","02548348"
"103722","4999","ADDED","approved","CALCIUM D-PANTOTHENATE","0.012","G","02548348"
"103722","8865","ADDED","approved","GLYCINE","6.756","G","02548348"
"103669","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02547767"
"96542","20435","ADDED","approved","ARIPIPRAZOLE","10","MG","02475103"
"103722","55","ADDED","approved","SODIUM CHLORIDE","3.507","G","02548348"
"103601","23929","ADDED","approved","TALQUETAMAB","2","MG","02547392"
"103684","20387","ADDED","approved","RIVAROXABAN","20","MG","02547929"
"96544","20435","ADDED","approved","ARIPIPRAZOLE","20","MG","02475138"
"103671","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.264","%","02547783"
"103456","12049","ADDED","active","OCTINOXATE","7.4","%","02545829"
"103722","4753","ADDED","approved","SODIUM PHOSPHATE MONOBASIC","0.6","G","02548348"
"103674","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02547813"
"103699","11086","ADDED","approved","PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)","20","MG","02548097"
"103639","11161","ADDED","approved","QUINAPRIL (QUINAPRIL HYDROCHLORIDE)","10","MG","02547430"
"103639","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","12.5","MG","02547430"
"103640","11161","ADDED","approved","QUINAPRIL (QUINAPRIL HYDROCHLORIDE)","20","MG","02547449"
"103700","15568","ADDED","approved","PREGABALIN","25","MG","02548100"
"103693","19249","ADDED","approved","SUNITINIB (SUNITINIB MALATE)","12.5","MG","02548038"
"103164","20447","ADDED","approved","BEMOTRIZINOL","0.9","%","02543141"
"103673","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE)","50","MG","02547805"
"103710","11776","ADDED","approved","IRBESARTAN","75","MG","02548216"
"103642","23435","ADDED","approved","CABOTEGRAVIR (CABOTEGRAVIR SODIUM)","30","MG","02547465"
"103640","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","25","MG","02547449"
"103172","7289","ADDED","approved","ZINC OXIDE","15","%","02543230"
"78127","2218","Changed","active","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","6.51","%","02295911"
"103721","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","10","MG","02548321"
"103721","270","ADDED","approved","ACETAMINOPHEN","325","MG","02548321"
"103456","7289","ADDED","active","ZINC OXIDE","7","%","02545829"
"103707","1","ADDED","approved","OLANZAPINE","20","MG","02548186"
"103643","23435","ADDED","approved","CABOTEGRAVIR","200","MG","02547473"
"103645","1970","ADDED","approved","HOMOSALATE","7","%","02547503"
"103668","10021","ADDED","approved","CITRIC ACID","1","%","02547759"
"103178","7289","ADDED","approved","ZINC OXIDE","15","%","02543303"
"103675","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE)","50","MG","02547821"
"103702","15568","ADDED","approved","PREGABALIN","75","MG","02548127"
"103723","270","ADDED","approved","ACETAMINOPHEN","500","MG","02548356"
"103721","10258","ADDED","approved","PHENYLEPHRINE HYDROCHLORIDE","5","MG","02548321"
"103689","10021","ADDED","approved","CITRIC ACID","2.5","%","02547953"
"9852","42","Changed","active","DEXTROSE","45","G","00860565"
"89948","47","Changed","active","ACETIC ACID","36","G","02414856"
"89945","47","Changed","active","ACETIC ACID","36","G","02414821"
"90007","42","Changed","active","DEXTROSE","220","G","02415461"
"90011","42","Changed","active","DEXTROSE","220","G","02415526"
"89944","42","Changed","active","DEXTROSE","220","G","02414813"
"90009","47","Changed","active","ACETIC ACID","36","G","02415496"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"103200","755","ADDED","approved","AVOBENZONE","2.4","%","02543540"
"103164","12634","ADDED","approved","ENSULIZOLE","1","%","02543141"
"103653","20387","ADDED","approved","RIVAROXABAN","10","MG","02547597"
"103172","12048","ADDED","approved","OCTISALATE","4.7","%","02543230"
"103164","12048","ADDED","approved","OCTISALATE","4.5","%","02543141"
"103663","11899","ADDED","approved","RIZATRIPTAN (RIZATRIPTAN BENZOATE)","5","MG","02547708"
"103644","20591","ADDED","approved","SAPROPTERIN DIHYDROCHLORIDE","100","MG","02547481"
