drug_code,mp_code,mp_formal_name,changes
5197,00587702,APO-HALOPERIDOL LIQ 2MG/ML (haloperidol 2 mg per mL oral solution) APOTEX INC,"Health_Canada_product_name: ""APO HALOPERIDOL LIQ 2MG/ML"" -> ""APO-HALOPERIDOL LIQ 2MG/ML""
mp_formal_name: ""APO ̲HALOPERIDOL LIQ 2MG/ML (haloperidol 2 mg per mL oral solution) APOTEX INC"" -> ""APO-̲HALOPERIDOL LIQ 2MG/ML (haloperidol 2 mg per mL oral solution) APOTEX INC""
mp_status_effective_time: ""20170804"" -> ""20190504"""
6757,00675962,STATEX TABLETS 50MG (morphine sulfate 50 mg oral tablet) PALADIN LABS INC.,DELETED
9908,00828866,CEPHALEXIN-500 (cephalexin (cephalexin monohydrate) 500 mg oral tablet) PRO DOC LIMITEE,DELETED
9919,00789720,ODAN-PROCHLORPERAZINE (prochlorperazine 10 mg suppository) ODAN LABORATORIES LTD,"Health_Canada_product_name: ""SANDOZ PROCHLORPERAZINE"" -> ""ODAN-PROCHLORPERAZINE""
mp_formal_name: ""S̲A̲N̲D̲O̲Z̲ ̲PROCHLORPERAZINE (prochlorperazine 10 mg suppository) S̲A̲N̲D̲O̲Z̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲O̲R̲P̲O̲R̲A̲T̲E̲D"" -> ""O̲D̲A̲N̲-̲PROCHLORPERAZINE (prochlorperazine 10 mg suppository) O̲D̲A̲N̲ ̲L̲A̲B̲O̲R̲A̲T̲O̲R̲I̲E̲S̲ ̲L̲T̲D"""
11011,00783900,PMS-DEXAMETHASONE SOD PHOSPHATE INJ 10MG/ML (dexamethasone phosphate (dexamethasone sodium phosphate) 100 mg per 10 mL solution for injection vial) PHARMASCIENCE INC,DELETED
13494,01934740,ROBITUSSIN AC (codeine phosphate 10 mg per 5 mL and guaifenesin 100 mg per 5 mL and pheniramine maleate 7.5 mg per 5 mL syrup) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC,DELETED
14262,02024314,NOVOLIN GE 40/60 PENFILL (insulin human 40 unit per mL and insulin isophane human 60 unit per mL suspension for injection 3 mL cartridge) NOVO NORDISK CANADA INC,DELETED
16947,02126222,AA-IPRAVENT (ipratropium bromide 250 mcg per mL nebulizer solution 20 mL bottle) AA PHARMA INC,"Health_Canada_product_name: ""APO-IPRAVENT SOLUTION - INH 250MCG/ML"" -> ""AA-IPRAVENT""
mp_formal_name: ""AP̲O̲-̲I̲P̲R̲A̲V̲E̲N̲T̲ ̲S̲O̲L̲U̲T̲I̲O̲N̲ ̲-̲ ̲I̲N̲H̲ ̲2̲5̲0̲M̲C̲G̲/̲M̲L̲ (ipratropium bromide 250 mcg per mL nebulizer solution 20 mL bottle) AP̲O̲T̲E̲X̲ INC"" -> ""AA̲-̲I̲P̲R̲A̲V̲E̲N̲T̲ (ipratropium bromide 250 mcg per mL nebulizer solution 20 mL bottle) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
31467,02141574,ERYTHROMYCIN (erythromycin 5 mg per g ophthalmic ointment) PHARMA STULLN INC.,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20181126"" -> ""19970911"""
63374,02239886,SUSTIVA 50MG (efavirenz 50 mg oral capsule) BRISTOL-MYERS SQUIBB CANADA,DELETED
63376,02239888,SUSTIVA 200MG (efavirenz 200 mg oral capsule) BRISTOL-MYERS SQUIBB CANADA,DELETED
63442,02239941,CELEBREX (celecoxib 100 mg oral capsule) BGP PHARMA ULC,"mp_formal_name: ""CELEBREX (celecoxib 100 mg oral capsule) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""CELEBREX (celecoxib 100 mg oral capsule) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
63443,02239942,CELEBREX (celecoxib 200 mg oral capsule) BGP PHARMA ULC,"mp_formal_name: ""CELEBREX (celecoxib 200 mg oral capsule) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""CELEBREX (celecoxib 200 mg oral capsule) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
63981,02240432,TEVETEN (eprosartan (eprosartan mesylate) 400 mg oral tablet) BGP PHARMA ULC,DELETED
67698,02243763,COMTAN (entacapone 200 mg oral tablet) SANDOZ CANADA INCORPORATED,DELETED
67885,02243942,TEVETEN (eprosartan (eprosartan mesylate) 600 mg oral tablet) BGP PHARMA ULC,DELETED
67903,02243960,DITROPAN XL (oxybutynin chloride 5 mg prolonged-release oral tablet) JANSSEN INC,DELETED
73859,02253631,TEVETEN PLUS (eprosartan (eprosartan mesylate) 600 mg and hydrochlorothiazide 12.5 mg oral tablet) BGP PHARMA ULC,DELETED
