drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"103464","56","ORAL","ADDED","02545926"
"103793","56","ORAL","ADDED","02549050"
"103799","56","ORAL","ADDED","02549115"
"103749","2","DISINFECTANT (Barn)","ADDED","02548631"
"103808","56","ORAL","ADDED","02549212"
"102402","56","ORAL","ADDED","02535149"
"103744","56","ORAL","ADDED","02548585"
"102338","56","ORAL","ADDED","02534460"
"103772","56","ORAL","ADDED","02548895"
"103463","56","ORAL","ADDED","02545918"
"103742","56","ORAL","ADDED","02548569"
"103773","56","ORAL","ADDED","02548917"
"103534","56","ORAL","ADDED","02546663"
"103792","56","ORAL","ADDED","02549042"
"102633","56","ORAL","ADDED","02537621"
"102630","56","ORAL","ADDED","02537591"
"103574","56","ORAL","ADDED","02547090"
"103768","2","DISINFECTANT (Barn)","ADDED","02548844"
"102236","56","ORAL","ADDED","02533367"
"103794","56","ORAL","ADDED","02549069"
"92932","9","DISINFECTANT (Hospital/HC Facilities)","REMOVED","02444356"
"103737","56","ORAL","ADDED","02548518"
"103802","56","ORAL","ADDED","02549158"
"103741","56","ORAL","ADDED","02548550"
"103497","56","ORAL","ADDED","02546264"
"103537","56","ORAL","ADDED","02546701"
"102239","56","ORAL","ADDED","02533391"
"95764","56","ORAL","ADDED","02468999"
"103740","93","DISINFECTANT (Domestic)","ADDED","02548542"
"102632","56","ORAL","ADDED","02537613"
"103771","56","ORAL","ADDED","02548887"
"102444","56","ORAL","ADDED","02535602"
"103758","56","ORAL","ADDED","02548739"
"103749","8","DISINFECTANT (Food Premises)","ADDED","02548631"
"103750","93","DISINFECTANT (Domestic)","ADDED","02548658"
"103731","94","DISINFECTANT (Institutional/Industrial)","ADDED","02548429"
"102628","56","ORAL","ADDED","02537575"
"103746","56","ORAL","ADDED","02548607"
"103795","56","ORAL","ADDED","02549077"
"103756","56","ORAL","ADDED","02548712"
"103718","2","DISINFECTANT (Barn)","ADDED","02548305"
"103572","56","ORAL","ADDED","02547074"
"103466","56","ORAL","ADDED","02545942"
"103745","56","ORAL","ADDED","02548593"
"103736","94","DISINFECTANT (Institutional/Industrial)","ADDED","02548496"
"85378","2","DISINFECTANT (Barn)","ADDED","02368803"
"103770","56","ORAL","ADDED","02548879"
"103759","56","ORAL","ADDED","02548747"
"103718","8","DISINFECTANT (Food Premises)","ADDED","02548305"
"103495","56","ORAL","ADDED","02546248"
"103242","70","TOPICAL","ADDED","02544008"
"103736","93","DISINFECTANT (Domestic)","ADDED","02548496"
"103747","56","ORAL","ADDED","02548615"
"103569","56","ORAL","ADDED","02547031"
"95763","56","ORAL","ADDED","02468980"
"103462","56","ORAL","ADDED","02545896"
"103760","56","ORAL","ADDED","02548755"
"103501","56","ORAL","ADDED","02546302"
"103753","94","DISINFECTANT (Institutional/Industrial)","ADDED","02548682"
"102234","56","ORAL","ADDED","02533340"
"103733","70","TOPICAL","ADDED","02548453"
"103498","56","ORAL","ADDED","02546272"
"95765","56","ORAL","ADDED","02469006"
"103789","56","ORAL","ADDED","02549018"
"102439","56","ORAL","ADDED","02535556"
"103774","56","ORAL","ADDED","02548925"
"103765","56","ORAL","ADDED","02548828"
"98420","56","ORAL","ADDED","02494167"
"103538","56","ORAL","ADDED","02546728"
"103570","56","ORAL","ADDED","02547058"
"103500","56","ORAL","ADDED","02546299"
"103718","94","DISINFECTANT (Institutional/Industrial)","ADDED","02548305"
"103532","56","ORAL","ADDED","02546647"
"103718","93","DISINFECTANT (Domestic)","ADDED","02548305"
"103806","56","ORAL","ADDED","02549190"
"103738","56","ORAL","ADDED","02548526"
"103535","56","ORAL","ADDED","02546671"
"103460","56","ORAL","ADDED","02545861"
"103734","56","ORAL","ADDED","02548461"
"103807","56","ORAL","ADDED","02549204"
"102406","56","ORAL","ADDED","02535181"
"103749","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02548631"
"102405","56","ORAL","ADDED","02535173"
"103764","56","ORAL","ADDED","02548801"
"103573","56","ORAL","ADDED","02547082"
"103736","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02548496"
