drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
2481,00363812,BUSCOPAN (butylbromure d'hyoscine 10 mg comprimé oral) SANOFI CONSUMER HEALTH INC,butylbromure d'hyoscine 10 mg comprimé oral,butylbromure d'hyoscine,"mp_fr_description: ""BUSCOPAN (butylbromure de̲ ̲s̲c̲o̲p̲o̲l̲a̲m̲ine 10 mg comprimé oral) SANOFI CONSUMER HEALTH INC"" -> ""BUSCOPAN (butylbromure d'̲h̲y̲o̲s̲c̲ine 10 mg comprimé oral) SANOFI CONSUMER HEALTH INC""
ntp_fr_description: ""butylbromure de̲ ̲s̲c̲o̲p̲o̲l̲a̲m̲ine 10 mg comprimé oral"" -> ""butylbromure d'̲h̲y̲o̲s̲c̲ine 10 mg comprimé oral""
tm_fr_description: ""butylbromure de̲ ̲s̲c̲o̲p̲o̲l̲a̲m̲ine"" -> ""butylbromure d'̲h̲y̲o̲s̲c̲ine"""
2483,00363839,BUSCOPAN (butylbromure d'hyoscine 20 mg par 1 mL solution injectable ampoule) SANOFI CONSUMER HEALTH INC,butylbromure d'hyoscine 20 mg par 1 mL solution injectable ampoule,butylbromure d'hyoscine,"mp_fr_description: ""BUSCOPAN (butylbromure de̲ ̲s̲c̲o̲p̲o̲l̲a̲m̲ine 20 mg par 1 mL solution injectable ampoule) SANOFI CONSUMER HEALTH INC"" -> ""BUSCOPAN (butylbromure d'̲h̲y̲o̲s̲c̲ine 20 mg par 1 mL solution injectable ampoule) SANOFI CONSUMER HEALTH INC""
ntp_fr_description: ""butylbromure de̲ ̲s̲c̲o̲p̲o̲l̲a̲m̲ine 20 mg par 1 mL solution injectable ampoule"" -> ""butylbromure d'̲h̲y̲o̲s̲c̲ine 20 mg par 1 mL solution injectable ampoule""
tm_fr_description: ""butylbromure de̲ ̲s̲c̲o̲p̲o̲l̲a̲m̲ine"" -> ""butylbromure d'̲h̲y̲o̲s̲c̲ine"""
9277,00716901,"NYADERM (nystatine 25000 unité par g crème vaginale) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",nystatine 25000 unité par g crème vaginale,nystatine,"mp_fr_description: ""NYADERM V̲A̲G̲ ̲C̲R̲M̲ ̲2̲5̲0̲0̲0̲U̲N̲I̲T̲/̲G̲M̲ ̲(nystatine 25000 unité par g crème vaginale) TARO PHARMACEUTICALS INC"" -> ""NYADERM (nystatine 25000 unité par g crème vaginale) TAROP̲H̲A̲R̲M̲A̲,̲ ̲A̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲T̲A̲R̲O̲ PHARMACEUTICALS INC.̲"""
11893,00812382,CLOTRIMADERM TOPICAL (clotrimazole 1 % crème cutanée) TARO PHARMACEUTICALS INC,clotrimazole 1 % crème cutanée,clotrimazole,"mp_fr_description: ""CLOTRIMADERM C̲R̲E̲A̲M̲ ̲1̲%̲ (clotrimazole 1 % crème cutanée) TARO PHARMACEUTICALS INC"" -> ""CLOTRIMADERM T̲O̲P̲I̲C̲A̲L̲ (clotrimazole 1 % crème cutanée) TARO PHARMACEUTICALS INC"""
14322,00728276,BURINEX (bumétanide 5 mg comprimé oral) KARO PHARMA AB,bumétanide 5 mg comprimé oral,bumétanide,"mp_fr_description: ""BURINEX (bumétanide 5 mg comprimé oral) KN̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲.̲"" -> ""BURINEX (bumétanide 5 mg comprimé oral) KA̲R̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲A̲B̲"""
14334,00728284,BURINEX (bumétanide 1 mg comprimé oral) KARO PHARMA AB,bumétanide 1 mg comprimé oral,bumétanide,"mp_fr_description: ""BURINEX (bumétanide 1 mg comprimé oral) KN̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲.̲"" -> ""BURINEX (bumétanide 1 mg comprimé oral) KA̲R̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲A̲B̲"""
18779,02167794,APO-SOTALOL (chlorhydrate de sotalol 160 mg comprimé oral) APOTEX INC,chlorhydrate de sotalol 160 mg comprimé oral,sotalol,"mp_fr_description: ""APO-SOTALOL ̲-̲ ̲T̲A̲B̲ ̲1̲6̲0̲M̲G̲ (chlorhydrate de sotalol 160 mg comprimé oral) APOTEX INC"" -> ""APO-SOTALOL (chlorhydrate de sotalol 160 mg comprimé oral) APOTEX INC"""
20002,02210428,APO-SOTALOL (chlorhydrate de sotalol 80 mg comprimé oral) APOTEX INC,chlorhydrate de sotalol 80 mg comprimé oral,sotalol,"mp_fr_description: ""APO-SOTALOL ̲8̲0̲M̲G̲ ̲T̲A̲B̲L̲E̲T̲S̲ (chlorhydrate de sotalol 80 mg comprimé oral) APOTEX INC"" -> ""APO-SOTALOL (chlorhydrate de sotalol 80 mg comprimé oral) APOTEX INC"""
48226,02229868,HYOSCINE BUTYLBROMIDE INJECTION SANDOZ STANDARD (butylbromure d'hyoscine 20 mg par 1 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,butylbromure d'hyoscine 20 mg par 1 mL solution injectable fiole,butylbromure d'hyoscine,"mp_fr_description: ""HYOSCINE BUTYLBROMIDE INJECTION SANDOZ STANDARD (butylbromure de̲ ̲s̲c̲o̲p̲o̲l̲a̲m̲ine 20 mg par 1 mL solution injectable fiole) SANDOZ CANADA INCORPORATED"" -> ""HYOSCINE BUTYLBROMIDE INJECTION SANDOZ STANDARD (butylbromure d'̲h̲y̲o̲s̲c̲ine 20 mg par 1 mL solution injectable fiole) SANDOZ CANADA INCORPORATED""
ntp_fr_description: ""butylbromure de̲ ̲s̲c̲o̲p̲o̲l̲a̲m̲ine 20 mg par 1 mL solution injectable fiole"" -> ""butylbromure d'̲h̲y̲o̲s̲c̲ine 20 mg par 1 mL solution injectable fiole""
tm_fr_description: ""butylbromure de̲ ̲s̲c̲o̲p̲o̲l̲a̲m̲ine"" -> ""butylbromure d'̲h̲y̲o̲s̲c̲ine"""
63668,02240152,"PSORIASIN GEL (goudron de houille 1,25 % gel cutané) ALVA-AMCO PHARMACAL COMPANIES, LLC","goudron de houille 1,25 % gel cutané",goudron de houille,"mp_fr_description: ""PSORIASIN GEL (goudron de houille 1,25 % gel cutané) ALVA-AMCO PHARMACAL COMPANIES, I̲N̲C̲.̲"" -> ""PSORIASIN GEL (goudron de houille 1,25 % gel cutané) ALVA-AMCO PHARMACAL COMPANIES, L̲L̲C̲"""
66725,02242893,"DIUREX WATER CAPLETS (pamabrom 50 mg comprimé oral) ALVA-AMCO PHARMACAL COMPANIES, LLC",pamabrom 50 mg comprimé oral,pamabrom,"mp_fr_description: ""DIUREX WATER CAPLETS (pamabrom 50 mg comprimé oral) ALVA-AMCO PHARMACAL COMPANIES, I̲N̲C̲.̲"" -> ""DIUREX WATER CAPLETS (pamabrom 50 mg comprimé oral) ALVA-AMCO PHARMACAL COMPANIES, L̲L̲C̲"""
69890,02245777,VALCYTE (valganciclovir (chlorhydrate de valganciclovir) 450 mg comprimé oral) CHEPLAPHARM ARZNEIMITTEL GMBH,valganciclovir (chlorhydrate de valganciclovir) 450 mg comprimé oral,valganciclovir,"mp_fr_description: ""VALCYTE (valganciclovir (chlorhydrate de valganciclovir) 450 mg comprimé oral) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""VALCYTE (valganciclovir (chlorhydrate de valganciclovir) 450 mg comprimé oral) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
77052,02284995,DDAVP MELT (desmopressine (acétate de desmopressine) 60 mcg comprimé sublingual) FERRING INC,desmopressine (acétate de desmopressine) 60 mcg comprimé sublingual,desmopressine,"mp_fr_description: ""DDAVP MELT (desmopressine (acétate de desmopressine) 60 mcg comprimé o̲r̲o̲d̲i̲s̲p̲e̲r̲s̲i̲b̲l̲e̲) FERRING INC"" -> ""DDAVP MELT (desmopressine (acétate de desmopressine) 60 mcg comprimé s̲u̲b̲l̲i̲n̲g̲u̲a̲l̲) FERRING INC""
ntp_code: ""9004225"" -> ""9014737""
ntp_fr_description: ""desmopressine (acétate de desmopressine) 60 mcg comprimé o̲r̲o̲d̲i̲s̲p̲e̲r̲s̲i̲b̲l̲e̲"" -> ""desmopressine (acétate de desmopressine) 60 mcg comprimé s̲u̲b̲l̲i̲n̲g̲u̲a̲l̲"""
77053,02285002,DDAVP MELT (desmopressine (acétate de desmopressine) 120 mcg comprimé sublingual) FERRING INC,desmopressine (acétate de desmopressine) 120 mcg comprimé sublingual,desmopressine,"mp_fr_description: ""DDAVP MELT (desmopressine (acétate de desmopressine) 120 mcg comprimé o̲r̲o̲d̲i̲s̲p̲e̲r̲s̲i̲b̲l̲e̲) FERRING INC"" -> ""DDAVP MELT (desmopressine (acétate de desmopressine) 120 mcg comprimé s̲u̲b̲l̲i̲n̲g̲u̲a̲l̲) FERRING INC""
ntp_code: ""9004224"" -> ""9014733""
ntp_fr_description: ""desmopressine (acétate de desmopressine) 120 mcg comprimé o̲r̲o̲d̲i̲s̲p̲e̲r̲s̲i̲b̲l̲e̲"" -> ""desmopressine (acétate de desmopressine) 120 mcg comprimé s̲u̲b̲l̲i̲n̲g̲u̲a̲l̲"""
77054,02285010,DDAVP MELT (desmopressine (acétate de desmopressine) 240 mcg comprimé sublingual) FERRING INC,desmopressine (acétate de desmopressine) 240 mcg comprimé sublingual,desmopressine,"mp_fr_description: ""DDAVP MELT (desmopressine (acétate de desmopressine) 240 mcg comprimé o̲r̲o̲d̲i̲s̲p̲e̲r̲s̲i̲b̲l̲e̲) FERRING INC"" -> ""DDAVP MELT (desmopressine (acétate de desmopressine) 240 mcg comprimé s̲u̲b̲l̲i̲n̲g̲u̲a̲l̲) FERRING INC""
ntp_code: ""9004542"" -> ""9014734""
ntp_fr_description: ""desmopressine (acétate de desmopressine) 240 mcg comprimé o̲r̲o̲d̲i̲s̲p̲e̲r̲s̲i̲b̲l̲e̲"" -> ""desmopressine (acétate de desmopressine) 240 mcg comprimé s̲u̲b̲l̲i̲n̲g̲u̲a̲l̲"""
77934,02293978,"PSORIASIN OINTMENT (goudron de houille 2 % pommade cutanée) ALVA-AMCO PHARMACAL COMPANIES, LLC",goudron de houille 2 % pommade cutanée,goudron de houille,"mp_fr_description: ""PSORIASIN OINTMENT (goudron de houille 2 % pommade cutanée) ALVA-AMCO PHARMACAL COMPANIES, I̲N̲C̲.̲"" -> ""PSORIASIN OINTMENT (goudron de houille 2 % pommade cutanée) ALVA-AMCO PHARMACAL COMPANIES, L̲L̲C̲"""
79164,02306085,VALCYTE (valganciclovir (chlorhydrate de valganciclovir) 50 mg par mL solution orale) CHEPLAPHARM ARZNEIMITTEL GMBH,valganciclovir (chlorhydrate de valganciclovir) 50 mg par mL solution orale,valganciclovir,"mp_fr_description: ""VALCYTE (valganciclovir (chlorhydrate de valganciclovir) 50 mg par mL solution orale) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""VALCYTE (valganciclovir (chlorhydrate de valganciclovir) 50 mg par mL solution orale) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
85559,02370433,"SUBLINOX (tartrate de zolpidem 10 mg comprimé sublingual) BAUSCH HEALTH, CANADA INC.",tartrate de zolpidem 10 mg comprimé sublingual,zolpidem,"mp_fr_description: ""SUBLINOX (tartrate de zolpidem 10 mg comprimé o̲r̲o̲d̲i̲s̲p̲e̲r̲s̲i̲b̲l̲e̲) BAUSCH HEALTH, CANADA INC."" -> ""SUBLINOX (tartrate de zolpidem 10 mg comprimé s̲u̲b̲l̲i̲n̲g̲u̲a̲l̲) BAUSCH HEALTH, CANADA INC.""
ntp_code: ""9004952"" -> ""9014745""
ntp_fr_description: ""tartrate de zolpidem 10 mg comprimé o̲r̲o̲d̲i̲s̲p̲e̲r̲s̲i̲b̲l̲e̲"" -> ""tartrate de zolpidem 10 mg comprimé s̲u̲b̲l̲i̲n̲g̲u̲a̲l̲"""
87583,02390396,"PROACTIV TREAT (peroxyde de benzoyle 2,5 % gel cutané) ALCHEMEE, LLC","peroxyde de benzoyle 2,5 % gel cutané",peroxyde de benzoyle,"mp_fr_description: ""PROACTIV TREAT (peroxyde de benzoyle 2,5 % gel cutané) ALCHEMEE, LLC.̲"" -> ""PROACTIV TREAT (peroxyde de benzoyle 2,5 % gel cutané) ALCHEMEE, LLC"""
87699,02391678,"SUBLINOX (tartrate de zolpidem 5 mg comprimé sublingual) BAUSCH HEALTH, CANADA INC.",tartrate de zolpidem 5 mg comprimé sublingual,zolpidem,"mp_fr_description: ""SUBLINOX (tartrate de zolpidem 5 mg comprimé o̲r̲o̲d̲i̲s̲p̲e̲r̲s̲i̲b̲l̲e̲) BAUSCH HEALTH, CANADA INC."" -> ""SUBLINOX (tartrate de zolpidem 5 mg comprimé s̲u̲b̲l̲i̲n̲g̲u̲a̲l̲) BAUSCH HEALTH, CANADA INC.""
ntp_code: ""9005166"" -> ""9014746""
ntp_fr_description: ""tartrate de zolpidem 5 mg comprimé o̲r̲o̲d̲i̲s̲p̲e̲r̲s̲i̲b̲l̲e̲"" -> ""tartrate de zolpidem 5 mg comprimé s̲u̲b̲l̲i̲n̲g̲u̲a̲l̲"""
87959,02394421,"PROACTIV+ SKIN SMOOTHING EXFOLIATOR (peroxyde de benzoyle 2,5 % gel cutané) ALCHEMEE, LLC","peroxyde de benzoyle 2,5 % gel cutané",peroxyde de benzoyle,"mp_fr_description: ""PROACTIV+ SKIN SMOOTHING EXFOLIATOR (peroxyde de benzoyle 2,5 % gel cutané) T̲H̲E̲ ̲P̲R̲O̲A̲C̲T̲I̲V̲ ̲C̲O̲M̲P̲A̲N̲Y̲, LLC"" -> ""PROACTIV+ SKIN SMOOTHING EXFOLIATOR (peroxyde de benzoyle 2,5 % gel cutané) A̲L̲C̲H̲E̲M̲E̲E̲, LLC"""
