tm_code,tm_formal_name,tm_fr_description,changes
8001757,doxorubicin,doxorubicine,ADDED
8001144,apomorphine,apomorphine,"tm_status_effective_time: ""20170907"" -> ""20201117"""
8001870,potassium chloride,chlorure de potassium,ADDED
8002215,amphotericin B,amphotéricine B,ADDED
8001976,triclosan,triclosan,ADDED
a4dd512f35be4582fb8612e4a9cc4b46,mirikizumab,mirikizumab,ADDED
61c550567cdacc51b535f7056828dfc2,tremelimumab,trémélimumab,ADDED
8001579,benzethonium,benzéthonium,ADDED
8002452,cytarabine and daunorubicin,cytarabine et daunorubicine,ADDED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,ADDED
8002161,sodium bicarbonate,bicarbonate de sodium,ADDED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,ADDED
8001476,follitropin beta,follitropine bêta,ADDED
8001844,magnesium chloride,chlorure de magnésium,ADDED
8002160,sodium acetate,acétate de sodium,ADDED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,ADDED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,ADDED
8001260,desonide,désonide,"tm_status_effective_time: ""19961111"" -> ""19970114"""
8002047,paclitaxel,paclitaxel,ADDED
6f7ab4a568c90b07f49445012b459518,andusomeran,andusoméran,ADDED
8002247,polymyxin B and trimethoprim,polymyxine B et triméthoprime,"tm_status_effective_time: ""19931231"" -> ""20120802"""
8001615,chloroxylenol,chloroxylénol,ADDED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,ADDED
8001168,adefovir,adéfovir,"tm_status_effective_time: ""20060418"" -> ""20140807"""
ef627b43dbc79d210e89393930f45ace,teclistamab,téclistamab,ADDED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,ADDED
8002478,clevidipine,clévidipine,ADDED
8001878,sodium iodide,iodure de sodium,ADDED
8000796,benzalkonium,benzalkonium,ADDED
8001636,dobutamine,dobutamine,"tm_status_effective_time: ""19961024"" -> ""20001002"""
