drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"98052","20161","ADDED","approved","DAPTOMYCIN","500","MG","02490463"
"99558","270","ADDED","approved","ACETAMINOPHEN","325","MG","02506246"
"99603","17368","ADDED","approved","TROSPIUM CHLORIDE","20","MG","02506661"
"99665","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","80","MG","02507269"
"99667","270","ADDED","approved","ACETAMINOPHEN","650","MG","02507277"
"98758","10010","ADDED","approved","NEOSTIGMINE METHYLSULFATE","1","MG","02497786"
"99651","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.14","%","02507102"
"99625","19793","ADDED","approved","DARUNAVIR","600","MG","02506904"
"98087","20161","ADDED","approved","DAPTOMYCIN","500","MG","02490838"
"99538","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02506025"
"98459","20161","ADDED","approved","DAPTOMYCIN","500","MG","02494590"
"99593","12335","ADDED","approved","INSULIN ASPART","100","UNIT","02506572"
"99545","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","80","MG","02506106"
"99543","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","20","MG","02506084"
"99637","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.035","%","02506955"
"12298","309","Changed","inactive","IRON (FERRIC CITRATE)","1.5","MG","01901117"
"87212","11854","ADDED","inactive","SILDENAFIL (SILDENAFIL CITRATE)","25","MG","02386550"
"99518","11705","ADDED","approved","LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)","750","MG","02505800"
"99604","20435","ADDED","approved","ARIPIPRAZOLE","2","MG","02506688"
"99682","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02507420"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"99642","13904","ADDED","approved","TRAMADOL HYDROCHLORIDE","50","MG","02507005"
"98744","755","ADDED","approved","AVOBENZONE","2.39","%","02497646"
"99627","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02506920"
"99512","23514","ADDED","approved","VORETIGENE NEPARVOVEC","5000000000000","VG","02505851"
"99649","197","ADDED","approved","BENZALKONIUM CHLORIDE","2.25","%","02507080"
"99652","122","ADDED","approved","LAMIVUDINE","150","MG","02507110"
"99637","2232","ADDED","approved","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","0.013","%","02506955"
"99663","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","20","MG","02507242"
"99587","763","ADDED","approved","ENOXAPARIN SODIUM","120","MG","02506505"
"99637","2218","ADDED","approved","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","0.026","%","02506955"
"99582","763","ADDED","approved","ENOXAPARIN SODIUM","30","MG","02506459"
"99653","122","ADDED","approved","LAMIVUDINE","300","MG","02507129"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"98744","2280","ADDED","approved","OCTOCRYLENE","5.74","%","02497646"
"99616","13584","ADDED","approved","ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE)","10","MG","02506807"
"98744","12048","ADDED","approved","OCTISALATE","4.04","%","02497646"
"98331","20527","REMOVED","approved",NA,NA,NA,"02493314"
"99667","6895","ADDED","approved","PHENIRAMINE MALEATE","20","MG","02507277"
"99575","2037","ADDED","approved","NAPROXEN SODIUM","220","MG","02506378"
"99542","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","10","MG","02506076"
"99583","763","ADDED","approved","ENOXAPARIN SODIUM","40","MG","02506467"
"99519","11705","ADDED","approved","LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)","500","MG","02505819"
"99669","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.14","%","02507293"
"99621","13584","ADDED","approved","ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE)","80","MG","02506866"
"99624","19793","ADDED","approved","DARUNAVIR","400","MG","02506890"
"99618","13584","ADDED","approved","ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE)","25","MG","02506823"
"99575","182","ADDED","approved","DIPHENHYDRAMINE HYDROCHLORIDE","25","MG","02506378"
"99637","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.013","%","02506955"
"98744","7289","ADDED","approved","ZINC OXIDE","1.88","%","02497646"
"99605","6506","ADDED","approved","HYDROXYCHLOROQUINE SULFATE","200","MG","02506696"
"99517","11705","ADDED","approved","LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)","250","MG","02505797"
"99667","10258","ADDED","approved","PHENYLEPHRINE HYDROCHLORIDE","10","MG","02507277"
"99619","13584","ADDED","approved","ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE)","40","MG","02506831"
"99649","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","2.25","%","02507080"
"99596","13585","ADDED","approved","ESCITALOPRAM (ESCITALOPRAM OXALATE)","5","MG","02506602"
"99623","7600","ADDED","approved","DEXAMETHASONE","0.1","%","02506882"
"87214","11854","ADDED","inactive","SILDENAFIL (SILDENAFIL CITRATE)","100","MG","02386577"
"99626","19793","ADDED","approved","DARUNAVIR","800","MG","02506912"
"99590","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.064","%","02506548"
"99539","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","2.4","%","02506033"
"99606","20435","ADDED","approved","ARIPIPRAZOLE","5","MG","02506718"
"99648","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.105","%","02507072"
"99581","763","ADDED","approved","ENOXAPARIN SODIUM","20","MG","02506440"
"99650","7218","ADDED","approved","IODINE","0.25","%","02507099"
"99370","197","ADDED","active","BENZALKONIUM CHLORIDE","0.9993","%","02504278"
"99490","2730","ADDED","active","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.75","%","02505525"
"99554","7558","ADDED","approved","CLOBETASOL PROPIONATE","0.05","%","02506203"
"99620","13584","ADDED","approved","ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE)","60","MG","02506858"
"99590","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.029","%","02506548"
"99573","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.14","%","02506386"
"99607","20435","ADDED","approved","ARIPIPRAZOLE","10","MG","02506726"
"99547","774","ADDED","approved","CHLOROXYLENOL","0.5","%","02506122"
"99592","12335","ADDED","approved","INSULIN ASPART","100","UNIT","02506564"
"99396","10258","ADDED","approved","PHENYLEPHRINE HYDROCHLORIDE","10","MG","02504545"
"99555","11905","ADDED","approved","TRASTUZUMAB","150","MG","02506211"
"99617","13584","ADDED","approved","ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE)","18","MG","02506815"
"99636","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.8","%","02506947"
"99662","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","10","MG","02507234"
"99490","197","ADDED","active","BENZALKONIUM CHLORIDE","0.45","%","02505525"
"99450","11854","ADDED","approved","SILDENAFIL (SILDENAFIL CITRATE)","25","MG","02505150"
"98757","10010","ADDED","approved","NEOSTIGMINE METHYLSULFATE","0.5","MG","02497778"
"99638","10075","ADDED","approved","FENTANYL (FENTANYL CITRATE)","50","MCG","02506963"
"99584","763","ADDED","approved","ENOXAPARIN SODIUM","60","MG","02506475"
"99647","197","ADDED","approved","BENZALKONIUM CHLORIDE","5","%","02507064"
"99230","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.3057","%","02502755"
"99609","20435","ADDED","approved","ARIPIPRAZOLE","15","MG","02506734"
"99647","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","5","%","02507064"
"99636","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.8","%","02506947"
"99369","197","ADDED","active","BENZALKONIUM CHLORIDE","33.31","%","02504251"
"99623","93","ADDED","approved","CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE)","0.3","%","02506882"
"99615","10021","ADDED","approved","CITRIC ACID","2.5","%","02506793"
"99559","270","ADDED","approved","ACETAMINOPHEN","500","MG","02506254"
"99540","774","ADDED","approved","CHLOROXYLENOL","0.5","%","02506041"
"99611","20435","ADDED","approved","ARIPIPRAZOLE","20","MG","02506750"
"99573","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.14","%","02506386"
"99567","10225","ADDED","approved","LIDOCAINE HYDROCHLORIDE","4","%","02506319"
"99612","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02506777"
"99588","763","ADDED","approved","ENOXAPARIN SODIUM","150","MG","02506513"
"99539","197","ADDED","approved","BENZALKONIUM CHLORIDE","2.4","%","02506033"
"99648","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.105","%","02507072"
"99544","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","40","MG","02506092"
"99509","197","ADDED","active","BENZALKONIUM CHLORIDE","0.13","%","02505711"
"99651","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.14","%","02507102"
"99589","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","5.154","%","02506521"
