drug_code,drug_identification_number,current_brand_name,previous_brand_name
"12544","01926489","VITAMIN A ACID","VITAMIN A ACID 0.05% GEL"
"12753","01926462","VITAMIN A ACID","VITAMIN A ACID 0.01% GEL"
"12754","01926470","VITAMIN A ACID","VITAMIN A ACID 0.025% GEL"
"20258","02162512","SYNALAR","SYNALAR OINTMENT"
"4280","00312800","APO-HYDROCHLOROTHIAZIDE","APO HYDRO TAB 50MG"
"4281","00326844","APO-HYDROCHLOROTHIAZIDE","APO HYDRO TAB 25MG"
"43315","02221918","TOPICORT","TOPICORT MILD"
"43316","02221926","TOPICORT","TOPICORT GEL"
"43317","02221934","TOPICORT","TOPICORT OINTMENT"
"47168","02229378","CLOTRIMAZOLE VAGINAL 6","CLOTRIMAZOLE VAGINAL CREAM USP 1%"
"47180","02229379","CLOTRIMAZOLE VAGINAL 3","CLOTRIMAZOLE VAGINAL CREAM USP 2%"
"76948","02283905","JAMP-ASA EC","JAMP-A.S.A."
"80029","02314754","IBUPROFEN TABLETS","IBUPROFEN"
"80030","02314762","IBUPROFEN CAPLETS","IBUPROFEN"
"81335","02327856","APO-HYDROCHLOROTHIAZIDE","APO-HYDRO"
"92544","02441071","TEVA-TOPOTECAN","ACT TOPOTECAN"
"95015","02462397","CLOTRIMAZOLE EXTERNAL ANTIFUNGAL CREAM","CLOTRIMAZOLE EXTERNAL CREAM REFILL"
"62003","02238577","BECLOMETHASONE NASAL SPRAY","NU-BECLOMETHASONE 50 MCG/METERED NASAL SPRAY"
"20009","02162504","SYNALAR","SYNALAR SOLUTION 0.01%"
"8594","00644552","APO-HYDROCHLOROTHIAZIDE","APO HYDRO TAB 100MG"
"88202","02397021","JAMP ALPRAZOLAM","IPG-ALPRAZOLAM"
"88203","02397048","JAMP ALPRAZOLAM","IPG-ALPRAZOLAM"
"88204","02397056","JAMP ALPRAZOLAM","IPG-ALPRAZOLAM"
"88205","02397064","JAMP ALPRAZOLAM","IPG-ALPRAZOLAM"
"92543","02441063","TEVA-TOPOTECAN","ACT TOPOTECAN"
"99327","02503832","GERMGUARD TK-128 RTU","GERMAGUARD TK-128 RTU"
