drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"99605","56","ORAL","ADDED","02506696"
"99560","70","TOPICAL","ADDED","02506262"
"69699","2","DISINFECTANT (Barn)","ADDED","02245600"
"99490","94","DISINFECTANT (Institutional/Industrial)","ADDED","02505525"
"99627","104","TOPICAL (HOUSEHOLD)","ADDED","02506920"
"99396","22","INTRAMUSCULAR","ADDED","02504545"
"99665","56","ORAL","ADDED","02507269"
"99626","56","ORAL","ADDED","02506912"
"99538","94","DISINFECTANT (Institutional/Industrial)","ADDED","02506025"
"99556","65","SUBCUTANEOUS","ADDED","02506238"
"99369","93","DISINFECTANT (Domestic)","ADDED","02504251"
"99647","94","DISINFECTANT (Institutional/Industrial)","ADDED","02507064"
"99667","56","ORAL","ADDED","02507277"
"99619","56","ORAL","ADDED","02506831"
"99590","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02506548"
"99589","94","DISINFECTANT (Institutional/Industrial)","ADDED","02506521"
"99651","8","DISINFECTANT (Food Premises)","ADDED","02507102"
"99368","93","DISINFECTANT (Domestic)","ADDED","02504243"
"99648","8","DISINFECTANT (Food Premises)","ADDED","02507072"
"99585","49","INTRAVENOUS","ADDED","02506483"
"99615","93","DISINFECTANT (Domestic)","ADDED","02506793"
"99624","56","ORAL","ADDED","02506890"
"99583","49","INTRAVENOUS","ADDED","02506467"
"87214","56","ORAL","ADDED","02386577"
"94985","49","INTRAVENOUS","ADDED","02462117"
"99647","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02507064"
"99582","49","INTRAVENOUS","ADDED","02506459"
"99583","65","SUBCUTANEOUS","ADDED","02506467"
"99518","56","ORAL","ADDED","02505800"
"99638","49","INTRAVENOUS","ADDED","02506963"
"99450","56","ORAL","ADDED","02505150"
"99368","94","DISINFECTANT (Institutional/Industrial)","ADDED","02504243"
"99595","49","INTRAVENOUS","ADDED","02506599"
"98758","22","INTRAMUSCULAR","ADDED","02497786"
"99611","56","ORAL","ADDED","02506750"
"99585","65","SUBCUTANEOUS","ADDED","02506483"
"99512","117","SUBRETINAL","ADDED","02505851"
"99651","93","DISINFECTANT (Domestic)","ADDED","02507102"
"99663","56","ORAL","ADDED","02507242"
"99368","8","DISINFECTANT (Food Premises)","ADDED","02504243"
"99490","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02505525"
"99650","70","TOPICAL","ADDED","02507099"
"99555","49","INTRAVENOUS","ADDED","02506211"
"99623","57","OTIC","ADDED","02506882"
"99509","93","DISINFECTANT (Domestic)","ADDED","02505711"
"99662","56","ORAL","ADDED","02507234"
"99542","56","ORAL","ADDED","02506076"
"99625","56","ORAL","ADDED","02506904"
"99575","56","ORAL","ADDED","02506378"
"98757","22","INTRAMUSCULAR","ADDED","02497778"
"99544","56","ORAL","ADDED","02506092"
"99590","8","DISINFECTANT (Food Premises)","ADDED","02506548"
"99581","65","SUBCUTANEOUS","ADDED","02506440"
"99573","2","DISINFECTANT (Barn)","ADDED","02506386"
"99369","94","DISINFECTANT (Institutional/Industrial)","ADDED","02504251"
"99669","2","DISINFECTANT (Barn)","ADDED","02507293"
"99597","56","ORAL","ADDED","02506610"
"99369","8","DISINFECTANT (Food Premises)","ADDED","02504251"
"99538","93","DISINFECTANT (Domestic)","ADDED","02506025"
"99590","94","DISINFECTANT (Institutional/Industrial)","ADDED","02506548"
"99592","65","SUBCUTANEOUS","ADDED","02506564"
"99589","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02506521"
"99648","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02507072"
"99651","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02507102"
"99490","93","DISINFECTANT (Domestic)","ADDED","02505525"
"98087","49","INTRAVENOUS","ADDED","02490838"
"99637","94","DISINFECTANT (Institutional/Industrial)","ADDED","02506955"
"99612","104","TOPICAL (HOUSEHOLD)","ADDED","02506777"
"99584","49","INTRAVENOUS","ADDED","02506475"
"99559","56","ORAL","ADDED","02506254"
"99396","65","SUBCUTANEOUS","ADDED","02504545"
"98757","49","INTRAVENOUS","ADDED","02497778"
"99588","65","SUBCUTANEOUS","ADDED","02506513"
"99613","56","ORAL","ADDED","02506785"
"99587","49","INTRAVENOUS","ADDED","02506505"
"99558","56","ORAL","ADDED","02506246"
"99599","56","ORAL","ADDED","02506637"
"99637","8","DISINFECTANT (Food Premises)","ADDED","02506955"
"99617","56","ORAL","ADDED","02506815"
"99636","94","DISINFECTANT (Institutional/Industrial)","ADDED","02506947"
"99370","94","DISINFECTANT (Institutional/Industrial)","ADDED","02504278"
"87213","56","ORAL","ADDED","02386569"
"99590","2","DISINFECTANT (Barn)","ADDED","02506548"
"99539","94","DISINFECTANT (Institutional/Industrial)","ADDED","02506033"
"99573","8","DISINFECTANT (Food Premises)","ADDED","02506386"
"99669","8","DISINFECTANT (Food Premises)","ADDED","02507293"
"99604","56","ORAL","ADDED","02506688"
"99638","7","EPIDURAL","ADDED","02506963"
"99620","56","ORAL","ADDED","02506858"
"99669","94","DISINFECTANT (Institutional/Industrial)","ADDED","02507293"
