mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"00003875","DULCOLAX (bisacodyl 10 mg suppositoire) SANOFI CONSUMER HEALTH INC","bisacodyl 10 mg suppositoire","bisacodyl","mp_fr_description: ""DULCOLAX (bisacodyl 10 mg suppositoire) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"" -> ""DULCOLAX (bisacodyl 10 mg suppositoire) SANOFI CONSUMER HEALTH INC"""
"00254142","DULCOLAX (bisacodyl 5 mg comprimé gastrorésistant) SANOFI CONSUMER HEALTH INC","bisacodyl 5 mg comprimé gastrorésistant","bisacodyl","mp_fr_description: ""DULCOLAX (bisacodyl 5 mg comprimé gastrorésistant) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"" -> ""DULCOLAX (bisacodyl 5 mg comprimé gastrorésistant) SANOFI CONSUMER HEALTH INC"""
"00265470","C.E.S. (oestrogènes conjugués 0,625 mg comprimé oral) BAUSCH HEALTH, CANADA INC.","oestrogènes conjugués 0,625 mg comprimé oral","oestrogènes conjugués","mp_fr_description: ""C.E.S. TABLETS (oestrogènes conjugués 0,625 mg comprimé oral) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""C.E.S. (oestrogènes conjugués 0,625 mg comprimé oral) BAUSCH HEALTH, CANADA INC."""
"00466409","PULMOPHYLLINE ELX (théophylline 80 mg par 15 mL solution orale) LABORATOIRE RIVA INC.","théophylline 80 mg par 15 mL solution orale","théophylline","mp_fr_description: ""PULMOPHYLLINE ELX (théophylline 80 mg par 15 mL solution orale) LABORATOIRE RIVA INC"" -> ""PULMOPHYLLINE ELX (théophylline 80 mg par 15 mL solution orale) LABORATOIRE RIVA INC."""
"00557102","RIVA-DICYCLOMINE (chlorhydrate de dicyclomine 10 mg capsule orale) LABORATOIRE RIVA INC.","chlorhydrate de dicyclomine 10 mg capsule orale","dicyclomine","mp_fr_description: ""RIVA-DICYCLOMINE (chlorhydrate de dicyclomine 10 mg capsule orale) LABORATOIRE RIVA INC"" -> ""RIVA-DICYCLOMINE (chlorhydrate de dicyclomine 10 mg capsule orale) LABORATOIRE RIVA INC."""
"00568392","RIVA OXAZEPAM (oxazépam 10 mg comprimé oral) LABORATOIRE RIVA INC.","oxazépam 10 mg comprimé oral","oxazépam","mp_fr_description: ""RIVA OXAZEPAM (oxazépam 10 mg comprimé oral) LABORATOIRE RIVA INC"" -> ""RIVA OXAZEPAM (oxazépam 10 mg comprimé oral) LABORATOIRE RIVA INC."""
"00568406","RIVA OXAZEPAM (oxazépam 15 mg comprimé oral) LABORATOIRE RIVA INC.","oxazépam 15 mg comprimé oral","oxazépam","mp_fr_description: ""RIVA OXAZEPAM (oxazépam 15 mg comprimé oral) LABORATOIRE RIVA INC"" -> ""RIVA OXAZEPAM (oxazépam 15 mg comprimé oral) LABORATOIRE RIVA INC."""
"00568414","RIVA OXAZEPAM (oxazépam 30 mg comprimé oral) LABORATOIRE RIVA INC.","oxazépam 30 mg comprimé oral","oxazépam","mp_fr_description: ""RIVA OXAZEPAM (oxazépam 30 mg comprimé oral) LABORATOIRE RIVA INC"" -> ""RIVA OXAZEPAM (oxazépam 30 mg comprimé oral) LABORATOIRE RIVA INC."""
"00608734","LANSOYL GEL 78% (huile minérale lourde 78 % gel oral) AURIUM PHARMA INC.","huile minérale lourde 78 % gel oral","huile minérale lourde","mp_fr_description: ""LANSOYL GEL 78% (huile minérale lourde 78 % gel oral) AURIUM PHARMA INC"" -> ""LANSOYL GEL 78% (huile minérale lourde 78 % gel oral) AURIUM PHARMA INC."""
"00771368","NIX CREME RINSE (perméthrine 1 % solution pour application cutanée) INSIGHT PHARMACEUTICALS, LLC","perméthrine 1 % solution pour application cutanée","perméthrine","mp_fr_description: ""NIX CREME RINSE (perméthrine 1 % solution pour application cutanée) INSIGHT PHARMACEUTICALS LLC"" -> ""NIX CREME RINSE (perméthrine 1 % solution pour application cutanée) INSIGHT PHARMACEUTICALS, LLC"""
"00782467","APO-NADOLOL (nadolol 80 mg comprimé oral) APOTEX INC","nadolol 80 mg comprimé oral","nadolol","mp_fr_description: ""NADOLOL (nadolol 80 mg comprimé oral) AA PHARMA INC"" -> ""APO-NADOLOL (nadolol 80 mg comprimé oral) APOTEX INC"""
"00782475","APO-NADOLOL (nadolol 160 mg comprimé oral) APOTEX INC","nadolol 160 mg comprimé oral","nadolol","mp_fr_description: ""NADOLOL (nadolol 160 mg comprimé oral) AA PHARMA INC"" -> ""APO-NADOLOL (nadolol 160 mg comprimé oral) APOTEX INC"""
"00782505","APO-NADOLOL (nadolol 40 mg comprimé oral) APOTEX INC","nadolol 40 mg comprimé oral","nadolol","mp_fr_description: ""NADOLOL (nadolol 40 mg comprimé oral) AA PHARMA INC"" -> ""APO-NADOLOL (nadolol 40 mg comprimé oral) APOTEX INC"""
"00789798","ACETAMINOPHEN TAB 500MG USP (acétaminophène 500 mg comprimé oral) LABORATOIRES TRIANON INC.","acétaminophène 500 mg comprimé oral","acétaminophène","mp_fr_description: ""ACETAMINOPHEN TAB 500MG USP (acétaminophène 500 mg comprimé oral) LABORATOIRES TRIANON INC"" -> ""ACETAMINOPHEN TAB 500MG USP (acétaminophène 500 mg comprimé oral) LABORATOIRES TRIANON INC."""
