mp_code,mp_formal_name,mp_fr_description,changes
"00003875","DULCOLAX (bisacodyl 10 mg suppository) SANOFI CONSUMER HEALTH INC","DULCOLAX (bisacodyl 10 mg suppositoire) SANOFI CONSUMER HEALTH INC","mp_formal_name: ""DULCOLAX (bisacodyl 10 mg suppository) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"" -> ""DULCOLAX (bisacodyl 10 mg suppository) SANOFI CONSUMER HEALTH INC""
mp_fr_description: ""DULCOLAX (bisacodyl 10 mg suppositoire) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"" -> ""DULCOLAX (bisacodyl 10 mg suppositoire) SANOFI CONSUMER HEALTH INC"""
"00010200","PROPYL-THYRACIL (propylthiouracil 50 mg oral tablet) PALADIN LABS INC","PROPYL-THYRACIL (propylthiouracile 50 mg comprimé oral) PALADIN LABS INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19511231"" -> ""20200305"""
"00010219","PROPYL-THYRACIL (propylthiouracil 100 mg oral tablet) PALADIN LABS INC","PROPYL-THYRACIL (propylthiouracile 100 mg comprimé oral) PALADIN LABS INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19451231"" -> ""20200407"""
"00254142","DULCOLAX (bisacodyl 5 mg gastro-resistant tablet) SANOFI CONSUMER HEALTH INC","DULCOLAX (bisacodyl 5 mg comprimé gastrorésistant) SANOFI CONSUMER HEALTH INC","mp_formal_name: ""DULCOLAX (bisacodyl 5 mg gastro-resistant tablet) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"" -> ""DULCOLAX (bisacodyl 5 mg gastro-resistant tablet) SANOFI CONSUMER HEALTH INC""
mp_fr_description: ""DULCOLAX (bisacodyl 5 mg comprimé gastrorésistant) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"" -> ""DULCOLAX (bisacodyl 5 mg comprimé gastrorésistant) SANOFI CONSUMER HEALTH INC"""
"00265470","C.E.S. (conjugated estrogens 0.625 mg oral tablet) BAUSCH HEALTH, CANADA INC.","C.E.S. (oestrogènes conjugués 0,625 mg comprimé oral) BAUSCH HEALTH, CANADA INC.","Health_Canada_product_name: ""C.E.S. TABLETS"" -> ""C.E.S.""
mp_formal_name: ""C.E.S. TABLETS (conjugated estrogens 0.625 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""C.E.S. (conjugated estrogens 0.625 mg oral tablet) BAUSCH HEALTH, CANADA INC.""
mp_fr_description: ""C.E.S. TABLETS (oestrogènes conjugués 0,625 mg comprimé oral) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""C.E.S. (oestrogènes conjugués 0,625 mg comprimé oral) BAUSCH HEALTH, CANADA INC.""
mp_status_effective_time: ""20170727"" -> ""20200923"""
"00360414","CEENU (lomustine 100 mg oral capsule) BRISTOL-MYERS SQUIBB CANADA","CEENU (lomustine 100 mg capsule orale) BRISTOL-MYERS SQUIBB CANADA","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19761231"" -> ""20191001"""
"00426857","PDP-BENZTROPINE (benztropine mesylate 2 mg oral tablet) PENDOPHARM DIVISION OF PHARMASCIENCE INC","PDP-BENZTROPINE (mésylate de benztropine 2 mg comprimé oral) PENDOPHARM DIVISION OF PHARMASCIENCE INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19781231"" -> ""20180913"""
"00442968","CLEARASIL DAILY CLEAR ACNE TREATMENT CREAM BP PLUS (benzoyl peroxide 5 % cutaneous cream) RECKITT BENCKISER (CANADA) INC","CLEARASIL DAILY CLEAR ACNE TREATMENT CREAM BP PLUS (peroxyde de benzoyle 5 % crème cutanée) RECKITT BENCKISER (CANADA) INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19821231"" -> ""20200729"""
"00466409","PULMOPHYLLINE ELX (theophylline 80 mg per 15 mL oral solution) LABORATOIRE RIVA INC.","PULMOPHYLLINE ELX (théophylline 80 mg par 15 mL solution orale) LABORATOIRE RIVA INC.","mp_formal_name: ""PULMOPHYLLINE ELX (theophylline 80 mg per 15 mL oral solution) LABORATOIRE RIVA INC"" -> ""PULMOPHYLLINE ELX (theophylline 80 mg per 15 mL oral solution) LABORATOIRE RIVA INC.""
mp_fr_description: ""PULMOPHYLLINE ELX (théophylline 80 mg par 15 mL solution orale) LABORATOIRE RIVA INC"" -> ""PULMOPHYLLINE ELX (théophylline 80 mg par 15 mL solution orale) LABORATOIRE RIVA INC."""
"00469327","DEMULEN 30 (21 DAY PACK) (ethinyl estradiol 30 mcg and ethynodiol diacetate 2 mg oral tablet) PFIZER CANADA ULC","DEMULEN 30 (21 DAY PACK) (éthinylestradiol 30 mcg et diacétate d'éthynodiol 2 mg comprimé oral) PFIZER CANADA ULC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19791231"" -> ""20190704"""
