ntp_code,ntp_formal_name,changes
"7fd66abcf6f0f23ba5a609f5a07d20b2","amikacin (amikacin sulfate) 500 mg per 2 mL solution for injection","ADDED"
"9009620","furosemide 40 mg per 2 mL solution for injection ampoule","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9012917","bupivacaine hydrochloride 125 mg per 50 mL solution for injection vial","DELETED"
"9010882","nitroglycerin 500 mg per 10 mL solution for injection vial","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9003320","cefuroxime (cefuroxime axetil) 500 mg oral tablet","ntp_status_effective_time: ""19981027"" -> ""20010829"""
"9005130","ensulizole 3 % cutaneous emulsion","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9000331","morphine sulfate 2 mg per 1 mL solution for injection ampoule","ntp_status_effective_time: ""20181003"" -> ""20190304"""
"9010880","nitroglycerin 100 mg per 10 mL solution for injection vial","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9000420","doxazosin (doxazosin mesylate) 4 mg oral tablet","ntp_status_effective_time: ""19921231"" -> ""19990722"""
"9009350","estradiol 0.1 % transdermal gel","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9000145","diazepam 20 mg per 2 mL solution for injection ampoule","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9005545","petrolatum 80.3 % and zinc oxide 15 % cutaneous cream","DELETED"
"9006236","digoxin 1 mg per 2 mL solution for injection ampoule","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9012848","ofatumumab 1000 mg per 50 mL solution for injection vial","DELETED"
"9000965","ketorolac tromethamine 30 mg per mL solution for injection","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9000462","diclofenac sodium 50 mg and misoprostol 200 mcg oral tablet","ADDED"
"9000819","ibuprofen 40 mg per mL oral suspension","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9013032","alprostadil 20 mcg per vial powder for solution for injection","ADDED"
"295fc463fabe353ca0981e4b60094e3c","pegfilgrastim 6 mg per 0.6 mL solution for injection","ADDED"
"9012961","dobutamine (dobutamine hydrochloride) 5000 mg per 20 mL solution for injection vial","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9012520","mupirocin (mupirocin calcium) 2 % cutaneous cream","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20180413"" -> ""19990413"""
"9000362","morphine sulfate 100 mg per 4 mL solution for injection ampoule","ntp_status_effective_time: ""20181004"" -> ""20190304"""
"9013485","oxaliplatin 50 mg per 10 mL solution for injection vial","ntp_status_effective_time: ""20070717"" -> ""20151216"""
"9012847","ofatumumab 100 mg per 5 mL solution for injection vial","DELETED"
"9012958","dinoprost (dinoprost tromethamine) 5 mg per 1 mL solution for injection ampoule","DELETED"
"9012954","denosumab 204 mg per 1.7 mL solution for injection syringe","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9000912","risedronate sodium 5 mg oral tablet","ntp_status_effective_time: ""20000725"" -> ""20100127"""
"9000668","diclofenac sodium 75 mg and misoprostol 200 mcg oral tablet","ADDED"
"9002481","mupirocin 2 % cutaneous ointment","ntp_status_effective_time: ""19921231"" -> ""20060710"""
"9005529","tocilizumab 162 mg per 0.9 mL solution for injection","ADDED"
"9003346","cefuroxime (cefuroxime axetil) 250 mg oral tablet","ntp_status_effective_time: ""19981231"" -> ""20010829"""
"9000364","morphine sulfate 25 mg per 1 mL solution for injection ampoule","ntp_status_effective_time: ""20181004"" -> ""20190304"""
"9006562","ethinyl estradiol 35 mcg per 24 hours and norelgestromin 20 mcg per 24 hours transdermal patch","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9013297","heparin sodium 1000 unit per 10 mL irrigation solution vial","ADDED"
"9009384","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with ethinyl estradiol 100 mcg oral tablet","ntp_status_effective_time: ""20190301"" -> ""20190401"""
"9006272","ranitidine (ranitidine hydrochloride) 100 mg per 2 mL solution for injection vial","ntp_status_effective_time: ""20190301"" -> ""20190401"""
