drug_code,drug_identification_number,current_brand_name,previous_brand_name
"67464","02243546","PROMAX QUAT-SHOT","MAXIM QUAT-SHOT"
"72152","02247845","PROMAX MICROCLEAN","MAXIM MICROCLEAN"
"99347","02504014","SANDOZ OSELTAMIVIR","OSELTAMIVIR PHOSPHATE CAPSULES"
"99348","02504022","SANDOZ OSELTAMIVIR","OSELTAMIVIR PHOSPHATE CAPSULES"
"102397","02535092","SANNI RINSE +","AL21001-QUAT"
"103754","02548690","SCRUBBING BUBBLES BATHROOM DISINFECTANT MEGA SHOWER FOAMER I","SCRUBBING BUBBLES® BATHROOM DISINFECTANT MEGA SHOWER FOAMER I"
"103210","02543656","NUVAXOVID","NUVAXOVID XBB.1.5"
"64461","02240870","PROMAX SAVALL","MAXIM SAVALL"
"89357","02408813","CISATRACURIUM BESYLATE INJECTION USP MULTIDOSE","CISATRACURIUM OMEGA MULTIDOSE"
"99346","02504006","SANDOZ OSELTAMIVIR","OSELTAMIVIR PHOSPHATE CAPSULES"
