drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"64686","active","active","02241091","SCI SUPPLY INC.","D & C MOBILITY SOLUTIONS INC."
"37001","active","active","02214415","HALEON CANADA ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
"14509","active","active","02026805","HALEON CANADA ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
"89096","active","active","02406233","THERAKOS LLC","THERAKOS INC"
"95852","active","active","02469707","RODAN & FIELDS BEAUTY, LLC","RODAN & FIELDS LLC"
"90410","active","active","02419475","CELLTRION INC.","CELLTRION HEALTHCARE CO LTD"
"95112","active","active","02463210","RODAN & FIELDS BEAUTY, LLC","RODAN & FIELDS LLC"
"95111","active","active","02463202","RODAN & FIELDS BEAUTY, LLC","RODAN & FIELDS LLC"
"89896","active","active","02414309","RODAN & FIELDS BEAUTY, LLC","RODAN & FIELDS LLC"
"100284","active","active","02513668","RODAN & FIELDS BEAUTY, LLC","RODAN & FIELDS LLC"
"103456","active","active","02545829","RODAN & FIELDS BEAUTY, LLC","RODAN & FIELDS LLC"
"90520","inactive","inactive","02420678","RODAN & FIELDS BEAUTY, LLC","RODAN & FIELDS LLC"
"96529","inactive","inactive","02475014","RODAN & FIELDS BEAUTY, LLC","RODAN & FIELDS LLC"
"99346","dormant","dormant","02504006","SANDOZ CANADA INCORPORATED","STRIDES PHARMA CANADA INC"
"99347","dormant","dormant","02504014","SANDOZ CANADA INCORPORATED","STRIDES PHARMA CANADA INC"
"99348","dormant","dormant","02504022","SANDOZ CANADA INCORPORATED","STRIDES PHARMA CANADA INC"
"89368","approved","approved","02408937","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"103553","approved","approved","02546868","RODAN & FIELDS BEAUTY, LLC","RODAN & FIELDS LLC"
"93506","approved","approved","02449242","INTRACARE BV","BYLSMA IMPORTS INC"
