drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"93506","94","DISINFECTANT (Institutional/Industrial)","ADDED","02449242"
"104082","56","ORAL","ADDED","02552132"
"104068","65","SUBCUTANEOUS","ADDED","02551985"
"104053","56","ORAL","ADDED","02551810"
"104049","56","ORAL","ADDED","02551772"
"104015","70","TOPICAL","ADDED","02551446"
"104054","56","ORAL","ADDED","02551829"
"104023","8","DISINFECTANT (Food Premises)","ADDED","02551497"
"104027","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02551535"
"90222","114","INTRACEREBROVENTRICULAR","ADDED","02417626"
"104008","56","ORAL","ADDED","02551357"
"104046","56","ORAL","ADDED","02551748"
"90687","31","INTRATHECAL","REMOVED","02422166"
"104021","93","DISINFECTANT (Domestic)","ADDED","02551470"
"104020","56","ORAL","ADDED","02551462"
"104083","56","ORAL","ADDED","02552140"
"104084","56","ORAL","ADDED","02552159"
"103963","65","SUBCUTANEOUS","ADDED","02550857"
"103222","56","ORAL","ADDED","02543826"
"102742","56","ORAL","ADDED","02538717"
"104045","56","ORAL","ADDED","02551721"
"104023","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02551497"
"103658","56","ORAL","ADDED","02547643"
"103220","56","ORAL","ADDED","02543753"
"104023","2","DISINFECTANT (Barn)","ADDED","02551497"
"104039","56","ORAL","ADDED","02551667"
"103868","56","ORAL","ADDED","02549867"
"102794","56","ORAL","ADDED","02539306"
"104012","55","OPHTHALMIC","ADDED","02551403"
"103657","56","ORAL","ADDED","02547635"
"104028","8","DISINFECTANT (Food Premises)","ADDED","02551543"
"102737","56","ORAL","ADDED","02538679"
"104021","8","DISINFECTANT (Food Premises)","ADDED","02551470"
"104062","56","ORAL","ADDED","02551926"
"90689","31","INTRATHECAL","REMOVED","02422182"
"104085","56","ORAL","ADDED","02552167"
"103517","70","TOPICAL","ADDED","02546485"
"90691","31","INTRATHECAL","REMOVED","02422204"
"103659","56","ORAL","ADDED","02547651"
"104065","65","SUBCUTANEOUS","ADDED","02551950"
"104021","2","DISINFECTANT (Barn)","ADDED","02551470"
"102739","56","ORAL","ADDED","02538687"
"90689","12","INTRA-ARTERIAL","REMOVED","02422182"
"104066","65","SUBCUTANEOUS","ADDED","02551969"
"103869","56","ORAL","ADDED","02549875"
"67464","2","DISINFECTANT (Barn)","ADDED","02243546"
"104030","49","INTRAVENOUS","ADDED","02551578"
"104010","56","ORAL","ADDED","02551373"
"104052","70","TOPICAL","ADDED","02551802"
"104081","56","ORAL","ADDED","02552124"
"103224","56","ORAL","ADDED","02543818"
"104028","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02551543"
"104032","56","ORAL","ADDED","02551594"
"104021","94","DISINFECTANT (Institutional/Industrial)","ADDED","02551470"
"104027","94","DISINFECTANT (Institutional/Industrial)","ADDED","02551535"
"103974","49","INTRAVENOUS","ADDED","02550989"
"104089","93","DISINFECTANT (Domestic)","ADDED","02552205"
"104031","56","ORAL","ADDED","02551586"
"104021","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02551470"
"104028","93","DISINFECTANT (Domestic)","ADDED","02551543"
"104061","56","ORAL","ADDED","02551918"
"103870","56","ORAL","ADDED","02549883"
"90688","31","INTRATHECAL","REMOVED","02422174"
"104072","56","ORAL","ADDED","02552027"
"104002","65","SUBCUTANEOUS","ADDED","02551292"
"104036","56","ORAL","ADDED","02551632"
"104057","56","ORAL","ADDED","02551853"
"103936","56","ORAL","ADDED","02550555"
"104004","65","SUBCUTANEOUS","ADDED","02551314"
"104003","65","SUBCUTANEOUS","ADDED","02551306"
"90691","12","INTRA-ARTERIAL","REMOVED","02422204"
"104051","56","ORAL","ADDED","02551799"
"103221","56","ORAL","ADDED","02543761"
"104040","70","TOPICAL","ADDED","02551675"
