drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"13255","34","LIQUID","REMOVED","01977547"
"101407","5","CAPSULE","ADDED","02525046"
"100843","134","SOLUTION","ADDED","02519151"
"101418","85","TABLET","ADDED","02525186"
"101419","85","TABLET","ADDED","02525194"
"5240","34","LIQUID","REMOVED","00581372"
"101394","85","TABLET","ADDED","02524910"
"101426","75","TABLET (EXTENDED-RELEASE)","ADDED","02525259"
"101430","134","SOLUTION","ADDED","02525283"
"100843","98","SPRAY","ADDED","02519151"
"101427","134","SOLUTION","ADDED","02525267"
"101423","75","TABLET (EXTENDED-RELEASE)","ADDED","02525224"
"101052","19","EMULSION","ADDED","02521326"
"101436","5","CAPSULE","ADDED","02525348"
"101437","5","CAPSULE","ADDED","02525356"
"101415","75","TABLET (EXTENDED-RELEASE)","ADDED","02525135"
"94528","75","TABLET (EXTENDED-RELEASE)","ADDED","02458217"
"101432","85","TABLET","ADDED","02525313"
"101405","36","LOTION","ADDED","02525062"
"101381","56","POWDER FOR SOLUTION","ADDED","02524791"
"101435","134","SOLUTION","ADDED","02525321"
"13255","134","SOLUTION","ADDED","01977547"
"96122","150","TABLET (IMMEDIATE RELEASE)","ADDED","02471981"
"95551","75","TABLET (EXTENDED-RELEASE)","ADDED","02467119"
"101392","85","TABLET","ADDED","02524899"
"101113","59","SHAMPOO","ADDED","02521962"
"101435","98","SPRAY","ADDED","02525321"
"5240","134","SOLUTION","ADDED","00581372"
"101413","9","CREAM","ADDED","02525119"
"101404","85","TABLET","ADDED","02525011"
"98506","75","TABLET (EXTENDED-RELEASE)","ADDED","02495139"
"101438","79","SUSPENSION","ADDED","02525364"
"101424","75","TABLET (EXTENDED-RELEASE)","ADDED","02525232"
"101166","59","SHAMPOO","ADDED","02522543"
"101393","85","TABLET","ADDED","02524902"
"101440","85","TABLET","ADDED","02525380"
"101428","134","SOLUTION","ADDED","02525275"
"95875","75","TABLET (EXTENDED-RELEASE)","ADDED","02469855"
"101001","59","SHAMPOO","ADDED","02520818"
"101408","5","CAPSULE","ADDED","02525054"
"96120","150","TABLET (IMMEDIATE RELEASE)","ADDED","02471965"
"101391","85","TABLET","ADDED","02524880"
"73394","34","LIQUID","REMOVED","02249073"
"101453","109","TABLET (DELAYED-RELEASE)","ADDED","02525534"
"101414","75","TABLET (EXTENDED-RELEASE)","ADDED","02525127"
"95552","75","TABLET (EXTENDED-RELEASE)","ADDED","02467127"
"101161","59","SHAMPOO","ADDED","02522497"
"101112","59","SHAMPOO","ADDED","02521954"
"101446","134","SOLUTION","ADDED","02525445"
"94529","75","TABLET (EXTENDED-RELEASE)","ADDED","02458225"
"101416","75","TABLET (EXTENDED-RELEASE)","ADDED","02525143"
"101002","59","SHAMPOO","ADDED","02520826"
"101431","85","TABLET","ADDED","02525305"
"101387","75","TABLET (EXTENDED-RELEASE)","ADDED","02524864"
"101445","134","SOLUTION","ADDED","02525437"
"95874","75","TABLET (EXTENDED-RELEASE)","ADDED","02469847"
"101410","36","LOTION","ADDED","02525089"
"101411","36","LOTION","ADDED","02525097"
"96121","150","TABLET (IMMEDIATE RELEASE)","ADDED","02471973"
"101417","75","TABLET (EXTENDED-RELEASE)","ADDED","02525151"
"100785","105","WIPE","ADDED","02518554"
"101395","105","WIPE","ADDED","02524929"
"101386","75","TABLET (EXTENDED-RELEASE)","ADDED","02524856"
"98510","75","TABLET (EXTENDED-RELEASE)","ADDED","02495147"
"101406","5","CAPSULE","ADDED","02525038"
"100845","134","SOLUTION","ADDED","02519186"
"101459","129","SWAB","ADDED","02525585"
"101425","75","TABLET (EXTENDED-RELEASE)","ADDED","02525240"
"100692","9","CREAM","ADDED","02517531"
"71084","85","TABLET","ADDED","02246861"
"101421","114","GEL","ADDED","02525178"
"73394","134","SOLUTION","ADDED","02249073"
"101439","85","TABLET","ADDED","02525372"
"100859","98","SPRAY","ADDED","02519313"
"101420","85","TABLET","ADDED","02525208"
"101409","5","CAPSULE","ADDED","02525070"
