drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"101437","56","ORAL","ADDED","02525356"
"101427","65","SUBCUTANEOUS","ADDED","02525267"
"86561","94","DISINFECTANT (Institutional/Industrial)","ADDED","02379740"
"101459","107","TOPICAL (HOSPITAL/HC FACILITIES)","ADDED","02525585"
"101445","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02525437"
"101446","105","TOPICAL (COMMERCIAL)","ADDED","02525445"
"100692","70","TOPICAL","ADDED","02517531"
"14240","70","TOPICAL","ADDED","02003767"
"101419","56","ORAL","ADDED","02525194"
"101426","56","ORAL","ADDED","02525259"
"101394","56","ORAL","ADDED","02524910"
"101413","104","TOPICAL (HOUSEHOLD)","ADDED","02525119"
"2743","65","SUBCUTANEOUS","REMOVED","00364304"
"101405","70","TOPICAL","ADDED","02525062"
"101445","8","DISINFECTANT (Food Premises)","ADDED","02525437"
"73394","94","DISINFECTANT (Institutional/Industrial)","ADDED","02249073"
"86561","93","DISINFECTANT (Domestic)","ADDED","02379740"
"101420","56","ORAL","ADDED","02525208"
"101418","56","ORAL","ADDED","02525186"
"101409","56","ORAL","ADDED","02525070"
"101113","70","TOPICAL","ADDED","02521962"
"101052","22","INTRAMUSCULAR","ADDED","02521326"
"101445","94","DISINFECTANT (Institutional/Industrial)","ADDED","02525437"
"101439","56","ORAL","ADDED","02525372"
"101436","56","ORAL","ADDED","02525348"
"101417","56","ORAL","ADDED","02525151"
"101001","70","TOPICAL","ADDED","02520818"
"96121","56","ORAL","ADDED","02471973"
"101386","56","ORAL","ADDED","02524856"
"95874","56","ORAL","ADDED","02469847"
"71084","56","ORAL","ADDED","02246861"
"101421","70","TOPICAL","ADDED","02525178"
"100785","93","DISINFECTANT (Domestic)","ADDED","02518554"
"101435","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02525321"
"101438","22","INTRAMUSCULAR","ADDED","02525364"
"101166","70","TOPICAL","ADDED","02522543"
"98510","56","ORAL","ADDED","02495147"
"101425","56","ORAL","ADDED","02525240"
"101395","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02524929"
"101445","2","DISINFECTANT (Barn)","ADDED","02525437"
"101431","56","ORAL","ADDED","02525305"
"101161","70","TOPICAL","ADDED","02522497"
"101416","56","ORAL","ADDED","02525143"
"94529","56","ORAL","ADDED","02458225"
"101406","56","ORAL","ADDED","02525038"
"101387","56","ORAL","ADDED","02524864"
"101428","65","SUBCUTANEOUS","ADDED","02525275"
"101435","93","DISINFECTANT (Domestic)","ADDED","02525321"
"73394","2","DISINFECTANT (Barn)","ADDED","02249073"
"2743","1","BLOCK/INFILTRATION","ADDED","00364304"
"101435","94","DISINFECTANT (Institutional/Industrial)","ADDED","02525321"
"101414","56","ORAL","ADDED","02525127"
"86561","2","DISINFECTANT (Barn)","ADDED","02379740"
"101410","70","TOPICAL","ADDED","02525089"
"100859","93","DISINFECTANT (Domestic)","ADDED","02519313"
"101411","70","TOPICAL","ADDED","02525097"
"101112","70","TOPICAL","ADDED","02521954"
"101391","56","ORAL","ADDED","02524880"
"101430","93","DISINFECTANT (Domestic)","ADDED","02525283"
"95552","56","ORAL","ADDED","02467127"
"101408","56","ORAL","ADDED","02525054"
"101002","70","TOPICAL","ADDED","02520826"
"101435","8","DISINFECTANT (Food Premises)","ADDED","02525321"
"101424","56","ORAL","ADDED","02525232"
"101395","8","DISINFECTANT (Food Premises)","ADDED","02524929"
"100785","8","DISINFECTANT (Food Premises)","ADDED","02518554"
"98506","56","ORAL","ADDED","02495139"
"100785","94","DISINFECTANT (Institutional/Industrial)","ADDED","02518554"
"101395","94","DISINFECTANT (Institutional/Industrial)","ADDED","02524929"
"101381","49","INTRAVENOUS","ADDED","02524791"
"101404","56","ORAL","ADDED","02525011"
"100843","93","DISINFECTANT (Domestic)","ADDED","02519151"
"101440","56","ORAL","ADDED","02525380"
"101393","56","ORAL","ADDED","02524902"
"14240","56","ORAL","REMOVED","02003767"
"95875","56","ORAL","ADDED","02469855"
"96120","56","ORAL","ADDED","02471965"
"101445","93","DISINFECTANT (Domestic)","ADDED","02525437"
"101381","22","INTRAMUSCULAR","ADDED","02524791"
"95551","56","ORAL","ADDED","02467119"
"101392","56","ORAL","ADDED","02524899"
"86561","8","DISINFECTANT (Food Premises)","ADDED","02379740"
"96122","56","ORAL","ADDED","02471981"
"100845","93","DISINFECTANT (Domestic)","ADDED","02519186"
"101435","2","DISINFECTANT (Barn)","ADDED","02525321"
"94528","56","ORAL","ADDED","02458217"
"101415","56","ORAL","ADDED","02525135"
"101453","56","ORAL","ADDED","02525534"
"101432","56","ORAL","ADDED","02525313"
"101407","56","ORAL","ADDED","02525046"
"101423","56","ORAL","ADDED","02525224"
