drug_code,drug_identification_number,current_brand_name,previous_brand_name
"43221","02217481","APO-LISINOPRIL","APO-LISINOPRIL TABLET 5 MG"
"43222","02217503","APO-LISINOPRIL","APO-LISINOPRIL TABLET 10 MG"
"43223","02217511","APO-LISINOPRIL","APO-LISINOPRIL TABLET 20 MG"
"74951","02264099","CANESTEN® COMBI 3 DAY","CANESTEN COMBI 3 DAY COMFORTAB + EXTERNAL CREAM"
"74952","02264102","CANESTEN® COMBI 1 DAY","CANESTEN COMBI 1 DAY COMFORTAB + EXTERNAL CREAM"
"83747","02352230","TARO-ENALAPRIL","RAN-ENALAPRIL"
"83748","02352249","TARO-ENALAPRIL","RAN-ENALAPRIL"
"83749","02352257","TARO-ENALAPRIL","RAN-ENALAPRIL"
"83750","02352265","TARO-ENALAPRIL","RAN-ENALAPRIL"
"94825","02460769","CLOROXPRO CLOROX TOTAL 360 DISINFECTANT CLEANER","CLOROX COMMERCIAL SOLUTIONS CLOROX TOTAL 360 DISINFECTANT CLEANER"
"9587","00741515","WHITE PETROLATUM OINTMENT","WHITE PETROLEUM JELLY USP OINTMENT"
"13249","01944029","NUGEN HWS-256","FORMULATION HWS-256"
"73394","02249073","NUGEN HS-1210 (50%) DISINFECTANT/SANITIZER","FORMULATION HS-1210 (50%) DISINFECTANT/SANITIZER"
"95364","02465469","CEFAZOLIN SODIUM FOR INJECTION BP","CEFAZOLIN FOR INJECTION USP"
"93160","02446294","NUGEN DISINFECTANT WIPES PLUS","DISINFECTANT WIPES PLUS"
"96000","02470942","NUGEN DISINFECTANT WIPES PLUS 2-340","LONZA DISINFECTANT WIPES PLUS 2-340"
"80848","02322994","NUGEN DISINFECTANT WIPES","LONZA DISINFECTANT WIPES"
"97837","02488272","REPLENIX ACNE","REPLENIX ACNE SOLUTIONS ACNE WASH 5%"
"96301","02473615","GLYCOPYRRONIUM / FORMOTEROL FUMARATE DIHYDRATE PRESSURIZED INHALATION SUSPENSION","GLYCOPYRRONIUM (AS BROMIDE) / FORMOTEROL FUMARATE DIHYDRATE PRESSURIZED INHALATION AEROSOL"
"95365","02465477","CEFAZOLIN SODIUM FOR INJECTION BP","CEFAZOLIN FOR INJECTION USP"
