tm_code,tm_formal_name,changes
"8001812","interferon alfa-2b","ADDED"
"8001814","interferon beta-1a","ADDED"
"8001869","potassium acetate","ADDED"
"8002139","mannitol and sorbitol","ADDED"
"8001523","sacubitril and valsartan","ADDED"
"8002162","sodium phosphate dibasic and sodium phosphate monobasic","ADDED"
"8001926","romiplostim","ADDED"
"8002138","mannitol","ADDED"
"8002224","phospholipid and surfactant-associated proteins sp-b and sp-c","ADDED"
"8001943","somatropin","ADDED"
"8001266","etanercept","ADDED"
"8002250","polyethylene glycol 3350 and propylene glycol","ADDED"
"8002249","calcium gluconate","ADDED"
"8001053","zafirlukast","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19971117"" -> ""20180102"""
"8002155","potassium phosphate monobasic","ADDED"
"8002239","bacitracin and polymyxin B","ADDED"
