drug_code,mp_code,mp_formal_name,changes
2568,00382825,RIVOTRIL (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED,"mp_formal_name: ""RIVOTRIL ̲0̲.̲5̲T̲A̲B̲ (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"" -> ""RIVOTRIL (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"""
2569,00382841,RIVOTRIL (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED,"mp_formal_name: ""RIVOTRIL ̲2̲T̲A̲B̲ (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"" -> ""RIVOTRIL (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"""
3806,00497754,PRO-OXAZEPAM (oxazepam 10 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲1̲0̲ ̲T̲A̲B̲ ̲1̲0̲M̲G̲ (oxazepam 10 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazepam 10 mg oral tablet) PRO DOC LIMITEE"""
3807,00497762,PRO-OXAZEPAM (oxazepam 15 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲1̲5̲ ̲T̲A̲B̲ ̲1̲5̲M̲G̲ (oxazepam 15 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazepam 15 mg oral tablet) PRO DOC LIMITEE"""
3808,00497770,PRO-OXAZEPAM (oxazepam 30 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲3̲0̲ ̲T̲A̲B̲ ̲3̲0̲M̲G̲ (oxazepam 30 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazepam 30 mg oral tablet) PRO DOC LIMITEE"""
5175,00590762,NAPROXEN - 250 (naproxen 250 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""NAPROXEN 250 (naproxen 250 mg oral tablet) PRO DOC LIMITEE"" -> ""NAPROXEN ̲-̲ 250 (naproxen 250 mg oral tablet) PRO DOC LIMITEE"""
5213,00568406,RIVA-OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC.,"mp_formal_name: ""RIVA ̲OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC."" -> ""RIVA-̲OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC."""
5214,00568414,RIVA-OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC.,"mp_formal_name: ""RIVA ̲OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC."" -> ""RIVA-̲OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC."""
5563,00568392,RIVA-OXAZEPAM (oxazepam 10 mg oral tablet) LABORATOIRE RIVA INC.,"mp_formal_name: ""RIVA ̲OXAZEPAM (oxazepam 10 mg oral tablet) LABORATOIRE RIVA INC."" -> ""RIVA-̲OXAZEPAM (oxazepam 10 mg oral tablet) LABORATOIRE RIVA INC."""
6266,00618721,NAPROXEN - 500 (naproxen 500 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""NAPROXEN 500 (naproxen 500 mg oral tablet) PRO DOC LIMITEE"" -> ""NAPROXEN ̲-̲ 500 (naproxen 500 mg oral tablet) PRO DOC LIMITEE"""
72637,02248297,EVRA (ethinyl estradiol 35 mcg per 24 hour and norelgestromin 200 mcg per 24 hour transdermal patch) SEARCHLIGHT PHARMA INC,"mp_formal_name: ""EVRA (ethinyl estradiol 35 mcg per 24 hour and norelgestromin 200 mcg per 24 hour transdermal patch) J̲A̲N̲S̲S̲E̲N̲ INC"" -> ""EVRA (ethinyl estradiol 35 mcg per 24 hour and norelgestromin 200 mcg per 24 hour transdermal patch) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
91597,02431548,METHYLENE BLUE INJECTION USP (methylene blue 50 mg per 5 mL solution for injection ampoule) HIKMA CANADA LIMITED,"mp_formal_name: ""METHYLENE BLUE INJECTION USP (methylene blue 50 mg per 5 mL solution for injection ampoule) T̲E̲L̲I̲P̲,̲ ̲L̲L̲C̲,̲ ̲A̲ ̲S̲U̲B̲S̲I̲D̲I̲A̲R̲Y̲ ̲O̲F̲ ̲T̲E̲L̲I̲G̲E̲N̲T̲,̲ ̲I̲N̲C̲.̲"" -> ""METHYLENE BLUE INJECTION USP (methylene blue 50 mg per 5 mL solution for injection ampoule) H̲I̲K̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
91662,02432188,ATROPINE INJECTION BP (atropine sulfate 0.4 mg per 1 mL solution for injection ampoule) HIKMA CANADA LIMITED,"mp_formal_name: ""ATROPINE INJECTION BP (atropine sulfate 0.4 mg per 1 mL solution for injection ampoule) T̲E̲L̲I̲P̲,̲ ̲L̲L̲C̲,̲ ̲A̲ ̲S̲U̲B̲S̲I̲D̲I̲A̲R̲Y̲ ̲O̲F̲ ̲T̲E̲L̲I̲G̲E̲N̲T̲,̲ ̲I̲N̲C̲.̲"" -> ""ATROPINE INJECTION BP (atropine sulfate 0.4 mg per 1 mL solution for injection ampoule) H̲I̲K̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
91663,02432196,ATROPINE INJECTION BP (atropine sulfate 0.6 mg per 1 mL solution for injection ampoule) HIKMA CANADA LIMITED,"mp_formal_name: ""ATROPINE INJECTION BP (atropine sulfate 0.6 mg per 1 mL solution for injection ampoule) T̲E̲L̲I̲P̲,̲ ̲L̲L̲C̲,̲ ̲A̲ ̲S̲U̲B̲S̲I̲D̲I̲A̲R̲Y̲ ̲O̲F̲ ̲T̲E̲L̲I̲G̲E̲N̲T̲,̲ ̲I̲N̲C̲.̲"" -> ""ATROPINE INJECTION BP (atropine sulfate 0.6 mg per 1 mL solution for injection ampoule) H̲I̲K̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
