drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
2568,00382825,"RIVOTRIL (clonazépam 0,5 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED","clonazépam 0,5 mg comprimé oral",clonazépam,"mp_fr_description: ""RIVOTRIL ̲0̲.̲5̲T̲A̲B̲ (clonazépam 0,5 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED"" -> ""RIVOTRIL (clonazépam 0,5 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED"""
2569,00382841,RIVOTRIL (clonazépam 2 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED,clonazépam 2 mg comprimé oral,clonazépam,"mp_fr_description: ""RIVOTRIL ̲2̲T̲A̲B̲ (clonazépam 2 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED"" -> ""RIVOTRIL (clonazépam 2 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED"""
3806,00497754,PRO-OXAZEPAM (oxazépam 10 mg comprimé oral) PRO DOC LIMITEE,oxazépam 10 mg comprimé oral,oxazépam,"mp_fr_description: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲1̲0̲ ̲T̲A̲B̲ ̲1̲0̲M̲G̲ (oxazépam 10 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazépam 10 mg comprimé oral) PRO DOC LIMITEE"""
3807,00497762,PRO-OXAZEPAM (oxazépam 15 mg comprimé oral) PRO DOC LIMITEE,oxazépam 15 mg comprimé oral,oxazépam,"mp_fr_description: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲1̲5̲ ̲T̲A̲B̲ ̲1̲5̲M̲G̲ (oxazépam 15 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazépam 15 mg comprimé oral) PRO DOC LIMITEE"""
3808,00497770,PRO-OXAZEPAM (oxazépam 30 mg comprimé oral) PRO DOC LIMITEE,oxazépam 30 mg comprimé oral,oxazépam,"mp_fr_description: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲3̲0̲ ̲T̲A̲B̲ ̲3̲0̲M̲G̲ (oxazépam 30 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazépam 30 mg comprimé oral) PRO DOC LIMITEE"""
5175,00590762,NAPROXEN - 250 (naproxène 250 mg comprimé oral) PRO DOC LIMITEE,naproxène 250 mg comprimé oral,naproxène,"mp_fr_description: ""NAPROXEN 250 (naproxène 250 mg comprimé oral) PRO DOC LIMITEE"" -> ""NAPROXEN ̲-̲ 250 (naproxène 250 mg comprimé oral) PRO DOC LIMITEE"""
5213,00568406,RIVA-OXAZEPAM (oxazépam 15 mg comprimé oral) LABORATOIRE RIVA INC.,oxazépam 15 mg comprimé oral,oxazépam,"mp_fr_description: ""RIVA ̲OXAZEPAM (oxazépam 15 mg comprimé oral) LABORATOIRE RIVA INC."" -> ""RIVA-̲OXAZEPAM (oxazépam 15 mg comprimé oral) LABORATOIRE RIVA INC."""
5214,00568414,RIVA-OXAZEPAM (oxazépam 30 mg comprimé oral) LABORATOIRE RIVA INC.,oxazépam 30 mg comprimé oral,oxazépam,"mp_fr_description: ""RIVA ̲OXAZEPAM (oxazépam 30 mg comprimé oral) LABORATOIRE RIVA INC."" -> ""RIVA-̲OXAZEPAM (oxazépam 30 mg comprimé oral) LABORATOIRE RIVA INC."""
5563,00568392,RIVA-OXAZEPAM (oxazépam 10 mg comprimé oral) LABORATOIRE RIVA INC.,oxazépam 10 mg comprimé oral,oxazépam,"mp_fr_description: ""RIVA ̲OXAZEPAM (oxazépam 10 mg comprimé oral) LABORATOIRE RIVA INC."" -> ""RIVA-̲OXAZEPAM (oxazépam 10 mg comprimé oral) LABORATOIRE RIVA INC."""
6266,00618721,NAPROXEN - 500 (naproxène 500 mg comprimé oral) PRO DOC LIMITEE,naproxène 500 mg comprimé oral,naproxène,"mp_fr_description: ""NAPROXEN 500 (naproxène 500 mg comprimé oral) PRO DOC LIMITEE"" -> ""NAPROXEN ̲-̲ 500 (naproxène 500 mg comprimé oral) PRO DOC LIMITEE"""
