ccdd_code,ccdd_formal_name,ccdd_type,policy_type,policy_reference,special_groupings_status,special_groupings_status_effective_time,changes
00568406,RIVA-OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC.,MP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""RIVA OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC."" -> RIVA-OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC."
00568392,RIVA-OXAZEPAM (oxazepam 10 mg oral tablet) LABORATOIRE RIVA INC.,MP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""RIVA OXAZEPAM (oxazepam 10 mg oral tablet) LABORATOIRE RIVA INC."" -> RIVA-OXAZEPAM (oxazepam 10 mg oral tablet) LABORATOIRE RIVA INC."
00497762,PRO-OXAZEPAM (oxazepam 15 mg oral tablet) PRO DOC LIMITEE,MP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""OXAZEPAM 15 TAB 15MG (oxazepam 15 mg oral tablet) PRO DOC LIMITEE"" -> PRO-OXAZEPAM (oxazepam 15 mg oral tablet) PRO DOC LIMITEE"
00497770,PRO-OXAZEPAM (oxazepam 30 mg oral tablet) PRO DOC LIMITEE,MP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""OXAZEPAM 30 TAB 30MG (oxazepam 30 mg oral tablet) PRO DOC LIMITEE"" -> PRO-OXAZEPAM (oxazepam 30 mg oral tablet) PRO DOC LIMITEE"
00497754,PRO-OXAZEPAM (oxazepam 10 mg oral tablet) PRO DOC LIMITEE,MP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""OXAZEPAM 10 TAB 10MG (oxazepam 10 mg oral tablet) PRO DOC LIMITEE"" -> PRO-OXAZEPAM (oxazepam 10 mg oral tablet) PRO DOC LIMITEE"
9014676,diazepam 10 mg per 2 mL rectal gel tube,NTP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02519070,"DIASTAT (diazepam 10 mg per 2 mL rectal gel tube) BAUSCH HEALTH, CANADA INC.",MP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
00382825,RIVOTRIL (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED,MP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""RIVOTRIL 0.5TAB (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"" -> RIVOTRIL (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"
00382841,RIVOTRIL (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED,MP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""RIVOTRIL 2TAB (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"" -> RIVOTRIL (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"
00568414,RIVA-OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC.,MP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""RIVA OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC."" -> RIVA-OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC."
02519089,"DIASTAT (diazepam 15 mg per 3 mL rectal gel tube) BAUSCH HEALTH, CANADA INC.",MP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
