tm_code,tm_formal_name,tm_fr_description,changes
8002418,cilgavimab and tixagevimab,cilgavimab et tixagévimab,ADDED
8002416,voretigene neparvovec,voretigène néparvovec,ADDED
8002417,bimekizumab,bimékizumab,ADDED
8002412,cenegermin,cénégermine,ADDED
8001487,levocabastine,lévocabastine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19931231"" -> ""20201222"""
8002413,dostarlimab,dostarlimab,ADDED
8002419,drospirenone,drospirénone,ADDED
8002267,suvorexant,suvorexant,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20190418"" -> ""20200514"""
8002420,polyethylene glycol 400 and tetrahydrozoline,polyethylene glycol 400 et tétrahydrozoline,ADDED
8002411,anifrolumab,anifrolumab,ADDED
8002179,camphor and eucalyptol and guaiacol,camphre et eucalyptol et guaïacol,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19771231"" -> ""20210623"""
8001659,glycopyrrolate,glycopyrrolate,DELETED
8002414,somatrogon,somatrogon,ADDED
8002415,turoctocog alfa pegol,turoctocog alfa pégol,ADDED
