drug_code,drug_identification_number,current_brand_name,previous_brand_name
"11597","00614505","DOLORAL SIROP","DOLORAL 5 SIROP 5MG/ML"
"1673","00061131","LACTATED RINGER'S AND 5% DEXTROSE INJECTION, USP","LACTATED RINGER'S AND 5% INJECTION, USP"
"43531","02229269","ZYPREXA","ZYPREXA - 5MG"
"43533","02229285","ZYPREXA","ZYPREXA - 10MG"
"4902","00545066","APO-METRONIDAZOLE TABLETS","METRONIDAZOLE"
"6171","00614491","DOLORAL SIROP","DOLORAL 1 SIROP 1MG/ML"
"62290","02238850","ZYPREXA","ZYPREXA 15MG"
"62291","02238851","ZYPREXA","ZYPREXA 20MG"
"74072","02255529","TEVA-FLUVOXAMINE","ACT FLUVOXAMINE"
"74073","02255537","TEVA-FLUVOXAMINE","ACT FLUVOXAMINE"
"93886","02452480","NRA-TADALAFIL TABLETS","PRIVA-TADALAFIL"
"93887","02452499","NRA-TADALAFIL TABLETS","PRIVA-TADALAFIL"
"93888","02452502","NRA-TADALAFIL TABLETS","PRIVA-TADALAFIL"
"96721","02476193","PYRITHIONE ZINC DANDRUFF SHAMPOO MEN 2IN1 SWAGGER","PYRITHIONE ZINC DANDRUFF SHAMPOO 2IN1 MEN SWAGGER"
"96806","02477211","PYRITHIONE ZINC DANDRUFF SHAMPOO MEN 2IN1 PURE SPORT","PYRITHIONE ZINC DANDRUFF SHAMPOO 2IN1 MEN PURE SPORT"
"96824","02477289","PYRITHIONE ZINC DANDRUFF SHAMPOO MEN 2IN1 FIJI","PYRITHIONE ZINC DANDRUFF SHAMPOO 2IN1 MEN FIJI"
"9993","00781878","VITAMIN K1","VITAMIN K1 INJ 1MG/0.5ML USP"
"9994","00804312","VITAMIN K1","VITAMIN K1 INJ 10MG/ML USP"
"93885","02452472","NRA-TADALAFIL TABLETS","PRIVA-TADALAFIL"
