drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"102667","11748","REMOVED","approved",NA,NA,NA,"02537915"
"102668","11748","REMOVED","approved",NA,NA,NA,"02537923"
"92726","11748","REMOVED","active",NA,NA,NA,"02442809"
"102666","11748","REMOVED","approved",NA,NA,NA,"02537907"
"73448","896","Changed","active","PAMIDRONATE DISODIUM","6","MG","02249677"
"12492","309","Changed","inactive","IRON (IRON MALATE)","7.5","MG","00879851"
"103424","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","40","MG","02545489"
"103434","1","ADDED","approved","OLANZAPINE","5","MG","02545594"
"103449","10021","ADDED","approved","CITRIC ACID","0.5","%","02545756"
"103395","13365","ADDED","approved","OMALIZUMAB","300","MG","02545160"
"103361","6492","ADDED","approved","PSEUDOEPHEDRINE HYDROCHLORIDE","15","MG","02544997"
"103436","1","ADDED","approved","OLANZAPINE","10","MG","02545616"
"103412","11323","ADDED","approved","SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","25","MG","02545349"
"92726","1939","ADDED","active","TRAZODONE HYDROCHLORIDE","50","MG","02442809"
"103429","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","100","MG","02545535"
"102922","12049","ADDED","approved","OCTINOXATE","7.5","%","02540525"
"103418","20570","ADDED","approved","DENOSUMAB","60","MG","02545411"
"92727","1939","ADDED","active","TRAZODONE HYDROCHLORIDE","100","MG","02442817"
"103452","12030","ADDED","approved","DEXAMETHASONE PHOSPHATE (DEXAMETHASONE SODIUM PHOSPHATE)","10","MG","02545780"
"102667","1939","ADDED","approved","TRAZODONE HYDROCHLORIDE","100","MG","02537915"
"103404","10225","ADDED","approved","LIDOCAINE HYDROCHLORIDE","10","MG","02545268"
"103385","10021","ADDED","approved","CITRIC ACID","1","%","02545047"
"12298","309","Changed","inactive","IRON (IRON MALATE)","1.5","MG","01901117"
"103425","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","80","MG","02545497"
"103435","1","ADDED","approved","OLANZAPINE","7.5","MG","02545608"
"103403","11776","ADDED","approved","IRBESARTAN","300","MG","02545241"
"103343","2609","ADDED","approved","IBUPROFEN (IBUPROFEN SODIUM DIHYDRATE)","3","MG","02544806"
"103392","13365","ADDED","approved","OMALIZUMAB","75","MG","02545136"
"103409","11323","ADDED","approved","SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","100","MG","02545314"
"103361","9952","ADDED","approved","DEXTROPROPOXYPHENE HYDROCHLORIDE","7.5","MG","02544997"
"103446","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN TARTRATE HEMIHYDRATE)","50","MG","02545705"
"103413","11323","ADDED","approved","SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","50","MG","02545357"
"103343","270","ADDED","approved","ACETAMINOPHEN","10","MG","02544806"
"103451","6363","ADDED","approved","ETHOSUXIMIDE","250","MG","02545772"
"103453","12030","ADDED","approved","DEXAMETHASONE PHOSPHATE (DEXAMETHASONE SODIUM PHOSPHATE)","4","MG","02545799"
"103349","2298","ADDED","approved","DOXORUBICIN HYDROCHLORIDE","2","MG","02544857"
"103398","626","ADDED","approved","CHLORHEXIDINE GLUCONATE","0.54","%","02545195"
"73447","896","Changed","dormant","PAMIDRONATE DISODIUM","3","MG","02249669"
"73449","896","Changed","active","PAMIDRONATE DISODIUM","9","MG","02249685"
"94712","13365","Changed","active","OMALIZUMAB","150","MG","02459795"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
