drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"82233","active","active","02336707","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"80322","active","active","02317699","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"80324","active","active","02317710","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"79016","active","active","02304899","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"79017","active","active","02304902","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"4902","active","active","00545066","APOTEX INC","AA PHARMA INC"
"94664","active","active","02459418","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"92497","active","active","02440601","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"89895","active","active","02414295","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"98243","active","active","02492415","AMPHASTAR PHARMACEUTICALS, INC.","ELI LILLY CANADA INC"
"72399","active","active","02248077","PHARMAAND GMBH","ZR PHARMA& GMBH"
"90495","active","active","02420341","CHIESI FARMACEUTICI S.P.A.","AMRYT PHARMACEUTICALS DAC"
"90498","active","active","02420384","CHIESI FARMACEUTICI S.P.A.","AMRYT PHARMACEUTICALS DAC"
"90496","active","active","02420376","CHIESI FARMACEUTICI S.P.A.","AMRYT PHARMACEUTICALS DAC"
"18099","dormant","dormant","02026457","STERI-MED PHARMA INC.","PHARMA STULLN INC."
"94365","approved","approved","02456664","KARO HEALTHCARE AB","KNIGHT THERAPEUTICS INC."
"94366","approved","approved","02456672","KARO HEALTHCARE AB","KNIGHT THERAPEUTICS INC."
