drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"103408","85","TABLET","ADDED","02545306"
"103398","134","SOLUTION","ADDED","02545195"
"103435","85","TABLET","ADDED","02545608"
"103418","134","SOLUTION","ADDED","02545411"
"103394","134","SOLUTION","ADDED","02545152"
"103391","56","POWDER FOR SOLUTION","ADDED","02545128"
"103434","85","TABLET","ADDED","02545594"
"103349","79","SUSPENSION","ADDED","02544857"
"103407","85","TABLET","ADDED","02545292"
"103405","134","SOLUTION","ADDED","02545276"
"103436","85","TABLET","ADDED","02545616"
"103441","85","TABLET","ADDED","02545667"
"103363","109","TABLET (DELAYED-RELEASE)","ADDED","02545012"
"103402","85","TABLET","ADDED","02545233"
"103361","82","SYRUP","ADDED","02544997"
"103406","85","TABLET","ADDED","02545284"
"102899","134","SOLUTION","ADDED","02540290"
"103425","85","TABLET","ADDED","02545497"
"103446","85","TABLET","ADDED","02545705"
"103428","85","TABLET","ADDED","02545527"
"103343","134","SOLUTION","ADDED","02544806"
"102922","9","CREAM","ADDED","02540525"
"103393","134","SOLUTION","ADDED","02545144"
"103451","5","CAPSULE","ADDED","02545772"
"103448","98","SPRAY","ADDED","02545748"
"103443","134","SOLUTION","ADDED","02545683"
"103392","134","SOLUTION","ADDED","02545136"
"103401","85","TABLET","ADDED","02545225"
"103354","85","TABLET","ADDED","02544911"
"103357","5","CAPSULE","ADDED","02544954"
"103430","134","SOLUTION","ADDED","02545543"
"103409","85","TABLET","ADDED","02545314"
"103448","134","SOLUTION","ADDED","02545748"
"103449","105","WIPE","ADDED","02545756"
"103422","85","TABLET","ADDED","02545462"
"103440","105","WIPE","ADDED","02545659"
"103427","85","TABLET","ADDED","02545519"
"103429","85","TABLET","ADDED","02545535"
"103424","85","TABLET","ADDED","02545489"
"103360","5","CAPSULE","ADDED","02544989"
"103437","85","TABLET","ADDED","02545624"
"103388","85","TABLET","ADDED","02545071"
"103404","134","SOLUTION","ADDED","02545268"
"103453","134","SOLUTION","ADDED","02545799"
"103423","85","TABLET","ADDED","02545470"
"103412","85","TABLET","ADDED","02545349"
"103355","85","TABLET","ADDED","02544938"
"103396","75","TABLET (EXTENDED-RELEASE)","ADDED","02545179"
"103385","105","WIPE","ADDED","02545047"
"103403","85","TABLET","ADDED","02545241"
"103420","5","CAPSULE","ADDED","02545446"
"103452","134","SOLUTION","ADDED","02545780"
"102924","9","CREAM","ADDED","02540541"
"103356","85","TABLET","ADDED","02544946"
"103414","85","TABLET","ADDED","02545365"
"103442","85","TABLET","ADDED","02545675"
"103395","134","SOLUTION","ADDED","02545160"
"103438","85","TABLET","ADDED","02545632"
"103413","85","TABLET","ADDED","02545357"
"103433","85","TABLET","ADDED","02545586"
"103362","134","SOLUTION","ADDED","02545004"
