drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"103434","56","ORAL","ADDED","02545594"
"103438","56","ORAL","ADDED","02545632"
"103401","56","ORAL","ADDED","02545225"
"103393","65","SUBCUTANEOUS","ADDED","02545144"
"103420","56","ORAL","ADDED","02545446"
"103385","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02545047"
"103405","1","BLOCK/INFILTRATION","ADDED","02545276"
"103385","2","DISINFECTANT (Barn)","ADDED","02545047"
"103360","56","ORAL","ADDED","02544989"
"103452","49","INTRAVENOUS","ADDED","02545780"
"103422","56","ORAL","ADDED","02545462"
"103424","56","ORAL","ADDED","02545489"
"103453","22","INTRAMUSCULAR","ADDED","02545799"
"103395","65","SUBCUTANEOUS","ADDED","02545160"
"103354","56","ORAL","ADDED","02544911"
"103448","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02545748"
"103391","56","ORAL","ADDED","02545128"
"103412","56","ORAL","ADDED","02545349"
"103452","22","INTRAMUSCULAR","ADDED","02545780"
"103357","56","ORAL","ADDED","02544954"
"103388","56","ORAL","ADDED","02545071"
"103437","56","ORAL","ADDED","02545624"
"102922","70","TOPICAL","ADDED","02540525"
"103425","56","ORAL","ADDED","02545497"
"103452","63","SOFT TISSUE INJECTION","ADDED","02545780"
"103362","80","INTRAVITREAL","ADDED","02545004"
"103418","65","SUBCUTANEOUS","ADDED","02545411"
"103453","21","INTRALESIONAL","ADDED","02545799"
"103440","94","DISINFECTANT (Institutional/Industrial)","ADDED","02545659"
"103349","49","INTRAVENOUS","ADDED","02544857"
"103409","56","ORAL","ADDED","02545314"
"103451","56","ORAL","ADDED","02545772"
"103442","56","ORAL","ADDED","02545675"
"103407","56","ORAL","ADDED","02545292"
"103448","94","DISINFECTANT (Institutional/Industrial)","ADDED","02545748"
"103429","56","ORAL","ADDED","02545535"
"103453","10","INTRA-ARTICULAR","ADDED","02545799"
"103440","8","DISINFECTANT (Food Premises)","ADDED","02545659"
"103392","65","SUBCUTANEOUS","ADDED","02545136"
"103436","56","ORAL","ADDED","02545616"
"103448","8","DISINFECTANT (Food Premises)","ADDED","02545748"
"103453","49","INTRAVENOUS","ADDED","02545799"
"103385","8","DISINFECTANT (Food Premises)","ADDED","02545047"
"103385","93","DISINFECTANT (Domestic)","ADDED","02545047"
"103448","93","DISINFECTANT (Domestic)","ADDED","02545748"
"103402","56","ORAL","ADDED","02545233"
"103363","56","ORAL","ADDED","02545012"
"103452","21","INTRALESIONAL","ADDED","02545780"
"103404","1","BLOCK/INFILTRATION","ADDED","02545268"
"103453","63","SOFT TISSUE INJECTION","ADDED","02545799"
"103430","70","TOPICAL","ADDED","02545543"
"103433","56","ORAL","ADDED","02545586"
"103413","56","ORAL","ADDED","02545357"
"103406","56","ORAL","ADDED","02545284"
"103446","56","ORAL","ADDED","02545705"
"103440","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02545659"
"103449","93","DISINFECTANT (Domestic)","ADDED","02545756"
"103449","8","DISINFECTANT (Food Premises)","ADDED","02545756"
"103343","49","INTRAVENOUS","ADDED","02544806"
"103449","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02545756"
"102899","93","DISINFECTANT (Domestic)","ADDED","02540290"
"103355","56","ORAL","ADDED","02544938"
"103443","105","TOPICAL (COMMERCIAL)","ADDED","02545683"
"103449","94","DISINFECTANT (Institutional/Industrial)","ADDED","02545756"
"103452","10","INTRA-ARTICULAR","ADDED","02545780"
"103356","56","ORAL","ADDED","02544946"
"102924","70","TOPICAL","ADDED","02540541"
"103423","56","ORAL","ADDED","02545470"
"103385","94","DISINFECTANT (Institutional/Industrial)","ADDED","02545047"
"103414","56","ORAL","ADDED","02545365"
"103403","56","ORAL","ADDED","02545241"
"103440","93","DISINFECTANT (Domestic)","ADDED","02545659"
"103441","56","ORAL","ADDED","02545667"
"103361","56","ORAL","ADDED","02544997"
"103427","56","ORAL","ADDED","02545519"
"103408","56","ORAL","ADDED","02545306"
"103428","56","ORAL","ADDED","02545527"
"103435","56","ORAL","ADDED","02545608"
"103394","65","SUBCUTANEOUS","ADDED","02545152"
"103396","56","ORAL","ADDED","02545179"
"103398","70","TOPICAL","ADDED","02545195"
