tm_code,tm_formal_name,tm_status,tm_status_effective_time
"NA","chlorambucil","active","19571231"
"NA","methotrimeprazine","active","19581231"
"NA","asparaginase","active","19741231"
"NA","theophylline","active","19791231"
"NA","nitrazepam","active","19801231"
"NA","nabilone","active","19821231"
"NA","tamoxifen","active","19891231"
"NA","triazolam","active","19891231"
"NA","chloral hydrate","active","19901231"
"NA","anastrozole","active","19960830"
"NA","ondansetron","active","19961113"
"NA","irinotecan","active","19970827"
"NA","letrozole","active","19970902"
"NA","brimonidine","active","19971202"
"NA","naratriptan","active","19980505"
"NA","zolmitriptan","active","19980930"
"NA","brinzolamide","active","19981111"
"NA","midazolam","active","19990721"
"NA","exemestane","active","20000817"
"NA","ibutilide","active","20001128"
"NA","almotriptan","active","20031208"
"NA","brimonidine and timolol","active","20031211"
"NA","eletriptan","active","20041013"
"NA","trospium","active","20060404"
"NA","darifenacin","active","20060406"
"NA","granisetron","active","20090220"
"NA","brinzolamide and timolol","active","20090825"
"NA","dexmedetomidine","active","20100224"
"NA","liraglutide","active","20100527"
"NA","silodosin","active","20111026"
"NA","zolpidem","active","20111129"
"NA","vandetanib","active","20120223"
"NA","fesoterodine","active","20120419"
"NA","mirabegron","active","20130328"
"NA","linaclotide","active","20140429"
"NA","canagliflozin","active","20140528"
"NA","brimonidine and brinzolamide","active","20150217"
"NA","nusinersen","active","20170829"
"NA","defibrotide","active","20170906"
"NA","lixisenatide","active","20170912"
"NA","glecaprevir and pibrentasvir","active","20170913"
"NA","haptens","active","20170913"
"NA","insulin degludec","active","20170915"
"NA","ocrelizumab","active","20170921"
"NA","cysteamine","active","20171017"
"NA","thiotepa","active","20171031"
"NA","durvalumab","active","20171120"
"NA","guselkumab","active","20171127"
"NA","avelumab","active","20171218"
"NA","letermovir","active","20171220"
"NA","olaratumab","active","20171222"
"NA","ozenoxacin","active","20180104"
