tm_code,tm_formal_name,tm_fr_description,changes
11936eb0d6aa7c91c38bdca7801d4b78,letibotulinumtoxina,létibotulinumtoxina,ADDED
8001757,doxorubicin,doxorubicine,ADDED
685788e4bc101af1ce075f1b7eb47854,mometasone and olopatadine,mométasone et olopatadine,ADDED
8001870,potassium chloride,chlorure de potassium,ADDED
8002215,amphotericin B,amphotéricine B,ADDED
8001976,triclosan,triclosan,ADDED
8001579,benzethonium,benzéthonium,ADDED
8002452,cytarabine and daunorubicin,cytarabine et daunorubicine,ADDED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,ADDED
8002161,sodium bicarbonate,bicarbonate de sodium,ADDED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,ADDED
8001621,crotamiton,crotamiton,DELETED
8001476,follitropin beta,follitropine bêta,ADDED
8001232,spiramycin,spiramycine,DELETED
8001844,magnesium chloride,chlorure de magnésium,ADDED
8002160,sodium acetate,acétate de sodium,ADDED
8001098,asparaginase,asparaginase,ADDED
8001319,acetaminophen and chlorpheniramine and dextromethorphan,acétaminophène et chlorphéniramine et dextrométhorphane,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20040112"" -> ""20200728"""
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,ADDED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,ADDED
8002047,paclitaxel,paclitaxel,ADDED
8001889,bazedoxifene and conjugated estrogens,bazedoxifène et oestrogènes conjugués,"tm_status: ""INACTIVE"" -> ""ACTIVE""
tm_status_effective_time: ""20210519"" -> ""20161220"""
8001615,chloroxylenol,chloroxylénol,ADDED
8002110,coal tar and salicylic acid,goudron de houille et acide salicylique,"tm_status_effective_time: ""19801231"" -> ""19861231"""
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,ADDED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,ADDED
8001217,nelfinavir,nelfinavir,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19980921"" -> ""20211112"""
8001878,sodium iodide,iodure de sodium,ADDED
8000796,benzalkonium,benzalkonium,ADDED
8002104,chlorobutanol and dichlorobenzene and oil of turpentine and peanut oil,chlorobutanol et dichlorobenzène et essence de térébenthine et huile d'arachide,"tm_status_effective_time: ""20210713"" -> ""20230609"""
