drug_code,mp_code,mp_formal_name,mp_fr_description,changes
44,00050857,GENTIANE VIOLET LIQ TOP (gentian violet 1 % cutaneous solution) LABORATOIRE ATLAS INC,GENTIANE VIOLET LIQ TOP (violet de gentiane 1 % solution pour application cutanée) LABORATOIRE ATLAS INC,DELETED
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
3837,00038083,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
4710,00557102,RIVA-DICYCLOMINE (dicyclomine hydrochloride 10 mg oral capsule) LABORATOIRE RIVA INC.,RIVA-DICYCLOMINE (chlorhydrate de dicyclomine 10 mg capsule orale) LABORATOIRE RIVA INC.,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20200612"" -> ""19821231"""
5326,00587737,HUMULIN N (insulin isophane human 100 unit per mL suspension for injection 10 mL vial) ELI LILLY CANADA INC,HUMULIN N (insuline isophane humaine 100 unité par mL suspension injectable 10 mL fiole) ELI LILLY CANADA INC,DELETED
6775,00691623,BICARBONATE CONCENTRATE D17000 (sodium bicarbonate 81.3 g per l solution for haemodialysis) BAXTER CORPORATION,"BICARBONATE CONCENTRATE D17000 (bicarbonate de sodium 81,3 g par l solution pour hémodialyse) BAXTER CORPORATION",ADDED
7203,00674354,COLLYRE BLEU LAITER (methylene blue 0.2 mg per mL and naphazoline nitrate 0.5 mg per mL ophthalmic drops) FRILAB SA,"COLLYRE BLEU LAITER (bleu de méthylène 0,2 mg par mL et nitrate de naphazoline 0,5 mg par mL gouttes ophtalmiques) FRILAB SA","mp_formal_name: ""COLLYRE BLEU LAITER (methylene blue 0.2 mg per mL and naphazoline nitrate 0.5 mg per mL ophthalmic drops) B̲I̲O̲C̲O̲D̲E̲X̲ ̲S̲A̲S̲"" -> ""COLLYRE BLEU LAITER (methylene blue 0.2 mg per mL and naphazoline nitrate 0.5 mg per mL ophthalmic drops) F̲R̲I̲L̲A̲B̲ ̲S̲A̲""
mp_fr_description: ""COLLYRE BLEU LAITER (bleu de méthylène 0,2 mg par mL et nitrate de naphazoline 0,5 mg par mL gouttes ophtalmiques) B̲I̲O̲C̲O̲D̲E̲X̲ ̲S̲A̲S̲"" -> ""COLLYRE BLEU LAITER (bleu de méthylène 0,2 mg par mL et nitrate de naphazoline 0,5 mg par mL gouttes ophtalmiques) F̲R̲I̲L̲A̲B̲ ̲S̲A̲"""
8350,00261971,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 5 mmol per 10 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 5 mmol par 10 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
10169,00807788,BLEPHAMIDE (prednisolone acetate 0.2 % and sulfacetamide sodium 10 % ophthalmic drops) ALLERGAN INC,"BLEPHAMIDE (acétate de prednisolone 0,2 % et sulfacétamide sodique 10 % gouttes ophtalmiques) ALLERGAN INC",DELETED
10509,00804789,POTASSIUM PHOSPHATES (phosphorus (potassium phosphate dibasic and potassium phosphate monobasic) 30 mmol per 10 mL and potassium (potassium phosphate dibasic and potassium phosphate monobasic) 44 mmol per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,POTASSIUM PHOSPHATES (phosphore (phosphate de potassium dibasique et phosphate de potassium monobasique) 30 mmol par 10 mL et potassium (phosphate de potassium dibasique et phosphate de potassium monobasique) 44 mmol par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,ADDED
11537,00779237,BACTI-STAT 0.3% (triclosan 0.3 % cutaneous liquid) ECOLAB CO,"BACTI-STAT 0.3% (triclosan 0,3 % liquide cutané) ECOLAB CO",ADDED
12639,01977873,GERMICIDAL HAND SOAP LIQ 0.6% (chloroxylenol 0.6 % cutaneous liquid) OSTREM CHEMICAL CO LTD.,"GERMICIDAL HAND SOAP LIQ 0.6% (chloroxylénol 0,6 % liquide cutané) OSTREM CHEMICAL CO LTD.",ADDED
13476,01981501,BOTOX (onabotulinumtoxinA 100 unit per vial powder for solution for injection) ALLERGAN INC,BOTOX (onabotulinumtoxineA 100 unité par fiole poudre pour solution injectable) ALLERGAN INC,ADDED
13600,01974548,MICRO I (iodide (sodium iodide) 1000 mcg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,MICRO I (iodure (iodure de sodium) 1000 mcg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,ADDED
13833,01905740,K + 45 (potassium chloride 251.6 g per l solution for haemodialysis) BAXTER CORPORATION,"K + 45 (chlorure de potassium 251,6 g par l solution pour hémodialyse) BAXTER CORPORATION",ADDED
14142,02014327,MS CONTIN (morphine sulfate 200 mg prolonged-release oral tablet) PURDUE PHARMA,MS CONTIN (sulfate de morphine 200 mg comprimé oral à libération prolongée) PURDUE PHARMA,"Health_Canada_product_name: ""MS CONTIN SRT 200MG"" -> ""MS CONTIN""
mp_formal_name: ""MS CONTIN ̲S̲R̲T̲ ̲2̲0̲0̲M̲G̲ (morphine sulfate 200 mg prolonged-release oral tablet) PURDUE PHARMA"" -> ""MS CONTIN (morphine sulfate 200 mg prolonged-release oral tablet) PURDUE PHARMA""
mp_fr_description: ""MS CONTIN ̲S̲R̲T̲ ̲2̲0̲0̲M̲G̲ (sulfate de morphine 200 mg comprimé oral à libération prolongée) PURDUE PHARMA"" -> ""MS CONTIN (sulfate de morphine 200 mg comprimé oral à libération prolongée) PURDUE PHARMA"""
14176,02014297,MS CONTIN (morphine sulfate 30 mg prolonged-release oral tablet) PURDUE PHARMA,MS CONTIN (sulfate de morphine 30 mg comprimé oral à libération prolongée) PURDUE PHARMA,"Health_Canada_product_name: ""MS CONTIN SRT 30MG"" -> ""MS CONTIN""
mp_formal_name: ""MS CONTIN ̲S̲R̲T̲ ̲3̲0̲M̲G̲ (morphine sulfate 30 mg prolonged-release oral tablet) PURDUE PHARMA"" -> ""MS CONTIN (morphine sulfate 30 mg prolonged-release oral tablet) PURDUE PHARMA""
mp_fr_description: ""MS CONTIN ̲S̲R̲T̲ ̲3̲0̲M̲G̲ (sulfate de morphine 30 mg comprimé oral à libération prolongée) PURDUE PHARMA"" -> ""MS CONTIN (sulfate de morphine 30 mg comprimé oral à libération prolongée) PURDUE PHARMA"""
14178,02014319,MS CONTIN (morphine sulfate 100 mg prolonged-release oral tablet) PURDUE PHARMA,MS CONTIN (sulfate de morphine 100 mg comprimé oral à libération prolongée) PURDUE PHARMA,"Health_Canada_product_name: ""MS CONTIN SRT 100MG"" -> ""MS CONTIN""
mp_formal_name: ""MS CONTIN ̲S̲R̲T̲ ̲1̲0̲0̲M̲G̲ (morphine sulfate 100 mg prolonged-release oral tablet) PURDUE PHARMA"" -> ""MS CONTIN (morphine sulfate 100 mg prolonged-release oral tablet) PURDUE PHARMA""
mp_fr_description: ""MS CONTIN ̲S̲R̲T̲ ̲1̲0̲0̲M̲G̲ (sulfate de morphine 100 mg comprimé oral à libération prolongée) PURDUE PHARMA"" -> ""MS CONTIN (sulfate de morphine 100 mg comprimé oral à libération prolongée) PURDUE PHARMA"""
14394,02014300,MS CONTIN (morphine sulfate 60 mg prolonged-release oral tablet) PURDUE PHARMA,MS CONTIN (sulfate de morphine 60 mg comprimé oral à libération prolongée) PURDUE PHARMA,"Health_Canada_product_name: ""MS CONTIN SRT 60MG"" -> ""MS CONTIN""
mp_formal_name: ""MS CONTIN ̲S̲R̲T̲ ̲6̲0̲M̲G̲ (morphine sulfate 60 mg prolonged-release oral tablet) PURDUE PHARMA"" -> ""MS CONTIN (morphine sulfate 60 mg prolonged-release oral tablet) PURDUE PHARMA""
mp_fr_description: ""MS CONTIN ̲S̲R̲T̲ ̲6̲0̲M̲G̲ (sulfate de morphine 60 mg comprimé oral à libération prolongée) PURDUE PHARMA"" -> ""MS CONTIN (sulfate de morphine 60 mg comprimé oral à libération prolongée) PURDUE PHARMA"""
14395,02015439,MS CONTIN (morphine sulfate 15 mg prolonged-release oral tablet) PURDUE PHARMA,MS CONTIN (sulfate de morphine 15 mg comprimé oral à libération prolongée) PURDUE PHARMA,"Health_Canada_product_name: ""MS CONTIN SRT 15MG"" -> ""MS CONTIN""
mp_formal_name: ""MS CONTIN ̲S̲R̲T̲ ̲1̲5̲M̲G̲ (morphine sulfate 15 mg prolonged-release oral tablet) PURDUE PHARMA"" -> ""MS CONTIN (morphine sulfate 15 mg prolonged-release oral tablet) PURDUE PHARMA""
mp_fr_description: ""MS CONTIN ̲S̲R̲T̲ ̲1̲5̲M̲G̲ (sulfate de morphine 15 mg comprimé oral à libération prolongée) PURDUE PHARMA"" -> ""MS CONTIN (sulfate de morphine 15 mg comprimé oral à libération prolongée) PURDUE PHARMA"""
17953,02143968,CROWN ANTISEPTIC HAND SOAP (triclosan 0.3 % cutaneous liquid) CROWN CHEMICAL PRODUCTS INC.,"CROWN ANTISEPTIC HAND SOAP (triclosan 0,3 % liquide cutané) CROWN CHEMICAL PRODUCTS INC.",ADDED
18208,02131471,VIROBEX-P (chloroxylenol 0.6 % cutaneous liquid) GERMIPHENE CORPORATION,"VIROBEX-P (chloroxylénol 0,6 % liquide cutané) GERMIPHENE CORPORATION",ADDED
18290,02063905,MICROLAX MICRO ENEMA (sodium citrate 450 mg per 5 mL and sodium lauryl sulfoacetate 45 mg per 5 mL and sorbitol 3125 mg per 5 mL rectal solution) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,MICROLAX MICRO ENEMA (citrate de sodium 450 mg par 5 mL et laurylsulfoacétate de sodium 45 mg par 5 mL et sorbitol 3125 mg par 5 mL solution rectale) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,DELETED
18310,02161060,CALCIUM-45  0.25-4.5 (calcium chloride 7.45 g per bottle powder for concentrate for solution for haemodialysis) BAXTER CORPORATION,"CALCIUM-45  0.25-4.5 (chlorure de calcium 7,45 g par bouteille poudre pour solution à diluer pour solution pour hémodialyse) BAXTER CORPORATION",ADDED
18321,02160986,CALCIUM-45  0.5-4.5 (calcium chloride 14.9 g per bottle powder for concentrate for solution for haemodialysis) BAXTER CORPORATION,"CALCIUM-45  0.5-4.5 (chlorure de calcium 14,9 g par bouteille poudre pour solution à diluer pour solution pour hémodialyse) BAXTER CORPORATION",ADDED
19249,02163926,TYLENOL WITH CODEINE NO. 3 - TAB (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet) JANSSEN INC,TYLENOL WITH CODEINE NO. 3 - TAB (acétaminophène 300 mg et caféine 15 mg et phosphate de codéine 30 mg comprimé oral) JANSSEN INC,DELETED
19442,02139545,"POTASSIUM PHOSPHATES INJECTION, USP (potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection) FRESENIUS KABI CANADA LTD","POTASSIUM PHOSPHATES INJECTION, USP (phosphate de potassium dibasique 236 mg par mL et phosphate de potassium monobasique 224 mg par mL solution injectable) FRESENIUS KABI CANADA LTD",ADDED
