ntp_code,ntp_formal_name,ntp_fr_description,changes
9013287,etanercept 25 mg per vial powder for solution for injection with diluent solution syringe,étanercept 25 mg par fiole poudre pour solution injectable avec solution diluante seringue,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20010314"" -> ""20230131"""
9013330,ropivacaine hydrochloride 150 mg per 30 mL solution for injection vial,chlorhydrate de ropivacaïne 150 mg par 30 mL solution injectable fiole,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20101214"" -> ""20221001"""
9015035,etrasimod (etrasimod L-arginine) 2 mg oral tablet,étrasimod (étrasimod L-arginine) 2 mg comprimé oral,ADDED
9015042,semaglutide 2.4 mg per actuation solution for injection pre-filled pen,"sémaglutide 2,4 mg par actionnement solution injectable stylo prérempli",ADDED
9015040,semaglutide 0.5 mg per actuation solution for injection pre-filled pen,"sémaglutide 0,5 mg par actionnement solution injectable stylo prérempli",ADDED
9015041,semaglutide 1.7 mg per actuation solution for injection pre-filled pen,"sémaglutide 1,7 mg par actionnement solution injectable stylo prérempli",ADDED
9014675,cilgavimab 150 mg per 1.5 mL solution for injection vial with tixagevimab 150 mg per 1.5 mL solution for injection vial,"cilgavimab 150 mg par 1,5 mL solution injectable fiole avec tixagévimab 150 mg par 1,5 mL solution injectable fiole","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20240110"" -> ""20220419"""
9003517,coal tar 0.5 % shampoo,"goudron de houille 0,5 % shampoing","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20000901"" -> ""20230331"""
9015034,capivasertib 200 mg oral tablet,capivasertib 200 mg comprimé oral,ADDED
9015033,capivasertib 160 mg oral tablet,capivasertib 160 mg comprimé oral,ADDED
9015039,semaglutide 0.25 mg per actuation solution for injection pre-filled pen,"sémaglutide 0,25 mg par actionnement solution injectable stylo prérempli",ADDED
9013717,mineral oil heavy 7 % and petrolatum 10 % cutaneous cream,huile minérale lourde 7 % et pétrolatum 10 % crème cutanée,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20000417"" -> ""20220930"""
9015032,baricitinib 4 mg oral tablet,baricitinib 4 mg comprimé oral,ADDED
9015038,rimegepant (rimegepant sulfate) 75 mg orodispersible tablet,rimégépant (sulfate de rimégépant) 75 mg comprimé orodispersible,ADDED
