mp_code,mp_formal_name,changes
"00004626","LEUKERAN (chlorambucil 2 mg oral tablet) ASPEN PHARMACARE CANADA INC.","ADDED"
"00026123","SENOKOT S (docusate sodium 50 mg and sennosides (senna) 8.6 mg oral tablet) PURDUE PHARMA","ADDED"
"00038121","EPHEDRINE SULFATE INJECTION USP (ephedrine sulfate 50 mg per 1 mL solution for injection) PFIZER CANADA INC","mp_formal_name: ""EPHEDRINE SULFATE INJECTION USP (ephedrine sulfate 50 mg per 1 mL solution for injection) PFIZER CANADA INC"" -> ""EPHEDRINE SULFATE INJECTION USP (ephedrine sulfate 50 mg per 1 mL solution for injection ampoule) PFIZER CANADA INC"""
"00060313","ANTICOAGULANT SOD CITRATE SOLTN 4GM/100ML (sodium citrate 4 g per 100 mL NA) BAXTER CORPORATION","ADDED"
"00095494","ACETYLSALICYLIC ACID, CAFFEINE AND 8MG CODEINE PHOSPHATE (acetylsalicylic acid 375 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMETICS (2011) INC","ADDED"
"00109991","GERMIPHENE CONCENTRATE 13.0% (benzalkonium chloride 13 % cutaneous liquid) GERMIPHENE CORPORATION","ADDED"
"00178799","PHENOBARB (phenobarbital 15 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","ADDED"
"00178802","PHENOBARB (phenobarbital 30 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","ADDED"
"00178810","PHENOBARB (phenobarbital 60 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","ADDED"
"00178829","PHENOBARB (phenobarbital 100 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","ADDED"
"00180041","A.C. & C 8MG TAB (acetylsalicylic acid 375 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) VITA HEALTH PRODUCTS INC","ADDED"
"00245097","HIBITANE SKIN CLEANSER (chlorhexidine gluconate 4 % cutaneous solution) ZOETIS CANADA INC","ADDED"
"00313580","DIAZEPAM 5 TAB (diazepam 5 mg oral tablet) PRO DOC LIMITEE","ADDED"
"00319589","STING STOP 0.1% (benzalkonium chloride 0.1 % cutaneous liquid) CANADIAN CUSTOM PACKAGING COMPANY","ADDED"
"00360252","METHYLDOPA (methyldopa 125 mg oral tablet) AA PHARMA INC","ADDED"
"00360260","METHYLDOPA (methyldopa 250 mg oral tablet) AA PHARMA INC","ADDED"
"00391603","NOVO-PEN VK SYR 500000/5ML (penicillin v potassium 300 mg per 5 mL powder for oral solution) NOVOPHARM LIMITED","mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20170801"" -> ""20180124"""
"00394394","DEHYDRATED ALCOHOL INJECTION USP (alcohol anhydrous 100 % solution for injection) SANDOZ CANADA INCORPORATED","ADDED"
"00399728","DIAZEPAM INJECTION USP (diazepam 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","mp_formal_name: ""DIAZEPAM INJECTION USP (diazepam 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED"" -> ""DIAZEPAM INJECTION USP (diazepam 10 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED"""
"00421480","APO SULFAMETHOXAZOLE TAB 500MG (sulfamethoxazole 500 mg oral tablet) APOTEX INC","ADDED"
"00426830","METHYLDOPA (methyldopa 500 mg oral tablet) AA PHARMA INC","ADDED"
"00442968","CLEARASIL DAILY CLEAR ACNE TREATMENT CREAM BP PLUS (benzoyl peroxide 5 % cutaneous cream) RECKITT BENCKISER (CANADA) INC","ADDED"
"00452130","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED","mp_formal_name: ""NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED"" -> ""NOVAMOXIN  (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED"""
"00452149","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED","mp_formal_name: ""NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED"" -> ""NOVAMOXIN  (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED"""
"00465763","MYDFRIN (phenylephrine hydrochloride 2.5 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED"
"00466409","PULMOPHYLLINE ELX (theophylline 80 mg per 15 mL oral solution) LABORATOIRE RIVA INC","ADDED"
