ccdd_code,ccdd_formal_name,ccdd_type,policy_type,policy_reference,special_groupings_status,special_groupings_status_effective_time,changes
02247699,METADOL (methadone hydrochloride 5 mg oral tablet) ENDO OPERATIONS LTD.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 5 mg oral tablet) PALADIN PHARMA INC."" -> METADOL (methadone hydrochloride 5 mg oral tablet) ENDO OPERATIONS LTD."
9001903,chlordiazepoxide hydrochloride 10 mg oral capsule,NTP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Inactive,20250401,"special_groupings_status: ""ACTIVE"" -> INACTIVE
special_groupings_status_effective_time: ""20170919"" -> 20250401"
02552728,"PMS-METHADONE HYDROCHLORIDE ORAL CONCENTRATE DYE-FREE, SUGAR-FREE, UNFLAVORED (methadone hydrochloride 10 mg per mL oral solution) PHARMASCIENCE INC",MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""PMS-METHADONE HYDROCHLORIDE ORAL CONCENTRATE (methadone hydrochloride 10 mg per mL oral solution) PHARMASCIENCE INC"" -> PMS-METHADONE HYDROCHLORIDE ORAL CONCENTRATE DYE-FREE, SUGAR-FREE, UNFLAVORED (methadone hydrochloride 10 mg per mL oral solution) PHARMASCIENCE INC"
02247698,METADOL (methadone hydrochloride 1 mg oral tablet) ENDO OPERATIONS LTD.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 1 mg oral tablet) PALADIN PHARMA INC."" -> METADOL (methadone hydrochloride 1 mg oral tablet) ENDO OPERATIONS LTD."
02552736,PMS-METHADONE HYDROCHLORIDE ORAL CONCENTRATE CHERRY FLAVORED (methadone hydrochloride 10 mg per mL oral solution) PHARMASCIENCE INC,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""PMS-METHADONE HYDROCHLORIDE ORAL CONCENTRATE (methadone hydrochloride 10 mg per mL oral solution) PHARMASCIENCE INC"" -> PMS-METHADONE HYDROCHLORIDE ORAL CONCENTRATE CHERRY FLAVORED (methadone hydrochloride 10 mg per mL oral solution) PHARMASCIENCE INC"
8002530,oxybate,TM,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
9015164,calcium oxybate 0.234 g per mL and magnesium oxybate 0.096 g per mL and potassium oxybate 0.13 g per mL and sodium oxybate 0.04 g per mL oral solution,NTP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02241377,METADOL (methadone hydrochloride 10 mg per mL oral solution) ENDO OPERATIONS LTD.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 10 mg per mL oral solution) PALADIN PHARMA INC."" -> METADOL (methadone hydrochloride 10 mg per mL oral solution) ENDO OPERATIONS LTD."
02247694,METADOL (methadone hydrochloride 1 mg per mL oral solution) ENDO OPERATIONS LTD.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 1 mg per mL oral solution) PALADIN PHARMA INC."" -> METADOL (methadone hydrochloride 1 mg per mL oral solution) ENDO OPERATIONS LTD."
02247701,METADOL (methadone hydrochloride 25 mg oral tablet) ENDO OPERATIONS LTD.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 25 mg oral tablet) PALADIN PHARMA INC."" -> METADOL (methadone hydrochloride 25 mg oral tablet) ENDO OPERATIONS LTD."
02247698,METADOL (methadone hydrochloride 1 mg oral tablet) ENDO OPERATIONS LTD.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 1 mg oral tablet) PALADIN PHARMA INC."" -> METADOL (methadone hydrochloride 1 mg oral tablet) ENDO OPERATIONS LTD."
02247694,METADOL (methadone hydrochloride 1 mg per mL oral solution) ENDO OPERATIONS LTD.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 1 mg per mL oral solution) PALADIN PHARMA INC."" -> METADOL (methadone hydrochloride 1 mg per mL oral solution) ENDO OPERATIONS LTD."
02268272,XYREM (sodium oxybate 500 mg per mL oral solution) JAZZ PHARMACEUTICALS IRELAND LIMITED,MP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
00522724,CHLORDIAZEPOXIDE (chlordiazepoxide hydrochloride 5 mg oral capsule) AA PHARMA INC,MP,500006,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Inactive,20250401,"special_groupings_status: ""ACTIVE"" -> INACTIVE
special_groupings_status_effective_time: ""20170919"" -> 20250401"
02247699,METADOL (methadone hydrochloride 5 mg oral tablet) ENDO OPERATIONS LTD.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 5 mg oral tablet) PALADIN PHARMA INC."" -> METADOL (methadone hydrochloride 5 mg oral tablet) ENDO OPERATIONS LTD."
02247698,METADOL (methadone hydrochloride 1 mg oral tablet) ENDO OPERATIONS LTD.,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 1 mg oral tablet) PALADIN PHARMA INC."" -> METADOL (methadone hydrochloride 1 mg oral tablet) ENDO OPERATIONS LTD."
02247700,METADOL (methadone hydrochloride 10 mg oral tablet) ENDO OPERATIONS LTD.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"ccdd_formal_name: ""METADOL (methadone hydrochloride 10 mg oral tablet) PALADIN PHARMA INC."" -> METADOL (methadone hydrochloride 10 mg oral tablet) ENDO OPERATIONS LTD."
02241377,METADOL (methadone hydrochloride 10 mg per mL oral solution) ENDO OPERATIONS LTD.,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"ccdd_formal_name: ""METADOL (methadone hydrochloride 10 mg per mL oral solution) PALADIN PHARMA INC."" -> METADOL (methadone hydrochloride 10 mg per mL oral solution) ENDO OPERATIONS LTD."
9004321,sodium oxybate 500 mg per mL oral solution,NTP,500003,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,ADDED
02552736,PMS-METHADONE HYDROCHLORIDE ORAL CONCENTRATE CHERRY FLAVORED (methadone hydrochloride 10 mg per mL oral solution) PHARMASCIENCE INC,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
