mp_code,mp_formal_name,mp_fr_description,changes
"00489867","DORMIPHEN EXTRA-FORT CAPSULE (diphenhydramine hydrochloride 50 mg oral capsule) LABORATOIRE LALCO INC.","DORMIPHEN EXTRA-FORT CAPSULE (chlorhydrate de diphenhydramine 50 mg capsule orale) LABORATOIRE LALCO INC.","mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20190802"" -> ""19801231"""
"00493392","RIMSO-50 (dimethyl sulfoxide 50 % intravesical solution 50 mL vial) MYLAN PHARMACEUTICALS ULC","RIMSO-50 (diméthylsulfoxyde 50 % solution intravésicale 50 mL fiole) MYLAN PHARMACEUTICALS ULC","ADDED"
"00513997","SINEMET 100/25 (carbidopa 25 mg and levodopa 100 mg oral tablet) MERCK CANADA INC","SINEMET 100/25 (carbidopa 25 mg et lévodopa 100 mg comprimé oral) MERCK CANADA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19801231"" -> ""20191113"""
"00607797","RATIO-HEMCORT-HC (hydrocortisone acetate 10 mg and zinc sulfate 10 mg suppository) TEVA CANADA LIMITED","RATIO-HEMCORT-HC (acétate d'hydrocortisone 10 mg et sulfate de zinc 10 mg suppositoire) TEVA CANADA LIMITED","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19841231"" -> ""20180515"""
"00649619","MORPHINE SULFATE INJECTION USP (morphine sulfate 150 mg per 30 mL solution for injection vial) ICU MEDICAL CANADA INC","MORPHINE SULFATE INJECTION USP (sulfate de morphine 150 mg par 30 mL solution injectable fiole) ICU MEDICAL CANADA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19861231"" -> ""20191014"""
"00741817","PMS HYDROXYZINE SYR 10MG/5ML (hydroxyzine hydrochloride 10 mg per 5 mL syrup) PHARMASCIENCE INC","PMS HYDROXYZINE SYR 10MG/5ML (chlorhydrate d'hydroxyzine 10 mg par 5 mL sirop) PHARMASCIENCE INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19881231"" -> ""20190901"""
"00843792","NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acetaminophen 650 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acétaminophène 650 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","mp_formal_name: ""NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acetaminophen 650 mg per sachet and phenylephrine hydrochloride 10 mg per sachet oral powder) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."" -> ""NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acetaminophen 650 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.""
mp_fr_description: ""NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acétaminophène 650 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."" -> ""NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acétaminophène 650 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."""
"00870935","SINEMET CR 200/50 (carbidopa 50 mg and levodopa 200 mg prolonged-release oral tablet) MERCK CANADA INC","SINEMET CR 200/50 (carbidopa 50 mg et lévodopa 200 mg comprimé oral à libération prolongée) MERCK CANADA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19911231"" -> ""20190222"""
"01905856","ACETAMINOPHEN CHEWABLE TABLETS 80 MG (acetaminophen 80 mg chewable tablet) LABORATOIRES TRIANON INC","ACETAMINOPHEN CHEWABLE TABLETS 80 MG (acétaminophène 80 mg comprimé à croquer) LABORATOIRES TRIANON INC","Health_Canada_product_name: ""ACETAMINOPHEN COMPRIME A CROQUER 80MG"" -> ""ACETAMINOPHEN CHEWABLE TABLETS 80 MG""
mp_formal_name: ""ACETAMINOPHEN COMPRIME A CROQUER 80MG (acetaminophen 80 mg chewable tablet) LABORATOIRES TRIANON INC"" -> ""ACETAMINOPHEN CHEWABLE TABLETS 80 MG (acetaminophen 80 mg chewable tablet) LABORATOIRES TRIANON INC""
mp_fr_description: ""ACETAMINOPHEN COMPRIME A CROQUER 80MG (acétaminophène 80 mg comprimé à croquer) LABORATOIRES TRIANON INC"" -> ""ACETAMINOPHEN CHEWABLE TABLETS 80 MG (acétaminophène 80 mg comprimé à croquer) LABORATOIRES TRIANON INC"""
"01911473","INHIBACE (cilazapril (cilazapril monohydrate) 2.5 mg oral tablet) CHEPLAPHARM ARZNEIMITTEL GMBH","INHIBACE (cilazapril (monohydrate de cilazapril) 2,5 mg comprimé oral) CHEPLAPHARM ARZNEIMITTEL GMBH","mp_formal_name: ""INHIBACE (cilazapril (cilazapril monohydrate) 2.5 mg oral tablet) CHEPLAPHARM ARZNEIMITTEL GMBH GERMANY"" -> ""INHIBACE (cilazapril (cilazapril monohydrate) 2.5 mg oral tablet) CHEPLAPHARM ARZNEIMITTEL GMBH""
mp_fr_description: ""INHIBACE (cilazapril (monohydrate de cilazapril) 2,5 mg comprimé oral) CHEPLAPHARM ARZNEIMITTEL GMBH GERMANY"" -> ""INHIBACE (cilazapril (monohydrate de cilazapril) 2,5 mg comprimé oral) CHEPLAPHARM ARZNEIMITTEL GMBH"""
