mp_code,mp_formal_name,changes
"00004626","LEUKERAN (chlorambucil 2 mg oral tablet) ASPEN PHARMACARE CANADA INC.","ADDED"
"00026123","SENOKOT S (docusate sodium 50 mg and sennosides (senna) 8.6 mg oral tablet) PURDUE PHARMA","ADDED"
"00037613","NITROSTAT (nitroglycerin 0.3 mg sublingual tablet) PFIZER CANADA INC","ntp_code: ""9000060"" -> ""9010874"""
"00037621","NITROSTAT (nitroglycerin 0.6 mg sublingual tablet) PFIZER CANADA INC","ntp_code: ""9000061"" -> ""9010878"""
"00038121","EPHEDRINE SULFATE INJECTION USP (ephedrine sulfate 50 mg per 1 mL solution for injection) PFIZER CANADA INC","mp_formal_name: ""EPHEDRINE SULFATE INJECTION USP (ephedrine sulfate 50 mg per 1 mL solution for injection) PFIZER CANADA INC"" -> ""EPHEDRINE SULFATE INJECTION USP (ephedrine sulfate 50 mg per 1 mL solution for injection ampoule) PFIZER CANADA INC""
ntp_code: ""9006536"" -> ""9012368""
ntp_formal_name: ""ephedrine sulfate 50 mg per 1 mL solution for injection"" -> ""ephedrine sulfate 50 mg per 1 mL solution for injection ampoule""
tm_code: ""8001046"" -> ""8001078""
tm_formal_name: ""ephedrine sulfate"" -> ""ephedrine"""
"00095494","ACETYLSALICYLIC ACID, CAFFEINE AND 8MG CODEINE PHOSPHATE (acetylsalicylic acid 375 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMETICS (2011) INC","ADDED"
"00109991","GERMIPHENE CONCENTRATE 13.0% (benzalkonium chloride 13 % cutaneous liquid) GERMIPHENE CORPORATION","ADDED"
"00178799","PHENOBARB (phenobarbital 15 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","ADDED"
"00178802","PHENOBARB (phenobarbital 30 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","ADDED"
"00178810","PHENOBARB (phenobarbital 60 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","ADDED"
"00178829","PHENOBARB (phenobarbital 100 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","ADDED"
"00180041","A.C. & C 8MG TAB (acetylsalicylic acid 375 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) VITA HEALTH PRODUCTS INC","ADDED"
"00180408","ALDACTAZIDE 25 (hydrochlorothiazide 25 mg and spironolactone 25 mg oral tablet) PFIZER CANADA INC","ntp_code: ""9001577"" -> ""9009869"""
"00245097","HIBITANE SKIN CLEANSER (chlorhexidine gluconate 4 % cutaneous solution) ZOETIS CANADA INC","ADDED"
"00268313","SODIUM EDECRIN (ethacrynic acid (ethacrynate sodium) 50 mg per vial powder for solution for injection) VALEANT CANADA LP/VALEANT CANADA S.E.C.","ntp_code: ""9001637"" -> ""9009370"""
"00297143","LOESTRIN 1.5/30 (ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet) WARNER CHILCOTT CANADA CO","ntp_code: ""9000077"" -> ""9009388"""
"00315966","MINESTRIN 1/20 (ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet) WARNER CHILCOTT CANADA CO","ntp_code: ""9000088"" -> ""9009378"""
"00317047","ORTHO 0.5/35 TABLETS (21 DAY) (ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet) JANSSEN INC","ntp_code: ""9006537"" -> ""NA""
ntp_formal_name: ""ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet"" -> ""ethinyl estradiol 0.035 mg and norethindrone 0.5 mg oral tablet"""
"00319589","STING STOP 0.1% (benzalkonium chloride 0.1 % cutaneous liquid) CANADIAN CUSTOM PACKAGING COMPANY","ADDED"
"00337730","TEVA-FUROSEMIDE (furosemide 20 mg oral tablet) TEVA CANADA LIMITED","ntp_code: ""9000092"" -> ""9009614"""
"00337749","TEVA-FUROSEMIDE (furosemide 40 mg oral tablet) TEVA CANADA LIMITED","ntp_code: ""9000093"" -> ""9009619"""
"00340731","ORTHO 0.5/35 TABLETS (28 DAY) (ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with lactose oral tablet) JANSSEN INC","ntp_code: ""9006538"" -> ""NA""
ntp_formal_name: ""ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with lactose oral tablet"" -> ""ethinyl estradiol 0.035 mg and norethindrone 0.5 mg oral tablet"""
"00343838","MINESTRIN 1/20 (ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet with lactose oral tablet) WARNER CHILCOTT CANADA CO","ntp_code: ""9006539"" -> ""9009378""
ntp_formal_name: ""ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet with lactose oral tablet"" -> ""ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet"""
