drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12492","309","Changed","inactive","IRON (IRON GLUTARATE)","2.5","MG","00879851"
"106239","23863","ADDED","approved","MIRIKIZUMAB","200","ML","02559226"
"106267","20450","ADDED","approved","GOLIMUMAB","100","MG","02559536"
"106270","20450","ADDED","approved","GOLIMUMAB","50","MG","02559560"
"106261","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","40","MG","02559455"
"106256","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","10","MG","02559404"
"106298","11907","ADDED","approved","TELMISARTAN","80","MG","02559870"
"106281","27075","ADDED","approved","VANZACAFTOR  (VANZACAFTOR CALCIUM)","10","MG","02559684"
"106258","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","20","MG","02559420"
"106298","11344","ADDED","approved","AMLODIPINE (AMLODIPINE BESYLATE)","5","MG","02559870"
"106278","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02559641"
"106264","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","80","MG","02559498"
"103942","22163","ADDED","approved","AFLIBERCEPT","2","MG","02550636"
"106280","27074","ADDED","approved","DEUTIVACAFTOR","50","MG","02559676"
"106286","10021","ADDED","approved","CITRIC ACID","0.6","%","02559730"
"106231","11107","ADDED","approved","DOXEPIN (DOXEPIN HYDROCHLORIDE)","100","MG","02559129"
"106282","8209","ADDED","approved","PROPOFOL","10","MG","02559692"
"106227","11107","ADDED","approved","DOXEPIN (DOXEPIN HYDROCHLORIDE)","10","MG","02559080"
"106241","23863","Changed","approved","MIRIKIZUMAB","200","MG","02559242"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"106240","23863","Changed","approved","MIRIKIZUMAB","100","MG","02559234"
"106279","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02559668"
"106233","22915","ADDED","approved","GUSELKUMAB","200","MG","02559145"
"106252","10224","ADDED","approved","DOXYLAMINE SUCCINATE","12.5","MG","02559366"
"106253","197","ADDED","approved","BENZALKONIUM CHLORIDE","6.8","%","02559374"
"106247","197","ADDED","approved","BENZALKONIUM CHLORIDE","5","%","02559307"
"106238","23863","ADDED","approved","MIRIKIZUMAB","200","MG","02559218"
"106253","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","6.8","%","02559374"
"106219","23700","ADDED","approved","SARS-COV-2 RECOMBINANT SPIKE PROTEIN","5","MCG","02558998"
"106257","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","15","MG","02559412"
"106269","20450","ADDED","approved","GOLIMUMAB","50","MG","02559552"
"106268","20450","ADDED","approved","GOLIMUMAB","100","MG","02559544"
"106255","11389","ADDED","approved","LEUCOVORIN (LEUCOVORIN CALCIUM)","10","MG","02559390"
"106277","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02559633"
"106151","22163","ADDED","active","AFLIBERCEPT","2","MG","02558238"
"106280","22963","ADDED","approved","TEZACAFTOR","20","MG","02559676"
"106245","11107","ADDED","approved","DOXEPIN (DOXEPIN HYDROCHLORIDE)","75","MG","02559285"
"106244","11107","ADDED","approved","DOXEPIN (DOXEPIN HYDROCHLORIDE)","50","MG","02559277"
"106278","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02559641"
"106252","270","ADDED","approved","ACETAMINOPHEN","650","MG","02559366"
"106281","22963","ADDED","approved","TEZACAFTOR","50","MG","02559684"
"103941","22163","ADDED","approved","AFLIBERCEPT","2","MG","02550628"
"106230","11107","ADDED","approved","DOXEPIN (DOXEPIN HYDROCHLORIDE)","75","MG","02559110"
"106218","13276","ADDED","approved","FULVESTRANT","250","MG","02558971"
"106246","11107","ADDED","approved","DOXEPIN (DOXEPIN HYDROCHLORIDE)","100","MG","02559293"
"106251","7588","ADDED","approved","TRIAMCINOLONE ACETONIDE","40","MG","02559358"
"106215","23546","ADDED","approved","RANOLAZINE","375","MG","02558947"
"106243","11107","ADDED","approved","DOXEPIN (DOXEPIN HYDROCHLORIDE)","25","MG","02559269"
"104305","22163","ADDED","active","AFLIBERCEPT","2","MG","02554178"
"106216","23546","ADDED","approved","RANOLAZINE","750","MG","02558955"
"106285","9117","ADDED","approved","MORPHINE SULFATE","200","MG","02559722"
"106252","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","30","MG","02559366"
