drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"98389","56","ORAL","ADDED","02493918"
"100958","8","DISINFECTANT (Food Premises)","ADDED","02520389"
"98396","56","ORAL","ADDED","02493985"
"100889","56","ORAL","ADDED","02519658"
"100920","94","DISINFECTANT (Institutional/Industrial)","ADDED","02519976"
"99733","56","ORAL","ADDED","02507951"
"100791","56","ORAL","ADDED","02518600"
"100998","56","ORAL","ADDED","02520796"
"100900","56","ORAL","ADDED","02519763"
"98393","56","ORAL","ADDED","02493950"
"100940","49","INTRAVENOUS","ADDED","02520184"
"100927","70","TOPICAL","ADDED","02520052"
"98387","56","ORAL","ADDED","02493888"
"100903","49","INTRAVENOUS","ADDED","02519801"
"99726","56","ORAL","ADDED","02507889"
"97500","56","ORAL","ADDED","02484714"
"100988","2","DISINFECTANT (Barn)","ADDED","02520680"
"100987","94","DISINFECTANT (Institutional/Industrial)","ADDED","02520672"
"100885","56","ORAL","ADDED","02519607"
"98383","56","ORAL","ADDED","02493837"
"100924","74","VAGINAL","ADDED","02520028"
"100958","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02520389"
"100749","93","DISINFECTANT (Domestic)","ADDED","02518163"
"100991","56","ORAL","ADDED","02520710"
"100940","65","SUBCUTANEOUS","ADDED","02520184"
"100912","56","ORAL","ADDED","02519887"
"100974","56","ORAL","ADDED","02520540"
"100920","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02519976"
"100449","94","DISINFECTANT (Institutional/Industrial)","ADDED","02515091"
"100996","93","DISINFECTANT (Domestic)","ADDED","02520761"
"100929","2","DISINFECTANT (Barn)","ADDED","02520079"
"87366","2","DISINFECTANT (Barn)","ADDED","02388103"
"100958","93","DISINFECTANT (Domestic)","ADDED","02520389"
"100933","56","ORAL","ADDED","02520117"
"100919","56","ORAL","ADDED","02519968"
"99729","56","ORAL","ADDED","02507919"
"100995","105","TOPICAL (COMMERCIAL)","ADDED","02520753"
"100987","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02520672"
"100887","56","ORAL","ADDED","02519623"
"100918","56","ORAL","ADDED","02519941"
"97774","93","DISINFECTANT (Domestic)","REMOVED","02487594"
