drug_code,drug_identification_number,current_brand_name,previous_brand_name
"100004","02510847","VAXZEVRIA","ASTRAZENECA COVID-19 VACCINE"
"13360","01964054","ORACORT","ORACORT DENTAL PASTE 0.1%"
"43018","02207621","APO-ACYCLOVIR","APO-ACYCLOVIR - TAB 200MG"
"43019","02207648","APO-ACYCLOVIR","APO-ACYCLOVIR - TAB 400MG"
"432","00030910","CORTEF","CORTEF TABLETS 10MG"
"433","00030929","CORTEF","CORTEF TABLETS 20 MG"
"67055","02243176","MANNITOL INJECTION, USP","MANNITOL INJECTION"
"75715","02271605","TEVA-DILTIAZEM HCL ER","TEVA-DILTIAZEM HCL ER CAPSULES"
"75716","02271613","TEVA-DILTIAZEM HCL ER","TEVA-DILTIAZEM HCL ER CAPSULES"
"75717","02271621","TEVA-DILTIAZEM HCL ER","TEVA-DILTIAZEM HCL ER CAPSULES"
"75718","02271648","TEVA-DILTIAZEM HCL ER","TEVA-DILTIAZEM HCL ER CAPSULES"
"75719","02271656","TEVA-DILTIAZEM HCL ER","TEVA-DILTIAZEM HCL ER CAPSULES"
"8274","00511226","TROMBOJECT 3%","TROMBOJECT 3% INJ 30MG/ML"
"8275","00511234","TROMBOJECT 1%","TROMBOJECT 1% INJ 10MG/ML"
"88462","02399776","ACH-LEVETIRACETAM","LEVETIRACETAM TABLETS"
"88463","02399784","ACH-LEVETIRACETAM","LEVETIRACETAM TABLETS"
"88464","02399792","ACH-LEVETIRACETAM","LEVETIRACETAM TABLETS"
"91093","02426331","ESCITALOPRAM TABLETS","PRIVA-ESCITALOPRAM"
"91094","02426358","ESCITALOPRAM TABLETS","PRIVA-ESCITALOPRAM"
"92950","02444445","AMLODIPINE TABLETS","PRIVA-AMLODIPINE"
"92951","02444453","AMLODIPINE TABLETS","PRIVA-AMLODIPINE"
"92952","02444461","AMLODIPINE TABLETS","PRIVA-AMLODIPINE"
"98226","02492253","SANITIZING GRILL CLEANER","MASTER CHEF SANITIZING HD GRILL CLEANER"
"99852","02509210","COMIRNATY","PFIZER-BIONTECH COVID-19 VACCINE"
"99927","02510014","SPIKEVAX","COVID-19 VACCINE MODERNA"
"20000","02211947","DESIPRAMINE","NU-DESIPRAMINE - TAB 25MG"
"20031","02211939","DESIPRAMINE","NU-DESIPRAMINE - TAB 10MG"
"20032","02211955","DESIPRAMINE","NU-DESIPRAMINE - TAB 50MG"
"20033","02211963","DESIPRAMINE","NU-DESIPRAMINE - TAB 75MG"
"43060","02211971","DESIPRAMINE","NU-DESIPRAMINE - TAB  100MG"
"49572","02230510","TENOXICAM","NU-TENOXICAM"
"59933","02236565","ORCIPRENALINE","NU-ORCIPRENALINE"
"74376","02258560","TRI-CYCLEN LO (21 DAY)","TRI-CYCLEN LO        (-21 DAY)"
"74378","02258587","TRI-CYCLEN LO (28 DAY)","TRI-CYCLEN LO        (28 DAY)"
"11691","00869945","PROSTIGMIN","PROSTIGMIN TABLETS"
"76456","02279002","TRUE NORTH IVERMECTIN","EQUELL (IVERMECTIN) ORAL PASTE FOR HORSES"
"82576","02340194","LABETALOL HYDROCHLORIDE INJECTION, USP","MYLAN-LABETALOL HYDROCHLORIDE INJECTION, USP"
"100064","02511444","VAXZEVRIA","ASTRAZENECA COVID-19 VACCINE"
