drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"99927","23545","REMOVED","approved",NA,NA,NA,"02510014"
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"100987","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.14","%","02520672"
"99732","20185","ADDED","active","LENALIDOMIDE","10","MG","02507943"
"98393","20185","ADDED","approved","LENALIDOMIDE","10","MG","02493950"
"100902","470","ADDED","approved","GABAPENTIN","800","MG","02519798"
"100885","11718","ADDED","approved","QUETIAPINE (QUETIAPINE FUMARATE)","50","MG","02519607"
"100920","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.14","%","02519976"
"100917","23643","ADDED","approved","PEMIGATINIB","4.5","MG","02519933"
"98390","20185","ADDED","approved","LENALIDOMIDE","2.5","MG","02493926"
"100968","11446","ADDED","approved","LETROZOLE","2.5","MG","02520486"
"70506","2232","Changed","active","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","0.01","%","02246339"
"13360","7588","Changed","active","TRIAMCINOLONE ACETONIDE","0.1","%","01964054"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"100976","11718","ADDED","approved","QUETIAPINE (QUETIAPINE FUMARATE)","300","MG","02520567"
"100933","12371","ADDED","approved","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM)","40","MG","02520117"
"100936","6760","ADDED","approved","COLCHICINE","0.5","MG","02520141"
"100998","698","ADDED","approved","POLYETHYLENE GLYCOL 3350","100","%","02520796"
"100943","11115","ADDED","approved","INSULIN LISPRO","300","UNIT","02520214"
"98391","20185","ADDED","approved","LENALIDOMIDE","5","MG","02493934"
"99727","20185","ADDED","approved","LENALIDOMIDE","15","MG","02507897"
"100890","19793","ADDED","approved","DARUNAVIR","800","MG","02519666"
"99731","20185","ADDED","active","LENALIDOMIDE","5","MG","02507935"
"88545","1810","ADDED","active","ENALAPRIL MALEATE","10","MG","02400677"
"100750","10021","ADDED","active","CITRIC ACID","2.5","%","02518171"
"90055","22163","Changed","active","AFLIBERCEPT","2","MG","02415992"
"99471","22163","Changed","active","AFLIBERCEPT","2","MG","02505355"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"88544","20170","REMOVED","active",NA,NA,NA,"02400669"
"88546","20170","REMOVED","active",NA,NA,NA,"02400685"
"88543","20170","REMOVED","active",NA,NA,NA,"02400650"
"88545","20170","REMOVED","active",NA,NA,NA,"02400677"
"98384","20185","ADDED","active","LENALIDOMIDE","5","MG","02493845"
"100941","11115","ADDED","approved","INSULIN LISPRO","300","UNIT","02520192"
"97342","20185","ADDED","active","LENALIDOMIDE","5","MG","02483017"
"100791","20185","ADDED","active","LENALIDOMIDE","20","MG","02518600"
"100927","265","ADDED","approved","MENTHOL","1","%","02520052"
"100953","1305","ADDED","approved","NIZATIDINE","150","MG","02520338"
"99724","20185","ADDED","approved","LENALIDOMIDE","2.5","MG","02507862"
"100927","10225","ADDED","approved","LIDOCAINE HYDROCHLORIDE","4","%","02520052"
"98392","20185","ADDED","approved","LENALIDOMIDE","7.5","MG","02493942"
"97343","20185","ADDED","active","LENALIDOMIDE","10","MG","02483025"
"100887","11718","ADDED","approved","QUETIAPINE (QUETIAPINE FUMARATE)","200","MG","02519623"
"100906","4922","ADDED","approved","VITAMIN D3","5600","UNIT","02519836"
"100991","12034","ADDED","approved","MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE)","400","MG","02520710"
"100788","20185","ADDED","active","LENALIDOMIDE","5","MG","02518570"
"100924","13323","ADDED","approved","ETONOGESTREL","11.7","MG","02520028"
"100926","10193","ADDED","approved","BISACODYL","5","MG","02520044"
"99728","20185","ADDED","approved","LENALIDOMIDE","20","MG","02507900"
"100993","16200","ADDED","approved","BEVACIZUMAB","400","MG","02520737"
"100939","8881","ADDED","approved","ISOPROPYL ALCOHOL","70","%","02520176"
"100937","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.15","%","02520168"
"100955","12110","ADDED","approved","LINEZOLID","600","MG","02520354"
"100929","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.125","%","02520079"
"100959","13311","ADDED","approved","VARDENAFIL (VARDENAFIL HYDROCHLORIDE TRIHYDRATE)","10","MG","02520397"
"100992","16200","ADDED","approved","BEVACIZUMAB","100","MG","02520729"
"100905","13353","ADDED","approved","ALENDRONIC ACID (ALENDRONATE SODIUM TRIHYDRATE)","70","MG","02519828"
"100952","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02520311"
"97344","20185","ADDED","active","LENALIDOMIDE","15","MG","02483033"
"100996","10021","ADDED","approved","CITRIC ACID","2.63","%","02520761"
"100925","5054","ADDED","approved","TRETINOIN","10","MG","02520036"
"100749","10021","ADDED","active","CITRIC ACID","2.5","%","02518163"
"100940","11115","ADDED","approved","INSULIN LISPRO","100","UNIT","02520184"
"100614","11384","ADDED","approved","TOPIRAMATE","50","MG","02516780"
"100945","11115","ADDED","approved","INSULIN LISPRO","600","UNIT","02520230"
"100905","4922","ADDED","approved","VITAMIN D3","2800","UNIT","02519828"
"99729","20185","ADDED","approved","LENALIDOMIDE","25","MG","02507919"
"100907","12699","ADDED","approved","ALFUZOSIN HYDROCHLORIDE","10","MG","02519844"
"100972","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.14","%","02520524"
"98383","20185","ADDED","active","LENALIDOMIDE","2.5","MG","02493837"
"100886","11718","ADDED","approved","QUETIAPINE (QUETIAPINE FUMARATE)","150","MG","02519615"
"98387","20185","ADDED","active","LENALIDOMIDE","15","MG","02493888"
"100954","1305","ADDED","approved","NIZATIDINE","300","MG","02520346"
"98394","20185","ADDED","approved","LENALIDOMIDE","15","MG","02493969"
"98388","20185","ADDED","active","LENALIDOMIDE","20","MG","02493896"
"100978","5937","ADDED","approved","PYRAZINAMIDE","500","MG","02520583"
"99730","20185","ADDED","active","LENALIDOMIDE","2.5","MG","02507927"
"98395","20185","ADDED","approved","LENALIDOMIDE","20","MG","02493977"
"100994","182","ADDED","approved","DIPHENHYDRAMINE HYDROCHLORIDE","25","MG","02520745"
"100449","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.125","%","02515091"
"100906","13353","ADDED","approved","ALENDRONIC ACID (ALENDRONATE SODIUM TRIHYDRATE)","70","MG","02519836"
"100898","11718","ADDED","approved","QUETIAPINE (QUETIAPINE FUMARATE)","300","MG","02519747"
"99725","20185","ADDED","approved","LENALIDOMIDE","5","MG","02507870"
"100995","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.15","%","02520753"
"100951","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02520303"
"100958","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.15","%","02520389"
"100944","11115","ADDED","approved","INSULIN LISPRO","300","UNIT","02520222"
"100958","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.15","%","02520389"
"78927","13585","ADDED","approved","ESCITALOPRAM (ESCITALOPRAM OXALATE)","15","MG","02303957"
"100903","2327","ADDED","approved","KETOPROFEN","100","MG","02519801"
"100942","11115","ADDED","approved","INSULIN LISPRO","300","UNIT","02520206"
"99733","20185","ADDED","active","LENALIDOMIDE","15","MG","02507951"
"88544","1810","ADDED","active","ENALAPRIL MALEATE","5","MG","02400669"
"100915","10225","ADDED","approved","LIDOCAINE HYDROCHLORIDE","4","%","02519917"
"100911","11787","ADDED","approved","CAPECITABINE","150","MG","02519879"
"100901","470","ADDED","approved","GABAPENTIN","600","MG","02519771"
"100918","23643","ADDED","approved","PEMIGATINIB","9","MG","02519941"
"97345","20185","ADDED","active","LENALIDOMIDE","20","MG","02483041"
