"mp_code"|"mp_formal_name"|"mp_en_description"|"mp_fr_description"|"mp_status"|"mp_status_effective_time"
"01926543"|"SECTRAL [acebutolol (acebutolol hydrochloride) 100 mg oral tablet] SANOFI-AVENTIS CANADA INC"|NA|NA|"active"|"20100727"
"01926551"|"SECTRAL [acebutolol (acebutolol hydrochloride) 200 mg oral tablet] SANOFI-AVENTIS CANADA INC"|NA|NA|"active"|"20100727"
"01926578"|"SECTRAL [acebutolol (acebutolol hydrochloride) 400 mg oral tablet] SANOFI-AVENTIS CANADA INC"|NA|NA|"active"|"20100727"
"02147602"|"APO-ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 100 mg oral tablet] APOTEX INC"|NA|NA|"active"|"20110211"
"02147610"|"APO-ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 200 mg oral tablet] APOTEX INC"|NA|NA|"active"|"20110211"
"02147629"|"APO-ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 400 mg oral tablet] APOTEX INC"|NA|NA|"active"|"20110211"
"02164396"|"ACEBUTOLOL-100-TAB 100MG [acebutolol (acebutolol hydrochloride) 100 mg oral tablet] PRO DOC LIMITEE"|NA|NA|"active"|"20060303"
"02164418"|"ACEBUTOLOL-200 - TAB 200MG [acebutolol (acebutolol hydrochloride) 200 mg oral tablet] PRO DOC LIMITEE"|NA|NA|"active"|"20060303"
"02164426"|"ACEBUTOLOL - 400 - TAB 400MG [acebutolol (acebutolol hydrochloride) 400 mg oral tablet] PRO DOC LIMITEE"|NA|NA|"active"|"20060303"
"02204517"|"TEVA-ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 100 mg oral tablet] TEVA CANADA LIMITED"|NA|NA|"active"|"20160929"
"02204525"|"TEVA-ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 200 mg oral tablet] TEVA CANADA LIMITED"|NA|NA|"active"|"20150505"
"02204533"|"TEVA-ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 400 mg oral tablet] TEVA CANADA LIMITED"|NA|NA|"active"|"20150505"
"02237721"|"MYLAN-ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 100 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|NA|NA|"active"|"20100205"
"02237722"|"MYLAN-ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 200 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|NA|NA|"active"|"20100901"
"02237723"|"MYLAN-ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 400 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|NA|NA|"active"|"20100901"
"02237885"|"MYLAN-ACEBUTOLOL (TYPE S) [acebutolol (acebutolol hydrochloride) 100 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|NA|NA|"active"|"20100519"
"02237886"|"MYLAN-ACEBUTOLOL (TYPE S) [acebutolol (acebutolol hydrochloride) 200 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|NA|NA|"active"|"20100519"
"02237887"|"MYLAN-ACEBUTOLOL (TYPE S) [acebutolol (acebutolol hydrochloride) 400 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|NA|NA|"active"|"20100203"
"02257599"|"SANDOZ ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 100 mg oral tablet] SANDOZ CANADA INCORPORATED"|NA|NA|"active"|"20150505"
"02257602"|"SANDOZ ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 200 mg oral tablet] SANDOZ CANADA INCORPORATED"|NA|NA|"active"|"20150505"
"02257610"|"SANDOZ ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 400 mg oral tablet] SANDOZ CANADA INCORPORATED"|NA|NA|"active"|"20150505"
"02286246"|"ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 100 mg oral tablet] SANIS HEALTH INC"|NA|NA|"active"|"20151109"
"02286254"|"ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 200 mg oral tablet] SANIS HEALTH INC"|NA|NA|"active"|"20151022"
"02286262"|"ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 400 mg oral tablet] SANIS HEALTH INC"|NA|NA|"active"|"20150730"
"00852163"|"TRIATEC-8 [acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] LABORATOIRE RIVA INC"|NA|NA|"active"|"20150429"
"01977881"|"TRIATEC-8 FORT [acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet] LABORATOIRE RIVA INC"|NA|NA|"active"|"20160620"
"01996541"|"ACETAMINOPHENE CODEINE ET CAFEINE CAPLETS [acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet] LABORATOIRE RIVA INC"|NA|NA|"active"|"20161201"
"01996568"|"ACETAMINOPHENE CODEINE ET CAFEINE FORT [acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet] LABORATOIRE RIVA INC"|NA|NA|"active"|"20161201"
"02028174"|"ACETAMINOPHEN, CAFFEINE & CODEINE [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] PHARMASCIENCE INC"|NA|NA|"active"|"20150429"
"02025337"|"ACETAMINOPHEN, CAFFEINE & CODEINE [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] PHARMASCIENCE INC"|NA|NA|"active"|"20150429"
"02163934"|"TYLENOL WITH CODEINE NO. 2 - TAB [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet] JANSSEN INC"|NA|NA|"active"|"20060106"
"02163926"|"TYLENOL WITH CODEINE NO. 3 - TAB [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet] JANSSEN INC"|NA|NA|"active"|"20060106"
"00293490"|"ATASOL 8 TAB [acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet] CHURCH & DWIGHT CANADA CORP"|NA|NA|"active"|"20150429"
"00293504"|"ATASOL 15 TAB [acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet] CHURCH & DWIGHT CANADA CORP"|NA|NA|"active"|"20150429"
