drug_code,din,brand.name,company.name,brand.name.dpd,company.name.dpd,descriptor
79517,02309556,TEVA-CYPROTERONE/ETHINYL ESTRADIOL,TEVA CANADA LIMITED,TEVA-CYPROTERONE / ETHINYL ESTRADIOL,TEVA CANADA LIMITED,NA
92104,02436736,CLÉO-35,ALTIUS HEALTHCARE INC,CLÉO -35,ALTIUS HEALTHCARE INC,NA
74376,02258560,TRI-CYCLEN LO (21 DAY),JANSSEN INC,TRI-CYCLEN LO        (-21 DAY),JANSSEN INC,NA
88684,02401967,TRICIRA LO,APOTEX INC,TRI-CIRA LO 21,APOTEX INC,NA
74378,02258587,TRI-CYCLEN LO (28 DAY),JANSSEN INC,TRI-CYCLEN LO        (28 DAY),JANSSEN INC,NA
88685,02401975,TRICIRA LO,APOTEX INC,TRI-CIRA LO 28,APOTEX INC,NA
91640,02431939,RIXUBIS,SHIRE PHARMA CANADA ULC,RIXUBIS,TAKEDA CANADA INC,SINGLE-USE VIAL AND DILUENT
91641,02431947,RIXUBIS,SHIRE PHARMA CANADA ULC,RIXUBIS,TAKEDA CANADA INC,SINGLE-USE VIAL AND DILUENT
91642,02431955,RIXUBIS,SHIRE PHARMA CANADA ULC,RIXUBIS,TAKEDA CANADA INC,SINGLE-USE VIAL AND DILUENT
43151,02215136,SAIZEN,"EMD SERONO, A DIVISION OF EMD INC., CANADA",SAIZEN 10IU  -  KIT,"EMD SERONO, A DIVISION OF EMD INC., CANADA",NA
88388,02398974,DIACOMIT,BIOCODEX SA,DIACOMIT,BIOCODEX SAS,NA
91639,02431920,RIXUBIS,SHIRE PHARMA CANADA ULC,RIXUBIS,TAKEDA CANADA INC,SINGLE-USE VIAL AND DILUENT
91643,02431963,RIXUBIS,SHIRE PHARMA CANADA ULC,RIXUBIS,TAKEDA CANADA INC,SINGLE-USE VIAL AND DILUENT
