drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"103581","85","TABLET","ADDED","02547155"
"103576","85","TABLET","ADDED","02547112"
"103589","9","CREAM","ADDED","02547260"
"103635","98","SPRAY","ADDED","02547422"
"103554","85","TABLET","ADDED","02546876"
"18321","56","POWDER FOR SOLUTION","ADDED","02160986"
"103598","109","TABLET (DELAYED-RELEASE)","ADDED","02547368"
"103577","85","TABLET","ADDED","02547120"
"103588","187","VAGINAL CAPSULE","ADDED","02547252"
"103635","134","SOLUTION","ADDED","02547422"
"102258","85","TABLET","ADDED","02533596"
"103597","109","TABLET (DELAYED-RELEASE)","ADDED","02547341"
"18310","56","POWDER FOR SOLUTION","ADDED","02161060"
"103557","134","SOLUTION","ADDED","02546906"
"102257","85","TABLET","ADDED","02533618"
"103565","36","LOTION","ADDED","02546981"
"43771","85","TABLET","ADDED","02091216"
"103561","85","TABLET","ADDED","02546949"
"103555","85","TABLET","ADDED","02546884"
"103562","85","TABLET","ADDED","02546957"
"102253","85","TABLET","ADDED","02533545"
"102256","85","TABLET","ADDED","02533588"
"103552","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02546841"
"103582","5","CAPSULE","ADDED","02547171"
"103545","134","SOLUTION","ADDED","02546779"
"103559","134","SOLUTION","ADDED","02546922"
"18321","55","POWDER","REMOVED","02160986"
"103583","85","TABLET","ADDED","02547198"
"103580","85","TABLET","ADDED","02547147"
"43782","85","TABLET","ADDED","02091380"
"19923","134","SOLUTION","ADDED","02091135"
"103596","9","CREAM","ADDED","02547325"
"103556","85","TABLET","ADDED","02546892"
"103563","85","TABLET","ADDED","02546965"
"103593","75","TABLET (EXTENDED-RELEASE)","ADDED","02547309"
"103579","85","TABLET","ADDED","02547139"
"103549","5","CAPSULE","ADDED","02546817"
"103584","85","TABLET","ADDED","02547201"
"103564","134","SOLUTION","ADDED","02546973"
"103325","85","TABLET","ADDED","02544687"
"103558","105","WIPE","ADDED","02546914"
"103541","56","POWDER FOR SOLUTION","ADDED","02546736"
"18310","55","POWDER","REMOVED","02161060"
"103563","32","KIT","ADDED","02546965"
"19923","34","LIQUID","REMOVED","02091135"
"103551","85","TABLET","ADDED","02546833"
"103542","56","POWDER FOR SOLUTION","ADDED","02546744"
"103634","105","WIPE","ADDED","02547414"
"103594","75","TABLET (EXTENDED-RELEASE)","ADDED","02547317"
"102255","85","TABLET","ADDED","02533561"
"43781","85","TABLET","ADDED","02091372"
"103589","32","KIT","ADDED","02547260"
"103589","187","VAGINAL CAPSULE","ADDED","02547260"
