drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"90937","166","AEROSOL, FOAM","REMOVED","02424703"
"107140","9","CREAM","ADDED","02569132"
"107144","134","SOLUTION","ADDED","02569175"
"107086","85","TABLET","ADDED","02568551"
"107146","85","TABLET","ADDED","02569191"
"104038","166","AEROSOL (FOAM)","ADDED","02551659"
"1668","34","LIQUID","REMOVED","00266507"
"107136","134","SOLUTION","ADDED","02569094"
"107132","85","TABLET","ADDED","02569043"
"107173","85","TABLET","ADDED","02569493"
"101854","166","AEROSOL (FOAM)","ADDED","02529327"
"1668","134","SOLUTION","ADDED","00266507"
"107154","36","LOTION","ADDED","02569280"
"107169","85","TABLET","ADDED","02569450"
"107141","134","SOLUTION","ADDED","02569140"
"107152","43","OINTMENT","ADDED","02569264"
"107172","85","TABLET","ADDED","02569485"
"78289","159","TABLET (DELAYED AND EXTENDED RELEASE)","REMOVED","02297558"
"103667","134","SOLUTION","ADDED","02547740"
"107167","85","TABLET","ADDED","02569434"
"104471","166","AEROSOL, FOAM","REMOVED","02555980"
"104471","166","AEROSOL (FOAM)","ADDED","02555980"
"107119","134","SOLUTION","ADDED","02568926"
"107174","105","WIPE","ADDED","02569507"
"66277","34","LIQUID","REMOVED","02242529"
"107115","5","CAPSULE","ADDED","02568861"
"107091","85","TABLET","ADDED","02568616"
"107106","85","TABLET","ADDED","02568772"
"94275","159","TABLET (DELAYED AND EXTENDED RELEASE)","REMOVED","02455889"
"107147","85","TABLET","ADDED","02569205"
"107084","85","TABLET","ADDED","02568535"
"85174","166","AEROSOL, FOAM","REMOVED","02366924"
"107123","56","POWDER FOR SOLUTION","ADDED","02568969"
"107107","12","DROPS","ADDED","02568780"
"107080","85","TABLET","ADDED","02568497"
"107092","85","TABLET","ADDED","02568624"
"66277","134","SOLUTION","ADDED","02242529"
"107111","85","TABLET","ADDED","02568829"
"107137","134","SOLUTION","ADDED","02569108"
"107079","85","TABLET","ADDED","02568489"
"85367","166","AEROSOL, FOAM","REMOVED","02368684"
"107183","79","SUSPENSION","ADDED","02569604"
"10770","134","SOLUTION","ADDED","00821780"
"5575","166","AEROSOL, FOAM","REMOVED","00579335"
"107159","5","CAPSULE","ADDED","02569337"
"107150","5","CAPSULE","ADDED","02569248"
"107158","5","CAPSULE","ADDED","02569329"
"107181","134","SOLUTION","ADDED","02569582"
"73231","134","SOLUTION","ADDED","02248859"
"83384","166","AEROSOL, FOAM","REMOVED","02348489"
"107164","59","SHAMPOO","ADDED","02569396"
"101854","166","AEROSOL, FOAM","REMOVED","02529327"
"85174","166","AEROSOL (FOAM)","ADDED","02366924"
"107120","134","SOLUTION","ADDED","02568934"
"1912","34","LIQUID","REMOVED","00298417"
"94275","159","TABLET (DELAYED- AND EXTENDED-RELEASE)","ADDED","02455889"
"107171","85","TABLET","ADDED","02569477"
"107142","134","SOLUTION","ADDED","02569159"
"78289","159","TABLET (DELAYED- AND EXTENDED-RELEASE)","ADDED","02297558"
"107157","5","CAPSULE","ADDED","02569310"
"85367","166","AEROSOL (FOAM)","ADDED","02368684"
"104038","166","AEROSOL, FOAM","REMOVED","02551659"
"104240","166","AEROSOL (FOAM)","ADDED","02553465"
"107155","5","CAPSULE","ADDED","02569299"
"107177","105","WIPE","ADDED","02569531"
"10770","34","LIQUID","REMOVED","00821780"
"107192","79","SUSPENSION","ADDED","02569701"
"107145","85","TABLET","ADDED","02569183"
"104015","166","AEROSOL, FOAM","REMOVED","02551446"
"107078","85","TABLET","ADDED","02568470"
"107110","85","TABLET","ADDED","02568810"
"5575","166","AEROSOL (FOAM)","ADDED","00579335"
"107114","5","CAPSULE","ADDED","02568853"
"107170","5","CAPSULE","ADDED","02569469"
"107108","85","TABLET","ADDED","02568799"
"1911","34","LIQUID","REMOVED","00298409"
"107113","5","CAPSULE","ADDED","02568845"
"91618","166","AEROSOL, FOAM","REMOVED","02431718"
"107118","98","SPRAY","ADDED","02568918"
"107099","85","TABLET","ADDED","02568691"
"107117","105","WIPE","ADDED","02568896"
"107122","134","SOLUTION","ADDED","02568950"
"107160","5","CAPSULE","ADDED","02569345"
"107149","5","CAPSULE","ADDED","02569221"
"107168","85","TABLET","ADDED","02569442"
"104015","166","AEROSOL (FOAM)","ADDED","02551446"
"107109","85","TABLET","ADDED","02568802"
"107100","85","TABLET","ADDED","02568705"
"107121","134","SOLUTION","ADDED","02568942"
"107156","5","CAPSULE","ADDED","02569302"
"94445","166","AEROSOL, FOAM","REMOVED","02457393"
"91618","166","AEROSOL (FOAM)","ADDED","02431718"
"107166","85","TABLET","ADDED","02569426"
"104240","166","AEROSOL, FOAM","REMOVED","02553465"
"1912","134","SOLUTION","ADDED","00298417"
"107116","134","SOLUTION","ADDED","02568888"
"107087","56","POWDER FOR SOLUTION","ADDED","02568578"
"107085","85","TABLET","ADDED","02568543"
"73231","34","LIQUID","REMOVED","02248859"
"107161","134","SOLUTION","ADDED","02569353"
"82988","166","AEROSOL, FOAM","REMOVED","02344408"
"107102","75","TABLET (EXTENDED-RELEASE)","ADDED","02568721"
"107112","85","TABLET","ADDED","02568837"
"1911","134","SOLUTION","ADDED","00298409"
"107103","85","TABLET","ADDED","02568748"
"94445","166","AEROSOL (FOAM)","ADDED","02457393"
"90937","166","AEROSOL (FOAM)","ADDED","02424703"
"83384","166","AEROSOL (FOAM)","ADDED","02348489"
"82988","166","AEROSOL (FOAM)","ADDED","02344408"
"107098","85","TABLET","ADDED","02568683"
"107139","5","CAPSULE","ADDED","02569124"
"107143","134","SOLUTION","ADDED","02569167"
"107090","85","TABLET","ADDED","02568608"
