drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"101980","13276","Changed","active","FULVESTRANT","250","MG","02530635"
"102541","13276","Changed","approved","FULVESTRANT","250","MG","02536668"
"12298","309","Changed","inactive","IRON (FERROUS SUCCINATE)",".5","MG","01901117"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"102213","13276","Changed","approved","FULVESTRANT","250","MG","02533111"
"72981","13276","Changed","active","FULVESTRANT","250","MG","02248624"
"97656","13276","Changed","approved","FULVESTRANT","250","MG","02486350"
"102508","13276","Changed","active","FULVESTRANT","250","MG","02536293"
"94743","13276","Changed","active","FULVESTRANT","250","MG","02460130"
"97398","13276","Changed","active","FULVESTRANT","250","MG","02483610"
"22943","4803","Changed","inactive","CALCIUM (EGG SHELL)","80","MG","01959840"
"107121","20146","ADDED","approved","RANIBIZUMAB","10","MG","02568942"
"107177","626","ADDED","approved","CHLORHEXIDINE GLUCONATE","2","%","02569531"
"107106","22707","ADDED","approved","BILASTINE","20","MG","02568772"
"107164","626","ADDED","approved","CHLORHEXIDINE GLUCONATE","40","MG","02569396"
"107143","23711","ADDED","approved","AMIVANTAMAB","2400","MG","02569167"
"107150","22614","ADDED","approved","NINTEDANIB (NINTEDANIB ESILATE)","150","MG","02569248"
"107100","22626","ADDED","approved","VILAZODONE HYDROCHLORIDE","40","MG","02568705"
"107123","11363","ADDED","approved","GLUCAGON","1","MG","02568969"
"107132","7942","ADDED","approved","CETIRIZINE HYDROCHLORIDE","20","MG","02569043"
"107154","2280","ADDED","approved","OCTOCRYLENE","2","%","02569280"
"107174","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02569507"
"107146","21078","ADDED","approved","APIXABAN","5","MG","02569191"
"107111","13329","ADDED","approved","ESTRADIOL HEMIHYDRATE","1","MG","02568829"
"107154","7289","ADDED","approved","ZINC OXIDE","15.5","%","02569280"
"107109","2370","ADDED","approved","CARBIDOPA","25","MG","02568802"
"107159","11923","ADDED","approved","TEMOZOLOMIDE","180","MG","02569337"
"107110","2370","ADDED","approved","CARBIDOPA","25","MG","02568810"
"107181","22925","ADDED","approved","SEMAGLUTIDE","4","MG","02569582"
"107166","13107","ADDED","approved","LEVETIRACETAM","250","MG","02569426"
"107110","4068","ADDED","approved","LEVODOPA","250","MG","02568810"
"107136","2493","ADDED","approved","BUPIVACAINE HYDROCHLORIDE","2.5","MG","02569094"
"107157","11923","ADDED","approved","TEMOZOLOMIDE","100","MG","02569310"
"107102","11780","ADDED","approved","TAMSULOSIN HYDROCHLORIDE","0.4","MG","02568721"
"107108","2370","ADDED","approved","CARBIDOPA","10","MG","02568799"
"107160","11923","ADDED","approved","TEMOZOLOMIDE","250","MG","02569345"
"107122","20146","ADDED","approved","RANIBIZUMAB","10","MG","02568950"
"107172","2564","ADDED","approved","CLONIDINE HYDROCHLORIDE","0.1","MG","02569485"
"107177","8881","ADDED","approved","ISOPROPYL ALCOHOL","70","%","02569531"
"107154","1970","ADDED","approved","HOMOSALATE","13.6","%","02569280"
"107113","470","ADDED","approved","GABAPENTIN","100","MG","02568845"
"107144","23711","ADDED","approved","AMIVANTAMAB","3520","MG","02569175"
"107167","13107","ADDED","approved","LEVETIRACETAM","500","MG","02569434"
"107086","2414","ADDED","approved","NAPROXEN","500","MG","02568551"
"107158","11923","ADDED","approved","TEMOZOLOMIDE","140","MG","02569329"
"107078","22702","ADDED","approved","BRIVARACETAM","10","MG","02568470"
"107183","22947","ADDED","approved","EDARAVONE","105","MG","02569604"
"107111","7498","ADDED","approved","NORETHINDRONE ACETATE","0.5","MG","02568829"
"107141","23711","ADDED","approved","AMIVANTAMAB","1600","MG","02569140"
"107120","27149","ADDED","approved","DEPEMOKIMAB","100","MG","02568934"
"107090","232","ADDED","approved","PERINDOPRIL ERBUMINE","2","MG","02568608"
"107112","2041","ADDED","approved","ATENOLOL","25","MG","02568837"
"107142","23711","ADDED","approved","AMIVANTAMAB","2240","MG","02569159"
"107156","11923","ADDED","approved","TEMOZOLOMIDE","20","MG","02569302"
"107118","626","ADDED","approved","CHLORHEXIDINE GLUCONATE","40","MG","02568918"
"103667","20432","ADDED","approved","ECULIZUMAB","10","MG","02547740"
