drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"102721","56","ORAL","ADDED","02538490"
"102687","56","ORAL","ADDED","02538121"
"102746","56","ORAL","ADDED","02538776"
"102757","70","TOPICAL","ADDED","02538881"
"102735","56","ORAL","ADDED","02538652"
"102731","56","ORAL","ADDED","02538601"
"102780","49","INTRAVENOUS","ADDED","02539152"
"102717","56","ORAL","ADDED","02538458"
"6450","94","DISINFECTANT (Institutional/Industrial)","ADDED","00664065"
"102760","70","TOPICAL","ADDED","02538938"
"102792","56","ORAL","ADDED","02539284"
"102266","70","TOPICAL","ADDED","02533693"
"102767","56","ORAL","ADDED","02539004"
"96153","56","ORAL","ADDED","02472201"
"102733","56","ORAL","ADDED","02538636"
"96158","56","ORAL","ADDED","02472279"
"102745","56","ORAL","ADDED","02538768"
"102770","56","ORAL","ADDED","02539039"
"96156","56","ORAL","ADDED","02472252"
"102754","49","INTRAVENOUS","ADDED","02538857"
"102420","94","DISINFECTANT (Institutional/Industrial)","ADDED","02535343"
"102768","56","ORAL","ADDED","02539012"
"102420","8","DISINFECTANT (Food Premises)","ADDED","02535343"
"102750","56","ORAL","ADDED","02538814"
"102778","49","INTRAVENOUS","ADDED","02539136"
"102719","56","ORAL","ADDED","02538474"
"102789","1","BLOCK/INFILTRATION","ADDED","02539241"
"102230","70","TOPICAL","ADDED","02533308"
"102725","49","INTRAVENOUS","ADDED","02538539"
"102352","8","DISINFECTANT (Food Premises)","ADDED","02534614"
"102734","49","INTRAVENOUS","ADDED","02538644"
"102756","49","INTRAVENOUS","ADDED","02538873"
"102728","56","ORAL","ADDED","02538563"
"102774","56","ORAL","ADDED","02539071"
"102749","56","ORAL","ADDED","02538806"
"102352","94","DISINFECTANT (Institutional/Industrial)","ADDED","02534614"
"102759","49","INTRAVENOUS","ADDED","02538911"
"102352","93","DISINFECTANT (Domestic)","ADDED","02534614"
"96154","56","ORAL","ADDED","02472228"
"96155","56","ORAL","ADDED","02472244"
"102786","49","INTRAVENOUS","ADDED","02539209"
"102771","56","ORAL","ADDED","02539047"
"102743","56","ORAL","ADDED","02538733"
"98597","49","INTRAVENOUS","ADDED","02496097"
"102776","49","INTRAVENOUS","ADDED","02539101"
"102689","56","ORAL","ADDED","02538156"
"102772","56","ORAL","ADDED","02539055"
"102747","56","ORAL","ADDED","02538784"
"102751","70","TOPICAL","ADDED","02538822"
"102732","56","ORAL","ADDED","02538628"
"102784","56","ORAL","ADDED","02539195"
"85336","2","DISINFECTANT (Barn)","ADDED","02368390"
"102736","56","ORAL","ADDED","02538660"
"102420","93","DISINFECTANT (Domestic)","ADDED","02535343"
"102688","56","ORAL","ADDED","02538148"
"96157","56","ORAL","ADDED","02472260"
"85336","8","DISINFECTANT (Food Premises)","ADDED","02368390"
"102744","56","ORAL","ADDED","02538741"
"102738","56","ORAL","ADDED","02538725"
"102722","56","ORAL","ADDED","02538504"
"102790","1","BLOCK/INFILTRATION","ADDED","02539268"
"102718","56","ORAL","ADDED","02538466"
"102748","56","ORAL","ADDED","02538792"
"102773","56","ORAL","ADDED","02539063"
"85336","93","DISINFECTANT (Domestic)","ADDED","02368390"
"102769","56","ORAL","ADDED","02539020"
"102726","56","ORAL","ADDED","02538555"
