drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"6450","active","active","00664065","KERSIA CANADA LTÉE","LABORATOIRES CHOISY LTEE"
"50289","active","active","02231008","ABBVIE CORPORATION","ALLERGAN INC"
"11138","active","active","00870153","ABBVIE CORPORATION","ALLERGAN INC"
"18791","active","active","02138670","ABBVIE CORPORATION","ALLERGAN INC"
"27183","active","active","02049260","ABBVIE CORPORATION","ALLERGAN INC"
"5121","active","active","00579408","ABBVIE CORPORATION","ALLERGAN INC"
"91579","active","active","02431378","HIKMA CANADA LIMITED","STERIMAX INC"
"94146","active","active","02454777","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"94144","active","active","02454750","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"94145","active","active","02454769","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"94161","active","active","02454831","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"94162","active","active","02454858","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"94163","active","active","02454866","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"94164","active","active","02454874","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"12266","active","active","01923986","WELLSPRING PHARMACEUTICAL CANADA CORP","BAYER INC"
"1037","active","active","00022780","BGP PHARMA ULC","UPJOHN CANADA ULC"
"1036","active","active","00022772","BGP PHARMA ULC","UPJOHN CANADA ULC"
"99429","active","active","02504928","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"95963","active","active","02470632","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"92141","active","active","02437104","HIKMA CANADA LIMITED","STERIMAX INC"
"92142","active","active","02437112","HIKMA CANADA LIMITED","STERIMAX INC"
"92143","active","active","02437120","HIKMA CANADA LIMITED","STERIMAX INC"
"100679","active","active","02517388","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"83209","active","active","02346672","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"95811","active","active","02469332","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"19661","active","active","02162431","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"94335","active","active","02456451","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"94336","active","active","02456478","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"94696","active","active","02459655","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"79004","inactive","inactive","02304767","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"80549","inactive","inactive","02320029","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"80550","inactive","inactive","02320037","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"80551","inactive","inactive","02320045","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"80552","inactive","inactive","02320053","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"88030","inactive","inactive","02395185","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"6088","dormant","dormant","00638692","SEARCHLIGHT PHARMA INC","ERFA CANADA 2012 INC"
"4544","dormant","dormant","00507415","BAUSCH & LOMB INC","BAUSCH HEALTH, CANADA INC."
"89124","approved","approved","02406543","MARCAN PHARMACEUTICALS INC","STRIDES PHARMA CANADA INC"
"89123","approved","approved","02406535","MARCAN PHARMACEUTICALS INC","STRIDES PHARMA CANADA INC"
"89126","approved","approved","02406578","MARCAN PHARMACEUTICALS INC","STRIDES PHARMA CANADA INC"
"89125","approved","approved","02406551","MARCAN PHARMACEUTICALS INC","STRIDES PHARMA CANADA INC"
"78512","approved","approved","02299755","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"78513","approved","approved","02299763","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"94160","approved","approved","02454823","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
"90441","approved","approved","02419785","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"90442","approved","approved","02419793","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"100678","approved","approved","02517361","MEDEXUS PHARMACEUTICALS INC.","MEDEXUS INC"
