mp_code,mp_formal_name,mp_fr_description,changes
"00022772","DILANTIN (phenytoin sodium 30 mg oral capsule) UPJOHN CANADA ULC","DILANTIN (phénytoïne sodique 30 mg capsule orale) UPJOHN CANADA ULC","mp_formal_name: ""DILANTIN (phenytoin sodium 30 mg oral capsule) PFIZER CANADA ULC"" -> ""DILANTIN (phenytoin sodium 30 mg oral capsule) UPJOHN CANADA ULC""
mp_fr_description: ""DILANTIN (phénytoïne sodique 30 mg capsule orale) PFIZER CANADA ULC"" -> ""DILANTIN (phénytoïne sodique 30 mg capsule orale) UPJOHN CANADA ULC"""
"00022780","DILANTIN (phenytoin sodium 100 mg oral capsule) UPJOHN CANADA ULC","DILANTIN (phénytoïne sodique 100 mg capsule orale) UPJOHN CANADA ULC","mp_formal_name: ""DILANTIN (phenytoin sodium 100 mg oral capsule) PFIZER CANADA ULC"" -> ""DILANTIN (phenytoin sodium 100 mg oral capsule) UPJOHN CANADA ULC""
mp_fr_description: ""DILANTIN (phénytoïne sodique 100 mg capsule orale) PFIZER CANADA ULC"" -> ""DILANTIN (phénytoïne sodique 100 mg capsule orale) UPJOHN CANADA ULC"""
"00023442","DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) UPJOHN CANADA ULC","DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) UPJOHN CANADA ULC","mp_formal_name: ""DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) PFIZER CANADA ULC"" -> ""DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) UPJOHN CANADA ULC""
mp_fr_description: ""DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) PFIZER CANADA ULC"" -> ""DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) UPJOHN CANADA ULC"""
"00023450","DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) UPJOHN CANADA ULC","DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) UPJOHN CANADA ULC","mp_formal_name: ""DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) PFIZER CANADA ULC"" -> ""DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) UPJOHN CANADA ULC""
mp_fr_description: ""DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) PFIZER CANADA ULC"" -> ""DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) UPJOHN CANADA ULC"""
"00023698","DILANTIN INFATABS (phenytoin 50 mg oral tablet) UPJOHN CANADA ULC","DILANTIN INFATABS (phénytoïne 50 mg comprimé oral) UPJOHN CANADA ULC","mp_formal_name: ""DILANTIN INFATABS (phenytoin 50 mg oral tablet) PFIZER CANADA ULC"" -> ""DILANTIN INFATABS (phenytoin 50 mg oral tablet) UPJOHN CANADA ULC""
mp_fr_description: ""DILANTIN INFATABS (phénytoïne 50 mg comprimé oral) PFIZER CANADA ULC"" -> ""DILANTIN INFATABS (phénytoïne 50 mg comprimé oral) UPJOHN CANADA ULC"""
"00029149","FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH","FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH","ADDED"
"00037869","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC","ADDED"
"00038083","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC","ADDED"
"00060410","OSMITROL INJECTION 10% (mannitol 10 % solution for injection 1000 mL bag) BAXTER CORPORATION","OSMITROL INJECTION 10% (mannitol 10 % solution injectable 1000 mL sac) BAXTER CORPORATION","Health_Canada_product_name: ""OSMITROL 10% INJ USP"" -> ""OSMITROL INJECTION 10%""
mp_formal_name: ""OSMITROL 10% INJ USP (mannitol 10 % solution for injection 1000 mL bag) BAXTER CORPORATION"" -> ""OSMITROL INJECTION 10% (mannitol 10 % solution for injection 1000 mL bag) BAXTER CORPORATION""
mp_fr_description: ""OSMITROL 10% INJ USP (mannitol 10 % solution injectable 1000 mL sac) BAXTER CORPORATION"" -> ""OSMITROL INJECTION 10% (mannitol 10 % solution injectable 1000 mL sac) BAXTER CORPORATION"""
"00060437","OSMITROL INJECTION 20% (mannitol 20 % solution for injection 500 mL bag) BAXTER CORPORATION","OSMITROL INJECTION 20% (mannitol 20 % solution injectable 500 mL sac) BAXTER CORPORATION","Health_Canada_product_name: ""OSMITROL 20% INJ USP"" -> ""OSMITROL INJECTION 20%""
mp_formal_name: ""OSMITROL 20% INJ USP (mannitol 20 % solution for injection 500 mL bag) BAXTER CORPORATION"" -> ""OSMITROL INJECTION 20% (mannitol 20 % solution for injection 500 mL bag) BAXTER CORPORATION""
mp_fr_description: ""OSMITROL 20% INJ USP (mannitol 20 % solution injectable 500 mL sac) BAXTER CORPORATION"" -> ""OSMITROL INJECTION 20% (mannitol 20 % solution injectable 500 mL sac) BAXTER CORPORATION"""
