tm_code,tm_formal_name,changes
8002109,coal tar,"tm_status_effective_time: ""19751231"" -> ""19761231"""
8000006,testosterone,"tm_status_effective_time: ""19531231"" -> ""19551231"""
8001609,carbetocin,"tm_status_effective_time: ""19990801"" -> ""20200121"""
8001982,ulipristal,"tm_status_effective_time: ""20130704"" -> ""20150901"""
8001015,cocoa butter and phenylephrine,DELETED
8001659,glycopyrrolate,DELETED
8002308,mineral oil heavy and urea,"tm_status_effective_time: ""20200814"" -> ""20220620"""
8002105,chloroxylenol and coal tar and menthol,DELETED
8000802,hydrochlorothiazide and spironolactone,"tm_status_effective_time: ""19601231"" -> ""19841231"""
8001482,scopolamine butylbromide,DELETED
8002352,bamlanivimab,DELETED
8001465,exenatide,"tm_status_effective_time: ""20110531"" -> ""20110601"""
8001680,podophyllotoxin,DELETED
