drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"100177","56","ORAL","ADDED","02512483"
"99351","56","ORAL","ADDED","02504057"
"99330","56","ORAL","ADDED","02503867"
"102347","93","DISINFECTANT (Domestic)","ADDED","02534568"
"101854","94","DISINFECTANT (Institutional/Industrial)","ADDED","02529327"
"102351","49","INTRAVENOUS","ADDED","02534606"
"102319","56","ORAL","ADDED","02534258"
"102318","56","ORAL","ADDED","02534231"
"102166","56","ORAL","ADDED","02532654"
"102365","56","ORAL","ADDED","02534762"
"101778","93","DISINFECTANT (Domestic)","ADDED","02528576"
"102348","22","INTRAMUSCULAR","ADDED","02534576"
"102375","56","ORAL","ADDED","02534851"
"100971","56","ORAL","ADDED","02520516"
"101854","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02529327"
"101580","56","ORAL","ADDED","02526735"
"99342","56","ORAL","ADDED","02503964"
"101778","8","DISINFECTANT (Food Premises)","ADDED","02528576"
"99329","56","ORAL","ADDED","02503859"
"102167","56","ORAL","ADDED","02532662"
"102371","56","ORAL","ADDED","02534819"
"102347","94","DISINFECTANT (Institutional/Industrial)","ADDED","02534568"
"101854","93","DISINFECTANT (Domestic)","ADDED","02529327"
"102322","65","SUBCUTANEOUS","ADDED","02534282"
"102347","8","DISINFECTANT (Food Premises)","ADDED","02534568"
"100816","33","INTRAPERITONEAL","ADDED","02518872"
"102315","2","DISINFECTANT (Barn)","ADDED","02534207"
"101840","56","ORAL","ADDED","02529165"
"102336","56","ORAL","ADDED","02534436"
"102372","1","BLOCK/INFILTRATION","ADDED","02534827"
"101839","56","ORAL","ADDED","02529157"
"101778","2","DISINFECTANT (Barn)","ADDED","02528576"
"99352","56","ORAL","ADDED","02504065"
"102328","56","ORAL","ADDED","02534347"
"101825","56","ORAL","ADDED","02529068"
"72496","93","DISINFECTANT (Domestic)","ADDED","02248164"
"100178","56","ORAL","ADDED","02512491"
"102315","94","DISINFECTANT (Institutional/Industrial)","ADDED","02534207"
"100816","65","SUBCUTANEOUS","ADDED","02518872"
"100176","56","ORAL","ADDED","02512475"
"102350","56","ORAL","ADDED","02534592"
"100970","56","ORAL","ADDED","02520508"
"102312","49","INTRAVENOUS","ADDED","02534177"
"72496","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02248164"
"101841","56","ORAL","ADDED","02529173"
"102315","8","DISINFECTANT (Food Premises)","ADDED","02534207"
"102344","55","OPHTHALMIC","ADDED","02534525"
"102327","56","ORAL","ADDED","02534339"
"101830","56","ORAL","ADDED","02529114"
"100969","56","ORAL","ADDED","02520494"
"100816","49","INTRAVENOUS","ADDED","02518872"
"101579","56","ORAL","ADDED","02526727"
"99350","56","ORAL","ADDED","02504049"
"102329","56","ORAL","ADDED","02534355"
"101829","56","ORAL","ADDED","02529106"
"102315","93","DISINFECTANT (Domestic)","ADDED","02534207"
"99341","56","ORAL","ADDED","02503956"
"102322","22","INTRAMUSCULAR","ADDED","02534282"
"102330","56","ORAL","ADDED","02534363"
"102357","70","TOPICAL","ADDED","02534665"
"102351","22","INTRAMUSCULAR","ADDED","02534606"
"101831","56","ORAL","ADDED","02529122"
"102315","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02534207"
"101778","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02528576"
"101854","8","DISINFECTANT (Food Premises)","ADDED","02529327"
"102313","49","INTRAVENOUS","ADDED","02534185"
"102331","56","ORAL","ADDED","02534371"
"102322","49","INTRAVENOUS","ADDED","02534282"
"102307","56","ORAL","ADDED","02534118"
"101824","56","ORAL","ADDED","02529041"
"101578","56","ORAL","ADDED","02526719"
"99328","56","ORAL","ADDED","02503840"
"102358","56","ORAL","ADDED","02534673"
"102347","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02534568"
"102363","49","INTRAVENOUS","ADDED","02534746"
"102317","56","ORAL","ADDED","02534223"
"102326","56","ORAL","ADDED","02534320"
"102370","56","ORAL","ADDED","02534800"
"102364","56","ORAL","ADDED","02534754"
"102362","56","ORAL","ADDED","02534738"
"101778","94","DISINFECTANT (Institutional/Industrial)","ADDED","02528576"
"99343","56","ORAL","ADDED","02503972"
"101823","56","ORAL","ADDED","02529033"
