drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"7122","inactive","active","00708232","DEB CANADA","DEB CANADA INC."
"10188","active","active","00843792","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"11918","active","active","01931032","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"12942","active","active","01934767","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"12944","active","active","01934783","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"12946","active","active","01934791","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"13296","active","active","01931024","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"13297","active","active","01930990","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"13362","active","active","00896675","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"13452","active","active","01933531","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"
"13494","active","active","01934740","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"13624","active","active","01932187","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"13625","active","active","01933558","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"
"14492","active","active","02036312","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"14509","active","active","02026805","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"14551","active","active","02044013","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"16698","active","active","02068419","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
"18314","active","active","02130181","STERIMAX INC","NOVARTIS PHARMACEUTICALS CANADA INC"
