drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"102129","56","ORAL","ADDED","02532220"
"101093","56","ORAL","ADDED","02521733"
"101617","93","DISINFECTANT (Domestic)","ADDED","02527111"
"102214","2","DISINFECTANT (Barn)","ADDED","02533138"
"101758","56","ORAL","ADDED","02528347"
"102192","65","SUBCUTANEOUS","ADDED","02532913"
"101657","93","DISINFECTANT (Domestic)","ADDED","02527510"
"101815","56","ORAL","ADDED","02528959"
"101657","8","DISINFECTANT (Food Premises)","ADDED","02527510"
"102163","56","ORAL","ADDED","02532611"
"101315","56","ORAL","ADDED","02524112"
"102146","56","ORAL","ADDED","02532425"
"102177","56","ORAL","ADDED","02532751"
"100318","56","ORAL","ADDED","02513994"
"101657","94","DISINFECTANT (Institutional/Industrial)","ADDED","02527510"
"100820","56","ORAL","ADDED","02518910"
"100688","56","ORAL","ADDED","02517493"
"101191","56","ORAL","ADDED","02522799"
"102202","49","INTRAVENOUS","ADDED","02533006"
"90483","56","ORAL","ADDED","02420236"
"101198","56","ORAL","ADDED","02522896"
"102180","56","ORAL","ADDED","02532794"
"102141","49","INTRAVENOUS","ADDED","02532379"
"100321","56","ORAL","ADDED","02514036"
"102223","70","TOPICAL","ADDED","02533227"
"102126","56","ORAL","ADDED","02532190"
"102161","56","ORAL","ADDED","02532581"
"102195","65","SUBCUTANEOUS","ADDED","02532956"
"102160","56","ORAL","ADDED","02532573"
"100052","56","ORAL","ADDED","02511304"
"102214","93","DISINFECTANT (Domestic)","ADDED","02533138"
"102158","56","ORAL","ADDED","02532557"
"102199","49","INTRAVENOUS","ADDED","02532999"
"102182","56","ORAL","ADDED","02532816"
"100320","56","ORAL","ADDED","02514028"
"101316","56","ORAL","ADDED","02524120"
"101351","56","ORAL","ADDED","02524465"
"102170","56","ORAL","ADDED","02532689"
"102141","22","INTRAMUSCULAR","ADDED","02532379"
"102198","49","INTRAVENOUS","ADDED","02532980"
"102147","56","ORAL","ADDED","02532433"
"100319","56","ORAL","ADDED","02514001"
"102215","70","TOPICAL","ADDED","02533146"
"101827","56","ORAL","ADDED","02529084"
"100317","56","ORAL","ADDED","02513986"
"102171","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02532697"
"102157","56","ORAL","ADDED","02532549"
"102144","56","ORAL","ADDED","02532409"
"102209","56","ORAL","ADDED","02533065"
"101924","56","ORAL","ADDED","02530015"
"102178","56","ORAL","ADDED","02532778"
"102176","56","ORAL","ADDED","02532743"
"101923","56","ORAL","ADDED","02530007"
"102217","70","TOPICAL","ADDED","02533162"
"102156","56","ORAL","ADDED","02532530"
"102204","22","INTRAMUSCULAR","ADDED","02533022"
"102169","56","ORAL","ADDED","02532670"
"100053","56","ORAL","ADDED","02511312"
"102128","56","ORAL","ADDED","02532212"
"102212","49","INTRAVENOUS","ADDED","02533103"
"101828","56","ORAL","ADDED","02529092"
"102145","56","ORAL","ADDED","02532417"
"101352","56","ORAL","ADDED","02524473"
"102140","49","INTRAVENOUS","ADDED","02532360"
"102154","56","ORAL","ADDED","02532514"
"102155","56","ORAL","ADDED","02532522"
"102196","49","INTRAVENOUS","ADDED","02532972"
"102205","56","ORAL","ADDED","02533030"
"102214","8","DISINFECTANT (Food Premises)","ADDED","02533138"
"102197","49","INTRAVENOUS","ADDED","02532964"
"102159","56","ORAL","ADDED","02532565"
"101759","56","ORAL","ADDED","02528355"
"100687","56","ORAL","ADDED","02517485"
"102194","65","SUBCUTANEOUS","ADDED","02532948"
"86073","55","OPHTHALMIC","ADDED","02375311"
"102190","65","SUBCUTANEOUS","ADDED","02532891"
"102183","56","ORAL","ADDED","02532824"
"102139","22","INTRAMUSCULAR","ADDED","02532352"
"102214","94","DISINFECTANT (Institutional/Industrial)","ADDED","02533138"
"102138","49","INTRAVENOUS","ADDED","02532344"
"102171","94","DISINFECTANT (Institutional/Industrial)","ADDED","02532697"
"101092","56","ORAL","ADDED","02521725"
"102203","49","INTRAVENOUS","ADDED","02533014"
"102175","56","ORAL","ADDED","02532735"
"100821","56","ORAL","ADDED","02518929"
"101475","56","ORAL","ADDED","02525747"
"102179","56","ORAL","ADDED","02532786"
"102212","22","INTRAMUSCULAR","ADDED","02533103"
"102171","2","DISINFECTANT (Barn)","ADDED","02532697"
"101314","56","ORAL","ADDED","02524104"
"102184","56","ORAL","ADDED","02532832"
"98071","56","ORAL","ADDED","02490641"
"102193","65","SUBCUTANEOUS","ADDED","02532921"
"102127","56","ORAL","ADDED","02532204"
"101816","56","ORAL","ADDED","02528967"
"102181","56","ORAL","ADDED","02532808"
"102191","65","SUBCUTANEOUS","ADDED","02532905"
